id,timestamp,device_id,update_type,temperature,humidity,a1_raw,vcap_raw,sp_415,sp_445,sp_480,sp_515,sp_555,sp_590,sp_630,sp_680,sp_clear,sp_nir,spectral_gain,sleep_time,PPFD,led_status
2548,2025-09-16 07:01:14.052,L_6vSQ==,PACKET_DATA,20.75,60.12,0.018,2.969,161.0,838.0,446.0,126.0,3865.0,281.0,161.0,181.0,3184.0,4712.0,1,90,300,1
2550,2025-09-16 07:02:44.656,L_6vSQ==,PACKET_DATA,21.25,59.45,0.018,2.976,161.0,841.0,448.0,126.0,3867.0,281.0,161.0,181.0,3174.0,4728.0,1,90,300,1
2552,2025-09-16 07:04:15.314,L_6vSQ==,PACKET_DATA,21.56,58.38,1.389,2.981,161.0,844.0,449.0,127.0,3873.0,281.0,162.0,181.0,3167.0,4748.0,1,90,300,1
2554,2025-09-16 07:05:45.956,L_6vSQ==,PACKET_DATA,21.87,57.48,1.386,3.396,159.0,826.0,441.0,125.0,3831.0,278.0,160.0,179.0,3134.0,4722.0,1,90,300,1
2556,2025-09-16 07:07:16.521,L_6vSQ==,PACKET_DATA,21.99,56.74,1.383,3.396,159.0,822.0,439.0,125.0,3823.0,278.0,160.0,179.0,3119.0,4722.0,1,90,300,1
2558,2025-09-16 07:08:47.080,L_6vSQ==,PACKET_DATA,22.44,55.82,1.383,3.396,162.0,848.0,452.0,127.0,3887.0,282.0,163.0,181.0,3154.0,4799.0,1,90,300,1
2560,2025-09-16 07:10:17.743,L_6vSQ==,PACKET_DATA,22.56,55.16,1.386,4.025,161.0,836.0,446.0,126.0,3860.0,280.0,162.0,180.0,3130.0,4781.0,1,90,300,1
2562,2025-09-16 07:11:48.372,L_6vSQ==,PACKET_DATA,22.74,54.55,1.391,4.519,162.0,850.0,453.0,128.0,3895.0,282.0,163.0,182.0,3147.0,4825.0,1,90,300,1
2564,2025-09-16 07:13:18.925,L_6vSQ==,PACKET_DATA,23.02,54.03,1.386,4.713,162.0,842.0,449.0,127.0,3876.0,281.0,162.0,180.0,3115.0,4789.0,1,90,300,1
2566,2025-09-16 07:14:49.563,L_6vSQ==,PACKET_DATA,23.0,53.4,1.386,4.712,163.0,851.0,454.0,128.0,3900.0,283.0,164.0,182.0,3142.0,4843.0,1,90,300,1
2568,2025-09-16 07:16:20.100,L_6vSQ==,PACKET_DATA,23.44,52.91,1.386,4.707,161.0,837.0,447.0,127.0,3867.0,281.0,162.0,180.0,3116.0,4814.0,1,90,300,1
2570,2025-09-16 07:17:50.742,L_6vSQ==,PACKET_DATA,23.52,52.76,1.434,4.712,163.0,852.0,454.0,128.0,3902.0,283.0,164.0,182.0,3137.0,4859.0,1,90,300,1
2572,2025-09-16 07:19:21.318,L_6vSQ==,PACKET_DATA,23.74,52.44,1.434,4.713,163.0,853.0,455.0,128.0,3905.0,283.0,164.0,181.0,3128.0,4852.0,1,90,300,1
2574,2025-09-16 07:20:51.953,L_6vSQ==,PACKET_DATA,23.74,51.89,1.409,4.714,163.0,853.0,455.0,128.0,3907.0,283.0,164.0,182.0,3134.0,4871.0,1,90,300,1
2576,2025-09-16 07:22:22.597,L_6vSQ==,PACKET_DATA,23.97,51.77,1.397,4.714,163.0,853.0,455.0,128.0,3908.0,283.0,164.0,182.0,3132.0,4876.0,1,90,300,1
2578,2025-09-16 07:23:53.160,L_6vSQ==,PACKET_DATA,23.94,51.39,1.397,4.714,163.0,854.0,455.0,128.0,3909.0,283.0,164.0,182.0,3131.0,4880.0,1,90,300,1
2580,2025-09-16 07:25:23.740,L_6vSQ==,PACKET_DATA,23.98,51.26,1.402,4.714,163.0,853.0,455.0,128.0,3909.0,283.0,164.0,182.0,3127.0,4883.0,1,90,300,1
2582,2025-09-16 07:26:54.324,L_6vSQ==,PACKET_DATA,24.22,51.03,1.409,4.714,163.0,853.0,456.0,128.0,3910.0,283.0,164.0,182.0,3128.0,4887.0,1,90,300,1
2584,2025-09-16 07:28:24.953,L_6vSQ==,PACKET_DATA,24.24,50.77,1.402,4.712,163.0,854.0,456.0,128.0,3911.0,283.0,165.0,182.0,3127.0,4887.0,1,90,300,1
2586,2025-09-16 07:29:55.617,L_6vSQ==,PACKET_DATA,24.26,50.65,1.383,4.712,163.0,854.0,456.0,128.0,3912.0,283.0,165.0,182.0,3126.0,4894.0,1,90,300,1
2588,2025-09-16 07:31:26.151,L_6vSQ==,PACKET_DATA,24.37,50.46,1.383,4.712,163.0,854.0,456.0,128.0,3912.0,283.0,165.0,182.0,3124.0,4895.0,1,90,300,1
