segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
11,normal,11,3,1,60,20,80,3.000000,2026-03-07T15:58:59.664,2026-03-07T15:58:59.664,2026-03-07T15:59:00.709,1045.0,2026-03-07T15:59:10.710,2026-03-07T15:59:11.917,1207.0,2026-03-07T15:59:21.917,2026-03-07T15:59:21.917,2026-03-07T15:59:23.439,1522.0,2026-03-07T15:59:33.440,2026-03-07T16:00:23.440,2026-03-07T16:00:23.440,10.0,10.0,10.0,10.0,50.0,1,86.99873352050781,2026-03-07T15:59:58.440,archive/2026-03-07/standard_csv/raw_bytes_20260307_160000.csv,1,86.99873352050781
12,normal,12,3,1,75,25,100,3.000000,2026-03-07T16:00:23.440,2026-03-07T16:00:23.440,2026-03-07T16:00:24.466,1026.0,2026-03-07T16:00:34.467,2026-03-07T16:00:37.878,3411.0,2026-03-07T16:00:47.878,2026-03-07T16:00:47.878,2026-03-07T16:00:48.769,891.0,2026-03-07T16:00:58.770,2026-03-07T16:01:48.771,2026-03-07T16:01:48.771,10.0,10.0,10.0,10.0,50.0,1,108.6549301147461,2026-03-07T16:01:23.771,archive/2026-03-07/standard_csv/raw_bytes_20260307_160125.csv,1,108.6549301147461
13,normal,13,5,1,8,2,10,4.000000,2026-03-07T16:01:48.771,2026-03-07T16:01:48.771,2026-03-07T16:01:49.703,932.0,2026-03-07T16:01:59.703,2026-03-07T16:02:01.156,1453.0,2026-03-07T16:02:11.156,2026-03-07T16:02:11.156,2026-03-07T16:02:12.383,1227.0,2026-03-07T16:02:22.384,2026-03-07T16:03:12.384,2026-03-07T16:03:12.384,10.0,10.0,10.0,10.0,50.0,1,10.962967872619629,2026-03-07T16:02:47.384,archive/2026-03-07/standard_csv/raw_bytes_20260307_160249.csv,1,10.962967872619629
14,normal,14,5,1,25,5,30,5.000000,2026-03-07T16:03:12.384,2026-03-07T16:03:12.384,2026-03-07T16:03:13.458,1074.0,2026-03-07T16:03:23.459,2026-03-07T16:03:24.983,1524.0,2026-03-07T16:03:34.984,2026-03-07T16:03:34.984,2026-03-07T16:03:36.531,1547.0,2026-03-07T16:03:46.532,2026-03-07T16:04:36.532,2026-03-07T16:04:36.532,10.0,10.0,10.0,10.0,50.0,1,36.762840270996094,2026-03-07T16:04:11.532,archive/2026-03-07/standard_csv/raw_bytes_20260307_160413.csv,1,36.762840270996094
15,normal,15,5,1,38,8,45,4.750000,2026-03-07T16:04:36.532,2026-03-07T16:04:36.532,2026-03-07T16:04:37.876,1344.0,2026-03-07T16:04:47.877,2026-03-07T16:04:49.359,1482.0,2026-03-07T16:04:59.359,2026-03-07T16:04:59.359,2026-03-07T16:05:00.571,1212.0,2026-03-07T16:05:10.572,2026-03-07T16:06:00.572,2026-03-07T16:06:00.572,10.0,10.0,10.0,10.0,50.0,1,54.35365295410156,2026-03-07T16:05:35.572,archive/2026-03-07/standard_csv/raw_bytes_20260307_160537.csv,1,54.35365295410156
16,normal,16,5,1,50,10,60,5.000000,2026-03-07T16:06:00.573,2026-03-07T16:06:00.573,2026-03-07T16:06:02.000,1427.0,2026-03-07T16:06:12.000,2026-03-07T16:06:13.614,1614.0,2026-03-07T16:06:23.614,2026-03-07T16:06:23.614,2026-03-07T16:06:25.039,1425.0,2026-03-07T16:06:35.039,2026-03-07T16:07:25.039,2026-03-07T16:07:25.040,10.0,10.0,10.0,10.0,50.0,1,70.50372314453125,2026-03-07T16:07:00.039,archive/2026-03-07/standard_csv/raw_bytes_20260307_160702.csv,1,70.50372314453125
17,normal,17,5,1,67,13,80,5.153846,2026-03-07T16:07:25.040,2026-03-07T16:07:25.040,2026-03-07T16:07:25.752,712.0,2026-03-07T16:07:35.752,2026-03-07T16:07:36.706,954.0,2026-03-07T16:07:46.706,2026-03-07T16:07:46.706,2026-03-07T16:07:47.768,1062.0,2026-03-07T16:07:57.768,2026-03-07T16:08:47.769,2026-03-07T16:08:47.769,10.0,10.0,10.0,10.0,50.0,1,92.37089538574219,2026-03-07T16:08:22.769,archive/2026-03-07/standard_csv/raw_bytes_20260307_160824.csv,1,92.37089538574219
18,normal,18,5,1,83,17,100,4.882353,2026-03-07T16:08:47.769,2026-03-07T16:08:47.769,2026-03-07T16:08:48.778,1008.9999999999999,2026-03-07T16:08:58.779,2026-03-07T16:09:00.254,1475.0,2026-03-07T16:09:10.254,2026-03-07T16:09:10.254,2026-03-07T16:09:11.602,1348.0,2026-03-07T16:09:21.603,2026-03-07T16:10:11.603,2026-03-07T16:10:11.603,10.0,10.0,10.0,10.0,50.0,1,114.91437530517578,2026-03-07T16:09:46.603,archive/2026-03-07/standard_csv/raw_bytes_20260307_160948.csv,1,114.91437530517578
19,normal,19,7,1,9,1,10,9.000000,2026-03-07T16:10:11.604,2026-03-07T16:10:11.604,2026-03-07T16:10:12.543,939.0,2026-03-07T16:10:22.544,2026-03-07T16:10:23.599,1055.0,2026-03-07T16:10:33.599,2026-03-07T16:10:33.599,2026-03-07T16:10:35.069,1470.0,2026-03-07T16:10:45.069,2026-03-07T16:11:35.069,2026-03-07T16:11:35.069,10.0,10.0,10.0,10.0,50.0,1,12.191542625427246,2026-03-07T16:11:10.070,archive/2026-03-07/standard_csv/raw_bytes_20260307_161112.csv,1,12.191542625427246
20,normal,20,7,1,26,4,30,6.500000,2026-03-07T16:11:35.069,2026-03-07T16:11:35.069,2026-03-07T16:11:35.868,799.0,2026-03-07T16:11:45.868,2026-03-07T16:11:46.869,1000.9999999999999,2026-03-07T16:11:56.870,2026-03-07T16:11:56.870,2026-03-07T16:11:58.122,1252.0,2026-03-07T16:12:08.123,2026-03-07T16:12:58.123,2026-03-07T16:12:58.123,10.0,10.0,10.0,10.0,50.0,1,37.651371002197266,2026-03-07T16:12:33.123,archive/2026-03-07/standard_csv/raw_bytes_20260307_161235.csv,1,37.651371002197266
21,normal,21,7,1,39,6,45,6.500000,2026-03-07T16:12:58.124,2026-03-07T16:12:58.124,2026-03-07T16:12:59.086,962.0,2026-03-07T16:13:09.087,2026-03-07T16:13:10.360,1273.0,2026-03-07T16:13:20.360,2026-03-07T16:13:20.360,2026-03-07T16:13:21.615,1255.0,2026-03-07T16:13:31.615,2026-03-07T16:14:21.615,2026-03-07T16:14:21.615,10.0,10.0,10.0,10.0,50.0,1,54.426090240478516,2026-03-07T16:13:56.615,archive/2026-03-07/standard_csv/raw_bytes_20260307_161358.csv,1,54.426090240478516
22,normal,22,7,1,52,8,60,6.500000,2026-03-07T16:14:21.615,2026-03-07T16:14:21.616,2026-03-07T16:14:22.449,833.0,2026-03-07T16:14:32.450,2026-03-07T16:14:34.032,1582.0,2026-03-07T16:14:44.033,2026-03-07T16:14:44.033,2026-03-07T16:14:45.595,1562.0,2026-03-07T16:14:55.596,2026-03-07T16:15:45.596,2026-03-07T16:15:45.596,10.0,10.0,10.0,10.0,50.0,1,71.754150390625,2026-03-07T16:15:20.596,archive/2026-03-07/standard_csv/raw_bytes_20260307_161522.csv,1,71.754150390625
23,normal,23,7,1,70,10,80,7.000000,2026-03-07T16:15:45.597,2026-03-07T16:15:45.597,2026-03-07T16:15:47.165,1568.0,2026-03-07T16:15:57.165,2026-03-07T16:15:58.473,1308.0,2026-03-07T16:16:08.474,2026-03-07T16:16:08.474,2026-03-07T16:16:10.296,1822.0,2026-03-07T16:16:20.297,2026-03-07T16:17:10.297,2026-03-07T16:17:10.297,10.0,10.0,10.0,10.0,50.0,1,94.64173126220703,2026-03-07T16:16:45.297,archive/2026-03-07/standard_csv/raw_bytes_20260307_161647.csv,1,94.64173126220703
24,normal,24,7,1,88,12,100,7.333333,2026-03-07T16:17:10.298,2026-03-07T16:17:10.298,2026-03-07T16:17:11.860,1562.0,2026-03-07T16:17:21.860,2026-03-07T16:17:23.605,1745.0,2026-03-07T16:17:33.605,2026-03-07T16:17:33.605,2026-03-07T16:17:35.472,1867.0,2026-03-07T16:17:45.472,2026-03-07T16:18:35.473,2026-03-07T16:18:35.473,10.0,10.0,10.0,10.0,50.0,1,118.61151885986328,2026-03-07T16:18:10.472,archive/2026-03-07/standard_csv/raw_bytes_20260307_161812.csv,1,118.61151885986328
25,normal,25,1,0,10,0,10,inf,2026-03-07T16:18:35.473,2026-03-07T16:18:35.473,2026-03-07T16:18:38.547,3074.0,2026-03-07T16:18:48.547,2026-03-07T16:18:51.550,3003.0,2026-03-07T16:19:01.550,2026-03-07T16:19:01.550,2026-03-07T16:19:03.729,2179.0,2026-03-07T16:19:13.730,2026-03-07T16:20:03.730,2026-03-07T16:20:03.730,10.0,10.0,10.0,10.0,50.0,1,13.469732284545898,2026-03-07T16:19:38.730,archive/2026-03-07/standard_csv/raw_bytes_20260307_161940.csv,1,13.469732284545898
26,normal,26,1,0,30,0,30,inf,2026-03-07T16:20:03.731,2026-03-07T16:20:03.731,2026-03-07T16:20:06.997,3266.0,2026-03-07T16:20:16.997,2026-03-07T16:20:22.659,5662.0,2026-03-07T16:20:32.659,2026-03-07T16:20:32.659,2026-03-07T16:20:33.673,1014.0,2026-03-07T16:20:43.673,2026-03-07T16:21:33.674,2026-03-07T16:21:33.674,10.0,10.0,10.0,10.0,50.0,1,38.77362823486328,2026-03-07T16:21:08.674,archive/2026-03-07/standard_csv/raw_bytes_20260307_162110.csv,1,38.77362823486328
27,normal,27,1,0,45,0,45,inf,2026-03-07T16:21:33.674,2026-03-07T16:21:33.674,2026-03-07T16:21:34.366,692.0,2026-03-07T16:21:44.366,2026-03-07T16:21:45.805,1439.0,2026-03-07T16:21:55.806,2026-03-07T16:21:55.806,2026-03-07T16:21:56.952,1146.0,2026-03-07T16:22:06.952,2026-03-07T16:22:56.953,2026-03-07T16:22:56.953,10.0,10.0,10.0,10.0,50.0,1,58.327781677246094,2026-03-07T16:22:31.953,archive/2026-03-07/standard_csv/raw_bytes_20260307_162234.csv,1,58.327781677246094
28,normal,28,1,0,60,0,60,inf,2026-03-07T16:22:56.953,2026-03-07T16:22:56.953,2026-03-07T16:22:58.236,1283.0,2026-03-07T16:24:00.502,2026-03-07T16:24:01.031,529.0,2026-03-07T16:24:11.031,2026-03-07T16:24:11.031,2026-03-07T16:24:11.532,501.0,2026-03-07T16:24:21.532,2026-03-07T16:25:11.532,2026-03-07T16:25:11.532,10.0,10.0,10.0,10.0,50.0,1,76.598876953125,2026-03-07T16:24:46.532,archive/2026-03-07/standard_csv/raw_bytes_20260307_162448.csv,1,76.598876953125
29,normal,29,1,0,80,0,80,inf,2026-03-07T16:25:11.532,2026-03-07T16:25:11.532,2026-03-07T16:25:12.833,1301.0,2026-03-07T16:25:22.833,2026-03-07T16:25:23.986,1153.0,2026-03-07T16:25:33.986,2026-03-07T16:25:33.986,2026-03-07T16:25:35.218,1232.0,2026-03-07T16:25:45.218,2026-03-07T16:26:35.218,2026-03-07T16:26:35.218,10.0,10.0,10.0,10.0,50.0,1,101.8234634399414,2026-03-07T16:26:10.218,archive/2026-03-07/standard_csv/raw_bytes_20260307_162612.csv,1,101.8234634399414
30,normal,30,1,0,100,0,100,inf,2026-03-07T16:26:35.219,2026-03-07T16:26:35.219,2026-03-07T16:26:36.423,1204.0,2026-03-07T16:26:46.423,2026-03-07T16:26:47.324,901.0,2026-03-07T16:26:57.324,2026-03-07T16:26:57.324,2026-03-07T16:26:58.915,1591.0,2026-03-07T16:27:08.916,2026-03-07T16:27:58.916,2026-03-07T16:27:58.916,10.0,10.0,10.0,10.0,50.0,1,122.81753540039062,2026-03-07T16:27:33.916,archive/2026-03-07/standard_csv/raw_bytes_20260307_162736.csv,1,122.81753540039062
