entity_id,state,last_changed
sensor.greenpi_arduino_nano_roomtemp_temperature,34.41,2025-11-04T20:24:01.273000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.39,2025-11-04T20:25:41.301000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.38,2025-11-04T20:27:21.468000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.39,2025-11-04T20:29:01.488000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.42,2025-11-04T20:30:41.570000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.41,2025-11-04T20:32:21.651000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.39,2025-11-04T20:34:01.706000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.37,2025-11-04T20:39:01.974000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.39,2025-11-04T20:40:42.074000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.38,2025-11-04T20:42:22.177000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.39,2025-11-04T20:44:02.330000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.37,2025-11-04T20:49:02.559000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.33,2025-11-04T20:50:42.555000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.31,2025-11-04T20:52:22.653000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.38,2025-11-04T20:54:02.700000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.35,2025-11-04T20:57:22.915000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.33,2025-11-04T21:00:43.076000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.34,2025-11-04T21:02:23.168000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.35,2025-11-04T21:04:03.242000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.34,2025-11-04T21:07:23.470000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.33,2025-11-04T21:09:03.485000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.38,2025-11-04T21:12:23.635000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.37,2025-11-04T21:14:03.752000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.35,2025-11-04T21:15:43.866000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.34,2025-11-04T21:17:23.876000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.35,2025-11-04T21:19:03.928000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.37,2025-11-04T21:22:24.129000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T21:24:04.185000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T21:27:24.368000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.31,2025-11-04T21:29:04.419000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T21:30:44.518000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T21:32:24.665000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.33,2025-11-04T21:34:04.730000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.31,2025-11-04T21:35:44.885000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T21:37:24.889000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.35,2025-11-04T21:39:04.907000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.33,2025-11-04T21:40:45.274000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T21:42:25.096000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T21:47:25.357000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T21:49:05.410000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T21:50:45.516000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T21:52:25.610000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T21:54:05.658000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T21:55:45.760000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.34,2025-11-04T22:00:45.990000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T22:02:26.121000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.31,2025-11-04T22:05:46.240000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T22:07:26.323000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T22:12:26.609000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.31,2025-11-04T22:17:26.847000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T22:19:06.855000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T22:22:27.021000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T22:24:07.108000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.31,2025-11-04T22:25:47.221000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T22:27:27.315000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T22:29:07.405000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T22:30:47.518000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T22:32:27.628000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T22:34:07.694000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T22:37:27.839000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T22:40:48.075000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.33,2025-11-04T22:42:28.130000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T22:44:08.232000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.3,2025-11-04T22:47:28.560000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T22:49:08.525000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T22:50:48.612000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T22:52:28.697000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T22:54:08.802000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T22:55:48.964000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.23,2025-11-04T22:59:09.291000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T23:00:49.218000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.29,2025-11-04T23:02:29.308000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T23:04:09.398000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.24,2025-11-04T23:05:49.497000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T23:07:29.591000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T23:09:09.690000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.24,2025-11-04T23:10:49.783000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.2,2025-11-04T23:12:29.891000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T23:17:30.146000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.22,2025-11-04T23:19:10.251000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.23,2025-11-04T23:22:30.447000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.27,2025-11-04T23:24:10.534000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.26,2025-11-04T23:25:50.676000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-04T23:27:30.706000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-04T23:29:10.794000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-04T23:30:50.939000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-04T23:32:31.075000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.2,2025-11-04T23:34:11.070000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.22,2025-11-04T23:35:51.171000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-04T23:37:31.263000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-04T23:40:51.454000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-04T23:42:31.544000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.24,2025-11-04T23:44:11.649000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-04T23:45:51.736000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.2,2025-11-04T23:47:31.856000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-04T23:49:11.905000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-04T23:50:51.997000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-04T23:52:32.070000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-04T23:55:52.234000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.16,2025-11-04T23:59:12.419000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.18,2025-11-05T00:00:52.576000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.16,2025-11-05T00:02:32.597000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.13,2025-11-05T00:05:52.765000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.12,2025-11-05T00:07:32.866000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.13,2025-11-05T00:10:53.053000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.19,2025-11-05T00:12:33.138000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.07,2025-11-05T00:14:13.209000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.12,2025-11-05T00:15:53.319000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.11,2025-11-05T00:19:13.460000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.08,2025-11-05T00:22:33.654000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.07,2025-11-05T00:24:13.738000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.15,2025-11-05T00:27:33.922000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.11,2025-11-05T00:29:14.036000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.13,2025-11-05T00:30:54.126000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.12,2025-11-05T00:32:34.291000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.07,2025-11-05T00:34:14.422000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.08,2025-11-05T00:35:54.405000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.13,2025-11-05T00:37:34.571000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.11,2025-11-05T00:39:14.610000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.07,2025-11-05T00:42:34.762000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.08,2025-11-05T00:44:14.901000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.05,2025-11-05T00:45:54.967000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.07,2025-11-05T00:47:35.032000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.05,2025-11-05T00:49:15.115000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.08,2025-11-05T00:50:55.274000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.09,2025-11-05T00:52:35.312000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.05,2025-11-05T00:54:15.421000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.07,2025-11-05T00:55:55.514000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.08,2025-11-05T00:57:35.595000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,34.09,2025-11-05T00:59:15.681000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,33.49,2025-11-05T01:00:55.766000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,32.57,2025-11-05T01:02:35.855000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,31.92,2025-11-05T01:04:15.972000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,31.47,2025-11-05T01:05:56.043000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,31.08,2025-11-05T01:07:36.148000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,30.76,2025-11-05T01:09:16.238000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,30.52,2025-11-05T01:10:56.331000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,30.3,2025-11-05T01:12:36.428000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,30.11,2025-11-05T01:14:16.523000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.94,2025-11-05T01:15:56.609000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.77,2025-11-05T01:17:37.271000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.62,2025-11-05T01:19:16.795000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.48,2025-11-05T01:20:56.899000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.36,2025-11-05T01:22:37.003000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.24,2025-11-05T01:24:17.111000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.14,2025-11-05T01:25:57.218000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,29.04,2025-11-05T01:27:37.283000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.92,2025-11-05T01:29:17.387000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.84,2025-11-05T01:30:57.466000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.76,2025-11-05T01:32:37.553000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.68,2025-11-05T01:34:17.671000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.59,2025-11-05T01:35:57.761000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.52,2025-11-05T01:37:37.835000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.46,2025-11-05T01:39:17.924000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.39,2025-11-05T01:40:58.015000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.32,2025-11-05T01:42:38.118000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.25,2025-11-05T01:44:18.191000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.2,2025-11-05T01:45:58.287000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.13,2025-11-05T01:47:38.374000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.08,2025-11-05T01:49:18.473000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,28.02,2025-11-05T01:50:58.602000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.98,2025-11-05T01:52:38.653000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.93,2025-11-05T01:54:18.742000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.87,2025-11-05T01:55:58.827000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.83,2025-11-05T01:57:38.914000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.77,2025-11-05T01:59:19.031000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.72,2025-11-05T02:00:59.119000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.68,2025-11-05T02:02:39.213000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.65,2025-11-05T02:04:19.311000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.6,2025-11-05T02:05:59.505000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.54,2025-11-05T02:07:39.520000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.5,2025-11-05T02:09:19.616000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.47,2025-11-05T02:10:59.699000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.42,2025-11-05T02:12:39.797000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.39,2025-11-05T02:14:19.960000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.34,2025-11-05T02:15:59.996000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.31,2025-11-05T02:17:40.182000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.28,2025-11-05T02:19:20.181000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.24,2025-11-05T02:21:00.268000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.2,2025-11-05T02:22:40.443000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.16,2025-11-05T02:24:20.458000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.1,2025-11-05T02:26:00.603000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.06,2025-11-05T02:29:20.678000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.04,2025-11-05T02:31:00.772000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,27.01,2025-11-05T02:32:40.837000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.96,2025-11-05T02:34:20.927000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.92,2025-11-05T02:36:01.038000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.89,2025-11-05T02:37:41.110000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.85,2025-11-05T02:39:21.203000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.82,2025-11-05T02:41:01.292000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.78,2025-11-05T02:42:41.479000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.77,2025-11-05T02:44:21.546000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.74,2025-11-05T02:46:01.527000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.7,2025-11-05T02:47:41.601000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.69,2025-11-05T02:49:21.757000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.66,2025-11-05T02:51:01.755000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.63,2025-11-05T02:52:41.856000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.6,2025-11-05T02:54:22.016000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.58,2025-11-05T02:56:02.076000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.55,2025-11-05T02:57:42.055000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.52,2025-11-05T02:59:22.137000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.49,2025-11-05T03:01:02.315000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.48,2025-11-05T03:02:42.317000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.45,2025-11-05T03:04:22.402000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.43,2025-11-05T03:06:02.463000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.4,2025-11-05T03:07:42.514000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.37,2025-11-05T03:09:22.616000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.36,2025-11-05T03:11:02.673000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.34,2025-11-05T03:12:42.761000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.29,2025-11-05T03:14:22.941000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.26,2025-11-05T03:17:43.042000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.22,2025-11-05T03:19:23.225000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.19,2025-11-05T03:22:43.248000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.15,2025-11-05T03:24:23.447000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.14,2025-11-05T03:27:43.602000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.1,2025-11-05T03:29:23.588000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.07,2025-11-05T03:31:03.639000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.06,2025-11-05T03:32:43.739000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.03,2025-11-05T03:34:23.828000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.02,2025-11-05T03:36:03.873000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,26.0,2025-11-05T03:37:43.928000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.97,2025-11-05T03:39:24.019000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.95,2025-11-05T03:42:44.197000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.92,2025-11-05T03:44:24.317000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.91,2025-11-05T03:46:04.357000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.88,2025-11-05T03:47:44.399000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.87,2025-11-05T03:49:24.493000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.85,2025-11-05T03:51:04.542000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.82,2025-11-05T03:52:44.627000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.81,2025-11-05T03:54:24.707000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.78,2025-11-05T03:56:04.751000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.77,2025-11-05T03:57:44.863000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.76,2025-11-05T03:59:24.894000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.73,2025-11-05T04:01:05.075000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.71,2025-11-05T04:02:45.057000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.7,2025-11-05T04:04:25.133000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.67,2025-11-05T04:06:05.185000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.66,2025-11-05T04:07:45.288000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.65,2025-11-05T04:09:25.381000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.63,2025-11-05T04:11:05.434000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.6,2025-11-05T04:12:45.489000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.59,2025-11-05T04:14:25.706000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.57,2025-11-05T04:16:05.656000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.55,2025-11-05T04:17:45.743000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.53,2025-11-05T04:19:25.933000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.5,2025-11-05T04:22:45.917000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.49,2025-11-05T04:24:26.009000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.47,2025-11-05T04:26:06.056000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.46,2025-11-05T04:27:46.137000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.44,2025-11-05T04:29:26.228000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.42,2025-11-05T04:31:06.274000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.4,2025-11-05T04:32:46.320000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.38,2025-11-05T04:34:26.413000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.39,2025-11-05T04:36:06.462000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.36,2025-11-05T04:37:46.543000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.35,2025-11-05T04:39:26.628000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.33,2025-11-05T04:41:06.679000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.31,2025-11-05T04:42:46.725000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.28,2025-11-05T04:46:06.864000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.27,2025-11-05T04:47:46.955000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.24,2025-11-05T04:51:07.146000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.23,2025-11-05T04:52:47.180000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.2,2025-11-05T04:56:07.351000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.18,2025-11-05T04:57:47.485000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.17,2025-11-05T04:59:27.588000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.16,2025-11-05T05:01:07.639000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.13,2025-11-05T05:04:27.815000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.12,2025-11-05T05:06:07.908000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.1,2025-11-05T05:09:28.104000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.09,2025-11-05T05:11:08.183000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.06,2025-11-05T05:12:48.282000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.05,2025-11-05T05:14:28.365000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.03,2025-11-05T05:16:08.455000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,25.01,2025-11-05T05:19:28.717000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.99,2025-11-05T05:21:08.737000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.98,2025-11-05T05:24:28.912000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.96,2025-11-05T05:26:09.004000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.94,2025-11-05T05:29:29.188000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.92,2025-11-05T05:32:49.386000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.91,2025-11-05T05:34:29.492000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.9,2025-11-05T05:36:09.580000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.88,2025-11-05T05:37:49.688000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.87,2025-11-05T05:39:29.771000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.86,2025-11-05T05:41:09.874000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.84,2025-11-05T05:42:50.049000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.83,2025-11-05T05:44:30.083000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.81,2025-11-05T05:49:30.346000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.8,2025-11-05T05:51:10.431000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.79,2025-11-05T05:52:50.515000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.77,2025-11-05T05:54:30.612000Z
sensor.greenpi_arduino_nano_roomtemp_temperature,24.75,2025-11-05T05:56:10.689000Z
