segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
20,26,4,6.500000,30,27.64,1.0,0.0,,,,,,43.672950744628906,1,master_time_fallback,,,2026-03-08 14:49:26.869,2026-03-08 14:50:16.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,39,6,6.500000,45,27.64,1.0,0.0,,,,,,64.8704605102539,1,master_time_fallback,,,2026-03-08 14:50:48.520,2026-03-08 14:51:38.520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,52,8,6.500000,60,27.64,1.0,0.0,,,,,,84.50080108642578,1,master_time_fallback,,,2026-03-08 14:52:11.346,2026-03-08 14:53:01.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,70,10,7.000000,80,27.64,1.0,0.0,,,,,,112.91732025146484,1,master_time_fallback,,,2026-03-08 14:53:34.665,2026-03-08 14:54:24.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,88,12,7.333333,100,27.64,1.0,0.0,,,,,,139.7578887939453,1,master_time_fallback,,,2026-03-08 14:54:57.093,2026-03-08 14:55:47.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,10,0,inf,10,27.64,1.0,0.0,,,,,,16.020736694335938,1,master_time_fallback,,,2026-03-08 14:56:20.957,2026-03-08 14:57:10.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,30,0,inf,30,27.64,1.0,0.0,,,,,,46.40753173828125,1,master_time_fallback,,,2026-03-08 14:57:43.602,2026-03-08 14:58:33.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,45,0,inf,45,27.64,1.0,0.0,,,,,,69.03927612304688,1,master_time_fallback,,,2026-03-08 14:59:07.766,2026-03-08 14:59:57.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,60,0,inf,60,27.64,1.0,0.0,,,,,,91.17117309570312,1,master_time_fallback,,,2026-03-08 15:00:30.405,2026-03-08 15:01:20.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,80,0,inf,80,27.64,1.0,0.0,,,,,,119.80985260009766,1,master_time_fallback,,,2026-03-08 15:01:55.127,2026-03-08 15:02:45.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,100,0,inf,100,27.64,1.0,0.0,,,,,,151.3325653076172,1,master_time_fallback,,,2026-03-08 15:03:18.824,2026-03-08 15:04:08.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
