segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
1,5,5,1.000000,10,27.64,1.0,0.0,,,,,,13.465317726135254,1,master_time_fallback,,,2026-03-08 14:23:08.371,2026-03-08 14:23:58.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,15,1.000000,30,27.64,1.0,0.0,,,,,,34.286102294921875,1,master_time_fallback,,,2026-03-08 14:24:32.140,2026-03-08 14:25:22.140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,22,22,1.000000,45,27.64,1.0,0.0,,,,,,49.00640106201172,1,master_time_fallback,,,2026-03-08 14:25:55.018,2026-03-08 14:26:45.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30,30,1.000000,60,27.64,1.0,0.0,,,,,,65.27276611328125,1,master_time_fallback,,,2026-03-08 14:27:18.357,2026-03-08 14:28:08.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,40,40,1.000000,80,27.64,1.0,0.0,,,,,,85.99541473388672,1,master_time_fallback,,,2026-03-08 14:28:43.024,2026-03-08 14:29:33.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,50,50,1.000000,100,27.64,1.0,0.0,,,,,,105.56796264648438,1,master_time_fallback,,,2026-03-08 14:30:05.571,2026-03-08 14:30:55.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,2,4.000000,10,27.64,1.0,0.0,,,,,,13.065448760986328,1,master_time_fallback,,,2026-03-08 14:31:28.400,2026-03-08 14:32:18.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,8,2.750000,30,27.64,1.0,0.0,,,,,,39.60527801513672,1,master_time_fallback,,,2026-03-08 14:32:50.721,2026-03-08 14:33:40.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,34,11,3.090909,45,27.64,1.0,0.0,,,,,,60.21989059448242,1,master_time_fallback,,,2026-03-08 14:34:13.549,2026-03-08 14:35:03.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,45,15,3.000000,60,27.64,1.0,0.0,,,,,,78.84149932861328,1,master_time_fallback,,,2026-03-08 14:35:36.772,2026-03-08 14:36:26.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,60,20,3.000000,80,27.64,1.0,0.0,,,,,,103.57862091064453,1,master_time_fallback,,,2026-03-08 14:36:59.203,2026-03-08 14:37:49.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,75,25,3.000000,100,27.64,1.0,0.0,,,,,,129.18247985839844,1,master_time_fallback,,,2026-03-08 14:38:21.743,2026-03-08 14:39:11.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,2,4.000000,10,27.64,1.0,0.0,,,,,,13.086856842041016,1,master_time_fallback,,,2026-03-08 14:39:44.662,2026-03-08 14:40:34.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,25,5,5.000000,30,27.64,1.0,0.0,,,,,,42.655399322509766,1,master_time_fallback,,,2026-03-08 14:41:07.731,2026-03-08 14:41:57.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,38,8,4.750000,45,27.64,1.0,0.0,,,,,,64.46773529052734,1,master_time_fallback,,,2026-03-08 14:42:30.413,2026-03-08 14:43:20.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,50,10,5.000000,60,27.64,1.0,0.0,,,,,,82.45088195800781,1,master_time_fallback,,,2026-03-08 14:43:53.388,2026-03-08 14:44:43.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,67,13,5.153846,80,27.64,1.0,0.0,,,,,,110.28593444824219,1,master_time_fallback,,,2026-03-08 14:45:18.564,2026-03-08 14:46:08.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,83,17,4.882353,100,27.64,1.0,0.0,,,,,,134.9445343017578,1,master_time_fallback,,,2026-03-08 14:46:41.489,2026-03-08 14:47:31.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,9,1,9.000000,10,27.64,1.0,0.0,,,,,,14.496663093566895,1,master_time_fallback,,,2026-03-08 14:48:04.224,2026-03-08 14:48:54.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
