segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-07T10:16:18.190,2026-03-07T10:16:18.190,2026-03-07T10:16:19.035,845.0,2026-03-07T10:16:29.036,2026-03-07T10:16:29.794,758.0,2026-03-07T10:16:39.794,2026-03-07T10:16:39.794,2026-03-07T10:16:40.701,907.0,2026-03-07T10:16:50.702,2026-03-07T10:17:40.702,2026-03-07T10:17:40.702,10.0,10.0,10.0,10.0,50.0,1,63.23370361328125,2026-03-07T10:17:15.702,archive/2026-03-07/standard_csv/raw_bytes_20260307_101717.csv,1,63.23370361328125
2,normal,2,1,1,15,15,30,1.000000,2026-03-07T10:17:40.703,2026-03-07T10:17:40.703,2026-03-07T10:17:41.836,1133.0,2026-03-07T10:17:51.837,2026-03-07T10:17:52.490,653.0,2026-03-07T10:18:02.490,2026-03-07T10:18:02.490,2026-03-07T10:18:04.501,2011.0000000000002,2026-03-07T10:18:14.501,2026-03-07T10:19:04.502,2026-03-07T10:19:04.502,10.0,10.0,10.0,10.0,50.0,1,115.55548858642578,2026-03-07T10:18:39.502,archive/2026-03-07/standard_csv/raw_bytes_20260307_101841.csv,1,115.55548858642578
3,normal,3,1,1,22,22,45,1.000000,2026-03-07T10:19:04.502,2026-03-07T10:19:04.502,2026-03-07T10:19:05.290,788.0,2026-03-07T10:19:15.290,2026-03-07T10:19:15.911,621.0,2026-03-07T10:19:25.912,2026-03-07T10:19:25.912,2026-03-07T10:19:27.071,1159.0,2026-03-07T10:19:37.071,2026-03-07T10:20:27.072,2026-03-07T10:20:27.072,10.0,10.0,10.0,10.0,50.0,1,153.09361267089844,2026-03-07T10:20:02.071,archive/2026-03-07/standard_csv/raw_bytes_20260307_102004.csv,1,153.09361267089844
4,normal,4,1,1,30,30,60,1.000000,2026-03-07T10:20:27.072,2026-03-07T10:20:27.072,2026-03-07T10:20:28.034,962.0,2026-03-07T10:20:38.034,2026-03-07T10:20:38.656,622.0,2026-03-07T10:20:48.656,2026-03-07T10:20:48.656,2026-03-07T10:20:49.194,538.0,2026-03-07T10:20:59.194,2026-03-07T10:21:49.195,2026-03-07T10:21:49.195,10.0,10.0,10.0,10.0,50.0,1,195.65992736816406,2026-03-07T10:21:24.194,archive/2026-03-07/standard_csv/raw_bytes_20260307_102126.csv,1,195.65992736816406
5,normal,5,1,1,40,40,80,1.000000,2026-03-07T10:21:49.195,2026-03-07T10:21:49.195,2026-03-07T10:21:49.922,727.0,2026-03-07T10:21:59.922,2026-03-07T10:22:01.775,1853.0,2026-03-07T10:22:11.775,2026-03-07T10:22:11.775,2026-03-07T10:22:12.637,862.0,2026-03-07T10:22:22.637,2026-03-07T10:23:12.638,2026-03-07T10:23:12.638,10.0,10.0,10.0,10.0,50.0,1,258.6924743652344,2026-03-07T10:22:47.637,archive/2026-03-07/standard_csv/raw_bytes_20260307_102249.csv,1,258.6924743652344
6,normal,6,1,1,50,50,100,1.000000,2026-03-07T10:23:12.638,2026-03-07T10:23:12.638,2026-03-07T10:23:15.047,2409.0,2026-03-07T10:23:25.047,2026-03-07T10:23:26.011,964.0,2026-03-07T10:23:36.011,2026-03-07T10:23:36.011,2026-03-07T10:23:36.763,752.0,2026-03-07T10:23:46.764,2026-03-07T10:24:36.764,2026-03-07T10:24:36.764,10.0,10.0,10.0,10.0,50.0,1,298.1874694824219,2026-03-07T10:24:11.764,archive/2026-03-07/standard_csv/raw_bytes_20260307_102413.csv,1,298.1874694824219
7,normal,7,3,1,8,2,10,4.000000,2026-03-07T10:24:36.765,2026-03-07T10:24:36.765,2026-03-07T10:24:37.989,1224.0,2026-03-07T10:24:47.990,2026-03-07T10:24:49.418,1428.0,2026-03-07T10:24:59.419,2026-03-07T10:24:59.419,2026-03-07T10:25:00.316,897.0,2026-03-07T10:25:10.316,2026-03-07T10:26:00.317,2026-03-07T10:26:00.317,10.0,10.0,10.0,10.0,50.0,1,55.946693420410156,2026-03-07T10:25:35.317,archive/2026-03-07/standard_csv/raw_bytes_20260307_102537.csv,1,55.946693420410156
8,normal,8,3,1,22,8,30,2.750000,2026-03-07T10:26:00.317,2026-03-07T10:26:00.317,2026-03-07T10:26:01.159,842.0,2026-03-07T10:26:11.159,2026-03-07T10:26:12.249,1090.0,2026-03-07T10:26:22.249,2026-03-07T10:26:22.249,2026-03-07T10:26:23.107,858.0,2026-03-07T10:26:33.108,2026-03-07T10:27:23.108,2026-03-07T10:27:23.108,10.0,10.0,10.0,10.0,50.0,1,126.9301986694336,2026-03-07T10:26:58.108,archive/2026-03-07/standard_csv/raw_bytes_20260307_102700.csv,1,126.9301986694336
9,normal,9,3,1,34,11,45,3.090909,2026-03-07T10:27:23.108,2026-03-07T10:27:23.108,2026-03-07T10:27:24.336,1228.0,2026-03-07T10:27:34.336,2026-03-07T10:27:35.026,690.0,2026-03-07T10:27:45.026,2026-03-07T10:27:45.026,2026-03-07T10:27:45.908,882.0,2026-03-07T10:27:55.909,2026-03-07T10:28:45.909,2026-03-07T10:28:45.909,10.0,10.0,10.0,10.0,50.0,1,174.18792724609375,2026-03-07T10:28:20.909,archive/2026-03-07/standard_csv/raw_bytes_20260307_102823.csv,1,174.18792724609375
10,normal,10,3,1,45,15,60,3.000000,2026-03-07T10:28:45.910,2026-03-07T10:28:45.910,2026-03-07T10:28:46.951,1041.0,2026-03-07T10:28:56.951,2026-03-07T10:28:58.277,1326.0,2026-03-07T10:29:08.277,2026-03-07T10:29:08.277,2026-03-07T10:29:09.386,1109.0,2026-03-07T10:29:19.387,2026-03-07T10:30:09.388,2026-03-07T10:30:09.388,10.0,10.0,10.0,10.0,50.0,1,221.78257751464844,2026-03-07T10:29:44.388,archive/2026-03-07/standard_csv/raw_bytes_20260307_102946.csv,1,221.78257751464844
11,normal,11,3,1,60,20,80,3.000000,2026-03-07T10:30:09.388,2026-03-07T10:30:09.388,2026-03-07T10:30:10.362,974.0,2026-03-07T10:30:20.362,2026-03-07T10:30:21.468,1106.0,2026-03-07T10:30:31.468,2026-03-07T10:30:31.468,2026-03-07T10:30:32.680,1212.0,2026-03-07T10:30:42.680,2026-03-07T10:31:32.681,2026-03-07T10:31:32.681,10.0,10.0,10.0,10.0,50.0,1,134.8881378173828,2026-03-07T10:31:07.681,archive/2026-03-07/standard_csv/raw_bytes_20260307_103109.csv,1,134.8881378173828
12,normal,12,3,1,75,25,100,3.000000,2026-03-07T10:31:32.681,2026-03-07T10:31:32.681,2026-03-07T10:31:33.757,1076.0,2026-03-07T10:31:43.758,2026-03-07T10:31:44.654,896.0,2026-03-07T10:31:54.654,2026-03-07T10:31:54.654,2026-03-07T10:31:55.633,979.0,2026-03-07T10:32:05.634,2026-03-07T10:32:55.634,2026-03-07T10:32:55.634,10.0,10.0,10.0,10.0,50.0,1,183.49887084960938,2026-03-07T10:32:30.634,archive/2026-03-07/standard_csv/raw_bytes_20260307_103232.csv,1,183.49887084960938
13,normal,13,5,1,8,2,10,4.000000,2026-03-07T10:32:55.634,2026-03-07T10:32:55.634,2026-03-07T10:32:56.523,889.0,2026-03-07T10:33:06.523,2026-03-07T10:33:07.754,1231.0,2026-03-07T10:33:17.754,2026-03-07T10:33:17.754,2026-03-07T10:33:18.898,1144.0,2026-03-07T10:33:28.898,2026-03-07T10:34:18.898,2026-03-07T10:34:18.898,10.0,10.0,10.0,10.0,50.0,1,22.11396026611328,2026-03-07T10:33:53.899,archive/2026-03-07/standard_csv/raw_bytes_20260307_103356.csv,1,22.11396026611328
14,normal,14,5,1,25,5,30,5.000000,2026-03-07T10:34:18.899,2026-03-07T10:34:18.899,2026-03-07T10:34:19.896,997.0,2026-03-07T10:34:29.896,2026-03-07T10:34:30.731,835.0,2026-03-07T10:34:40.732,2026-03-07T10:34:40.732,2026-03-07T10:34:41.907,1175.0,2026-03-07T10:34:51.907,2026-03-07T10:35:41.908,2026-03-07T10:35:41.908,10.0,10.0,10.0,10.0,50.0,1,2.1744067668914795,2026-03-07T10:35:16.908,archive/2026-03-07/standard_csv/raw_bytes_20260307_103520.csv,1,2.1744067668914795
15,normal,15,5,1,38,8,45,4.750000,2026-03-07T10:35:41.908,2026-03-07T10:38:41.270,2026-03-07T10:38:41.908,638.0,2026-03-07T10:38:51.908,2026-03-07T10:38:53.898,1990.0,2026-03-07T10:39:03.899,2026-03-07T10:39:03.899,2026-03-07T10:39:04.911,1012.0,2026-03-07T10:39:14.912,2026-03-07T10:40:09.922,2026-03-07T10:40:09.922,10.0,10.0,10.0,10.0,50.0,1,,2026-03-07T10:39:39.912,,0,
16,normal,16,5,1,50,10,60,5.000000,2026-03-07T10:40:09.922,2026-03-07T10:40:09.922,2026-03-07T10:40:11.028,1106.0,2026-03-07T10:40:21.028,2026-03-07T10:40:22.019,991.0,2026-03-07T10:40:32.020,2026-03-07T10:40:32.020,2026-03-07T10:40:33.413,1393.0,2026-03-07T10:40:43.413,2026-03-07T10:41:52.428,2026-03-07T10:41:52.428,10.0,10.0,10.0,10.0,50.0,1,,2026-03-07T10:41:08.413,,0,
17,normal,17,5,1,67,13,80,5.153846,2026-03-07T10:41:52.429,2026-03-07T10:41:52.429,2026-03-07T10:41:55.253,2824.0,2026-03-07T10:42:05.253,2026-03-07T10:42:07.020,1767.0,2026-03-07T10:42:17.020,2026-03-07T10:42:17.020,2026-03-07T10:42:18.094,1074.0,2026-03-07T10:42:28.094,2026-03-07T10:43:37.106,2026-03-07T10:43:37.106,10.0,10.0,10.0,10.0,50.0,1,,2026-03-07T10:42:53.094,,0,
