segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-07T12:16:25.777,2026-03-07T12:16:25.777,2026-03-07T12:16:26.356,579.0,2026-03-07T12:16:36.356,2026-03-07T12:16:37.417,1061.0,2026-03-07T12:16:47.418,2026-03-07T12:16:47.418,2026-03-07T12:16:48.193,775.0,2026-03-07T12:16:58.194,2026-03-07T12:17:48.194,2026-03-07T12:17:48.194,10.0,10.0,10.0,10.0,50.0,1,31.045751571655273,2026-03-07T12:17:23.194,archive/2026-03-07/standard_csv/raw_bytes_20260307_121725.csv,1,31.045751571655273
2,normal,2,1,1,15,15,30,1.000000,2026-03-07T12:17:48.195,2026-03-07T12:17:48.195,2026-03-07T12:17:49.234,1039.0,2026-03-07T12:17:59.234,2026-03-07T12:18:00.196,962.0,2026-03-07T12:18:10.196,2026-03-07T12:18:10.196,2026-03-07T12:18:11.023,827.0,2026-03-07T12:18:21.023,2026-03-07T12:19:11.023,2026-03-07T12:19:11.024,10.0,10.0,10.0,10.0,50.0,1,77.25682067871094,2026-03-07T12:18:46.024,archive/2026-03-07/standard_csv/raw_bytes_20260307_121848.csv,1,77.25682067871094
3,normal,3,1,1,22,22,45,1.000000,2026-03-07T12:19:11.024,2026-03-07T12:19:11.024,2026-03-07T12:19:11.939,915.0,2026-03-07T12:19:21.940,2026-03-07T12:19:23.180,1240.0,2026-03-07T12:19:33.181,2026-03-07T12:19:33.181,2026-03-07T12:19:34.266,1085.0,2026-03-07T12:19:44.266,2026-03-07T12:20:34.266,2026-03-07T12:20:34.267,10.0,10.0,10.0,10.0,50.0,1,110.04663848876953,2026-03-07T12:20:09.267,archive/2026-03-07/standard_csv/raw_bytes_20260307_122011.csv,1,110.04663848876953
4,normal,4,1,1,30,30,60,1.000000,2026-03-07T12:20:34.267,2026-03-07T12:20:34.267,2026-03-07T12:20:35.387,1120.0,2026-03-07T12:20:45.387,2026-03-07T12:20:46.357,970.0,2026-03-07T12:20:56.358,2026-03-07T12:20:56.358,2026-03-07T12:20:57.669,1311.0,2026-03-07T12:21:07.669,2026-03-07T12:21:57.669,2026-03-07T12:21:57.669,10.0,10.0,10.0,10.0,50.0,1,147.55348205566406,2026-03-07T12:21:32.669,archive/2026-03-07/standard_csv/raw_bytes_20260307_122134.csv,1,147.55348205566406
5,normal,5,1,1,40,40,80,1.000000,2026-03-07T12:21:57.669,2026-03-07T12:21:57.669,2026-03-07T12:21:58.854,1185.0,2026-03-07T12:22:08.854,2026-03-07T12:22:09.709,855.0,2026-03-07T12:22:19.710,2026-03-07T12:22:19.710,2026-03-07T12:22:20.563,853.0,2026-03-07T12:22:30.563,2026-03-07T12:23:20.564,2026-03-07T12:23:20.564,10.0,10.0,10.0,10.0,50.0,1,193.86837768554688,2026-03-07T12:22:55.564,archive/2026-03-07/standard_csv/raw_bytes_20260307_122257.csv,1,193.86837768554688
6,normal,6,1,1,50,50,100,1.000000,2026-03-07T12:23:20.564,2026-03-07T12:23:20.564,2026-03-07T12:23:21.585,1020.9999999999999,2026-03-07T12:23:31.585,2026-03-07T12:23:32.537,952.0,2026-03-07T12:23:42.537,2026-03-07T12:23:42.537,2026-03-07T12:23:43.514,977.0,2026-03-07T12:23:53.514,2026-03-07T12:24:43.514,2026-03-07T12:24:43.515,10.0,10.0,10.0,10.0,50.0,1,237.61947631835938,2026-03-07T12:24:18.515,archive/2026-03-07/standard_csv/raw_bytes_20260307_122420.csv,1,237.61947631835938
7,normal,7,3,1,8,2,10,4.000000,2026-03-07T12:24:43.515,2026-03-07T12:24:43.515,2026-03-07T12:24:44.543,1028.0,2026-03-07T12:24:54.544,2026-03-07T12:24:57.959,3415.0,2026-03-07T12:25:07.959,2026-03-07T12:25:07.959,2026-03-07T12:25:08.855,896.0,2026-03-07T12:25:18.856,2026-03-07T12:26:08.856,2026-03-07T12:26:08.856,10.0,10.0,10.0,10.0,50.0,1,26.72750473022461,2026-03-07T12:25:43.856,archive/2026-03-07/standard_csv/raw_bytes_20260307_122546.csv,1,26.72750473022461
8,normal,8,3,1,22,8,30,2.750000,2026-03-07T12:26:08.857,2026-03-07T12:26:08.857,2026-03-07T12:26:09.943,1086.0,2026-03-07T12:26:19.944,2026-03-07T12:26:21.006,1062.0,2026-03-07T12:26:31.007,2026-03-07T12:26:31.007,2026-03-07T12:26:31.960,953.0,2026-03-07T12:26:41.960,2026-03-07T12:27:31.960,2026-03-07T12:27:31.960,10.0,10.0,10.0,10.0,50.0,1,86.81878662109375,2026-03-07T12:27:06.961,archive/2026-03-07/standard_csv/raw_bytes_20260307_122709.csv,1,86.81878662109375
9,normal,9,3,1,34,11,45,3.090909,2026-03-07T12:27:31.960,2026-03-07T12:27:31.960,2026-03-07T12:27:32.781,821.0,2026-03-07T12:27:42.781,2026-03-07T12:27:43.859,1078.0,2026-03-07T12:27:53.859,2026-03-07T12:27:53.859,2026-03-07T12:27:55.008,1149.0,2026-03-07T12:28:05.008,2026-03-07T12:28:55.008,2026-03-07T12:28:55.008,10.0,10.0,10.0,10.0,50.0,1,128.9538116455078,2026-03-07T12:28:30.008,archive/2026-03-07/standard_csv/raw_bytes_20260307_122832.csv,1,128.9538116455078
10,normal,10,3,1,45,15,60,3.000000,2026-03-07T12:28:55.008,2026-03-07T12:28:55.008,2026-03-07T12:28:55.837,829.0,2026-03-07T12:29:05.837,2026-03-07T12:29:06.682,845.0,2026-03-07T12:29:16.682,2026-03-07T12:29:16.682,2026-03-07T12:29:17.789,1107.0,2026-03-07T12:29:27.789,2026-03-07T12:30:17.789,2026-03-07T12:30:17.789,10.0,10.0,10.0,10.0,50.0,1,168.58737182617188,2026-03-07T12:29:52.790,archive/2026-03-07/standard_csv/raw_bytes_20260307_122954.csv,1,168.58737182617188
11,normal,11,3,1,60,20,80,3.000000,2026-03-07T12:30:17.789,2026-03-07T12:30:17.789,2026-03-07T12:30:18.578,789.0,2026-03-07T12:30:28.579,2026-03-07T12:30:30.047,1468.0,2026-03-07T12:30:40.047,2026-03-07T12:30:40.047,2026-03-07T12:30:41.461,1414.0,2026-03-07T12:30:51.461,2026-03-07T12:31:41.461,2026-03-07T12:31:41.461,10.0,10.0,10.0,10.0,50.0,1,220.68479919433594,2026-03-07T12:31:16.461,archive/2026-03-07/standard_csv/raw_bytes_20260307_123118.csv,1,220.68479919433594
12,normal,12,3,1,75,25,100,3.000000,2026-03-07T12:31:41.461,2026-03-07T12:31:41.461,2026-03-07T12:31:42.178,717.0,2026-03-07T12:31:52.178,2026-03-07T12:31:53.408,1230.0,2026-03-07T12:32:03.408,2026-03-07T12:32:03.408,2026-03-07T12:32:04.301,893.0,2026-03-07T12:32:14.301,2026-03-07T12:33:04.301,2026-03-07T12:33:04.301,10.0,10.0,10.0,10.0,50.0,1,287.1168518066406,2026-03-07T12:32:39.302,archive/2026-03-07/standard_csv/raw_bytes_20260307_123241.csv,1,287.1168518066406
13,normal,13,5,1,8,2,10,4.000000,2026-03-07T12:33:04.302,2026-03-07T12:33:04.302,2026-03-07T12:33:05.493,1191.0,2026-03-07T12:33:15.493,2026-03-07T12:33:17.187,1694.0,2026-03-07T12:33:27.187,2026-03-07T12:33:27.187,2026-03-07T12:33:29.049,1862.0,2026-03-07T12:33:39.049,2026-03-07T12:34:29.049,2026-03-07T12:34:29.049,10.0,10.0,10.0,10.0,50.0,1,26.775238037109375,2026-03-07T12:34:04.049,archive/2026-03-07/standard_csv/raw_bytes_20260307_123406.csv,1,26.775238037109375
14,normal,14,5,1,25,5,30,5.000000,2026-03-07T12:34:29.049,2026-03-07T12:34:29.049,2026-03-07T12:34:30.121,1072.0,2026-03-07T12:34:40.121,2026-03-07T12:34:40.933,812.0,2026-03-07T12:34:50.934,2026-03-07T12:34:50.934,2026-03-07T12:34:51.931,997.0,2026-03-07T12:35:01.932,2026-03-07T12:35:51.932,2026-03-07T12:35:51.932,10.0,10.0,10.0,10.0,50.0,1,91.04871368408203,2026-03-07T12:35:26.932,archive/2026-03-07/standard_csv/raw_bytes_20260307_123529.csv,1,91.04871368408203
