segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
11,60,20,3.000000,80,31.15,1.0,0.0,,,,,,220.68479919433594,1,master_time_fallback,,,2026-03-07 12:30:51.461,2026-03-07 12:31:41.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,75,25,3.000000,100,31.15,1.0,0.0,,,,,,287.1168518066406,1,master_time_fallback,,,2026-03-07 12:32:14.301,2026-03-07 12:33:04.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,2,4.000000,10,31.15,1.0,0.0,,,,,,26.775238037109375,1,master_time_fallback,,,2026-03-07 12:33:39.049,2026-03-07 12:34:29.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,25,5,5.000000,30,31.15,1.0,0.0,,,,,,91.04871368408203,1,master_time_fallback,,,2026-03-07 12:35:01.932,2026-03-07 12:35:51.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,38,8,4.750000,45,31.15,1.0,0.0,,,,,,135.78274536132812,1,master_time_fallback,,,2026-03-07 12:36:24.731,2026-03-07 12:37:14.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,50,10,5.000000,60,31.15,1.0,0.0,,,,,,173.7073211669922,1,master_time_fallback,,,2026-03-07 12:37:48.344,2026-03-07 12:38:38.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,67,13,5.153846,80,31.15,1.0,0.0,,,,,,241.66964721679688,1,master_time_fallback,,,2026-03-07 12:39:12.406,2026-03-07 12:40:02.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,83,17,4.882353,100,31.15,1.0,0.0,,,,,,277.81927490234375,1,master_time_fallback,,,2026-03-07 12:40:36.386,2026-03-07 12:41:26.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,9,1,9.000000,10,31.15,1.0,0.0,,,,,,29.743928909301758,1,master_time_fallback,,,2026-03-07 12:41:59.959,2026-03-07 12:42:49.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,26,4,6.500000,30,31.15,1.0,0.0,,,,,,92.657958984375,1,master_time_fallback,,,2026-03-07 12:43:23.863,2026-03-07 12:44:13.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,39,6,6.500000,45,31.15,1.0,0.0,,,,,,135.59254455566406,1,master_time_fallback,,,2026-03-07 12:44:47.822,2026-03-07 12:45:37.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,52,8,6.500000,60,31.15,1.0,0.0,,,,,,176.19589233398438,1,master_time_fallback,,,2026-03-07 12:46:12.439,2026-03-07 12:47:02.440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,70,10,7.000000,80,31.15,1.0,0.0,,,,,,245.83132934570312,1,master_time_fallback,,,2026-03-07 12:47:39.551,2026-03-07 12:48:29.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,88,12,7.333333,100,31.15,1.0,0.0,,,,,,284.5072021484375,1,master_time_fallback,,,2026-03-07 12:49:06.249,2026-03-07 12:49:56.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,10,0,inf,10,31.15,1.0,0.0,,,,,,32.99822235107422,1,master_time_fallback,,,2026-03-07 12:50:30.041,2026-03-07 12:51:20.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,30,0,inf,30,31.15,1.0,0.0,,,,,,94.8138198852539,1,master_time_fallback,,,2026-03-07 12:51:54.567,2026-03-07 12:52:44.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,45,0,inf,45,31.15,1.0,0.0,,,,,,140.43826293945312,1,master_time_fallback,,,2026-03-07 12:53:18.106,2026-03-07 12:54:08.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,60,0,inf,60,31.15,1.0,0.0,,,,,,184.85189819335938,1,master_time_fallback,,,2026-03-07 12:54:42.287,2026-03-07 12:55:32.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,80,0,inf,80,31.15,1.0,0.0,,,,,,240.3459014892578,1,master_time_fallback,,,2026-03-07 12:56:05.942,2026-03-07 12:56:55.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,100,0,inf,100,31.15,1.0,0.0,,,,,,314.3580322265625,1,master_time_fallback,,,2026-03-07 12:57:29.450,2026-03-07 12:58:19.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
