label,t_min,co2_ppm,t_air,rh,uBoil,uCO2,uLamp,uVent,lamp_kwh_step,heat_kwh_step,Pn_gross_ch2o,Pn_net_co2,resp_growth,resp_maint,parCan,fruit_growth_dm,profit,elec_cost,heat_cost,lamp_kwh_cum,heat_kwh_cum,energy_kwh_cum,Pn_cum_co2_mg_m2
default RB,2610.0,571.7235717773438,15.736466407775879,87.48726654052734,0.0025054465031097693,1.4688337455868633e-27,0.0,0.5774698134034048,0.0,8.142701135106751e-05,-6.637357995687471e-16,-0.09741301525266537,0.008156961446683073,0.05826100237365082,0.0,13.05309099551232,0.00031397842411139907,0.0,7.328431162750348e-06,0.0,3.1733883277143993,3.1733883277143993,40154.31036326747
default RB,2625.0,538.6017456054688,15.687882423400879,85.30743408203125,0.9188806923790238,1.3522545376496516e-25,0.0,0.4941443406689059,0.0,0.029863622502318273,-6.515010863534833e-16,-0.09540931901587642,0.007012141224312931,0.05803966609407092,0.0,10.157280552957673,-0.002437700683157891,0.0,0.0026877260506153106,0.0,3.2032519502167176,3.2032519502167176,40068.44197615318
default RB,2640.0,531.008056640625,16.662351608276367,83.43670654296875,0.9465819271490794,2.8571363471032385e-24,0.0,0.01731277180788451,0.0,0.030763912632345083,-6.445785459872206e-16,-0.09386660111475283,0.006162096154361607,0.05783785806743097,0.0,8.078091654955642,-0.002569906724805299,0.0,0.002768752057850361,0.0,3.2340158628490627,3.2340158628490627,39983.9620351499
default RB,2655.0,532.6171264648438,16.997432708740234,85.22835540771484,0.00223676209352607,5.750116566608997e-24,0.0,0.0005612120116439521,0.0,7.269476803959727e-05,-6.436846891631803e-16,-0.09261809098973611,0.005483072483941786,0.05766562484884476,0.0,6.480317065492272,0.00015297296790083725,0.0,6.542529095895589e-06,0.0,3.234088557617102,3.234088557617102,39900.605753259144
default RB,2670.0,528.48681640625,16.709510803222656,87.68487548828125,0.00010238237110067493,4.958093129099377e-24,0.0,0.015001020224005405,0.0,3.327427060771935e-06,-6.429090214669043e-16,-0.0915597529151355,0.004930945388196828,0.05749615781503543,0.0,5.18134215050668,0.00012724126142183825,0.0,2.9946843678771985e-07,0.0,3.2340918850441627,3.2340918850441627,39818.20197563552
default RB,2685.0,503.787353515625,15.646469116210938,88.34481811523438,0.0014498745108637461,7.253173462041242e-24,0.0,0.5843321750155976,0.0,4.7120921603071747e-05,-6.366044470129208e-16,-0.0905921492958199,0.004464483462576904,0.05730289001138419,0.0,4.100801299602608,9.670191834989685e-05,0.0,4.240882871090434e-06,0.0,3.2341390059657655,3.2341390059657655,39736.669041269284
default RB,2700.0,486.7431335449219,15.517520904541016,85.83940887451172,0.962893002817028,7.055095954817969e-23,0.0,0.8258077539817463,0.0,0.031294022591553415,-6.296377108841589e-16,-0.08971759441919597,0.004083248809659115,0.057087837258519056,0.0,3.1990789049013983,-0.002737715494209327,0.0,0.0028164620518684384,0.0,3.265433028557319,3.265433028557319,39655.923206292005
default RB,2715.0,482.2142028808594,16.33816909790039,83.49874114990234,0.9883852088701046,3.3905686423809136e-22,0.0,0.04483369262714408,0.0,0.032122519288278396,-4.1609105104167444e-16,-0.08897215829588498,0.003774930143123136,0.056887904031404056,0.0,2.4945098508615047,-0.0028296233920581068,0.0,0.0028910267114639282,0.0,3.2975555478455973,3.2975555478455973,39575.84826382571
default RB,2730.0,484.923583984375,16.59361457824707,84.87385559082031,0.04250670720309761,5.145525349371219e-22,0.0,0.0006290999592447314,0.0,0.0013814679841006726,-6.242172451519989e-16,-0.08831569622189173,0.003502934303777634,0.05671231210060574,0.0,1.9015214805258438,-7.752543236343907e-05,0.0,0.0001243321149609983,0.0,3.298937015829698,3.298937015829698,39496.36413722601
default RB,2745.0,486.2587585449219,16.188777923583984,87.13943481445312,0.00420447472004619,4.0091748288974017e-22,0.0,0.007864137175833919,0.0,0.0001366454284015012,-6.264619755290833e-16,-0.08770233785684832,0.0032613859901003384,0.05653566153610759,0.0,1.366959362043417,2.13501414987975e-05,0.0,1.2298088951501995e-05,0.0,3.2990736612580993,3.2990736612580993,39417.432033154844
default RB,2760.0,473.1119079589844,15.238852500915527,87.51756286621094,0.14947778474413614,3.545268052852282e-22,0.0,0.33979784796090207,0.0,0.004858028004184425,-6.243436712851256e-16,-0.08708231554723422,0.0030391579996606154,0.056335147049877875,0.0,0.8784470860264264,-0.00041559919321909546,0.0,0.0004372225061058998,0.0,3.3039316892622836,3.3039316892622836,39339.057949162336
default RB,2775.0,463.7890625,15.101418495178223,84.93460845947266,0.9990983892041131,1.1899355086508043e-21,0.0,0.5080892967594319,0.0,0.03247069764913368,-6.20658662791825e-16,-0.08648342741676693,0.0028509837442401514,0.056114988495984994,0.0,0.444627609627787,-0.0029114180249534545,0.0,0.0029223627045750615,0.0,3.336402386911417,3.336402386911417,39261.222864487245
default RB,2790.0,465.87628173828125,15.844199180603027,82.4443588256836,0.9997455735760202,2.808262705802086e-21,0.0,0.008787275084003331,0.0,0.032491731141220656,-6.18619463030503e-16,-0.08595718812689339,0.002698770699445286,0.055908402031032596,0.0,0.11297401209594682,-0.0029214748284722173,0.0,0.002924255727231502,0.0,3.368894118052638,3.368894118052638,39183.861395173044
default RB,2805.0,471.52447509765625,16.404315948486328,81.55757904052734,0.8076762676285089,2.31712219778251e-21,0.0,9.025104984879386e-05,0.0,0.02624947869792654,-6.189693114174083e-16,-0.08548589711815718,0.0025578149321883945,0.05572802302504692,0.0,-0.17108205398835707,-0.0023666642984909074,0.0,0.002362453047931194,0.0,3.3951435967505645,3.3951435967505645,39106.9240877667
