# Start @ 2025-09-10 12:00:36 test
time,update_type,device,on,brightness,apower,voltage,current
2025-09-10T13:26:00.063783,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:26:02.896458,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:27:00.216964,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:27:01.248796,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:28:00.068478,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:28:00.103466,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:28:20.993591,RpcUpdateType.STATUS,Blue,True,4.0,2.9,246.1,0.055
2025-09-10T13:28:22.056107,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.055
2025-09-10T13:28:22.133572,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:28:23.064296,RpcUpdateType.STATUS,Blue,True,4.0,2.4,246.1,0.0
2025-09-10T13:28:23.094266,RpcUpdateType.STATUS,Blue,True,4.0,2.4,246.1,0.038
2025-09-10T13:28:24.081100,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.038
2025-09-10T13:28:24.090746,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:28:33.325841,RpcUpdateType.STATUS,Blue,True,4.0,5.3,246.1,0.0
2025-09-10T13:28:33.331932,RpcUpdateType.STATUS,Blue,True,4.0,5.3,246.1,0.053
2025-09-10T13:28:50.785755,RpcUpdateType.STATUS,Blue,True,4.0,2.7,246.1,0.053
2025-09-10T13:28:51.813875,RpcUpdateType.STATUS,Blue,True,4.0,5.7,246.1,0.053
2025-09-10T13:29:00.062563,RpcUpdateType.STATUS,Blue,True,4.0,5.7,246.1,0.053
2025-09-10T13:29:00.080707,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:29:05.173218,RpcUpdateType.STATUS,Blue,True,4.0,3.3,246.1,0.053
2025-09-10T13:29:06.206251,RpcUpdateType.STATUS,Blue,True,4.0,4.8,246.1,0.053
2025-09-10T13:29:15.520569,RpcUpdateType.STATUS,Blue,True,4.0,1.0,246.1,0.053
2025-09-10T13:29:15.551609,RpcUpdateType.STATUS,Blue,True,4.0,1.0,246.1,0.022
2025-09-10T13:29:16.769005,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.022
2025-09-10T13:29:16.769177,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:29:29.857264,RpcUpdateType.STATUS,Blue,True,4.0,5.4,246.1,0.0
2025-09-10T13:29:30.000937,RpcUpdateType.STATUS,Blue,True,4.0,5.4,246.1,0.054
2025-09-10T13:29:43.217333,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.054
2025-09-10T13:29:43.228373,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.011
2025-09-10T13:29:45.274563,RpcUpdateType.STATUS,Blue,True,4.0,2.4,246.1,0.011
2025-09-10T13:29:45.285076,RpcUpdateType.STATUS,Blue,True,4.0,2.4,246.1,0.038
2025-09-10T13:29:46.295670,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.038
2025-09-10T13:29:46.394295,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:29:57.608269,RpcUpdateType.STATUS,Blue,True,4.0,1.7,246.1,0.0
2025-09-10T13:29:57.660343,RpcUpdateType.STATUS,Blue,True,4.0,1.7,246.1,0.021
2025-09-10T13:29:58.634627,RpcUpdateType.STATUS,Blue,True,4.0,5.8,246.1,0.021
2025-09-10T13:29:58.644126,RpcUpdateType.STATUS,Blue,True,4.0,5.8,246.1,0.055
2025-09-10T13:30:00.136881,RpcUpdateType.STATUS,Blue,True,4.0,5.8,246.1,0.055
2025-09-10T13:30:00.139420,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:30:11.989556,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:31:00.053610,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:31:00.073420,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:32:00.054123,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:32:00.071024,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:33:00.145983,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:33:00.147027,RpcUpdateType.STATUS,Blue,True,4.0,4.7,246.1,0.055
2025-09-10T13:33:37.540253,RpcUpdateType.STATUS,Blue,True,4.0,2.6,246.1,0.055
2025-09-10T13:33:39.602904,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.055
2025-09-10T13:33:39.612534,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:33:43.719537,RpcUpdateType.STATUS,Blue,True,4.0,3.3,246.1,0.0
2025-09-10T13:33:43.728844,RpcUpdateType.STATUS,Blue,True,4.0,3.3,246.1,0.038
2025-09-10T13:33:45.185742,RpcUpdateType.STATUS,Blue,True,4.0,5.6,246.1,0.038
2025-09-10T13:33:52.968232,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.038
2025-09-10T13:33:52.977355,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:34:00.066754,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:34:00.196019,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:34:07.359079,RpcUpdateType.STATUS,Blue,True,4.0,5.5,246.1,0.0
2025-09-10T13:34:09.262898,RpcUpdateType.STATUS,Blue,True,4.0,5.5,246.1,0.054
2025-09-10T13:34:20.723119,RpcUpdateType.STATUS,Blue,True,4.0,3.8,246.1,0.054
2025-09-10T13:34:21.740592,RpcUpdateType.STATUS,Blue,True,4.0,4.9,246.1,0.054
2025-09-10T13:34:29.976844,RpcUpdateType.STATUS,Blue,True,4.0,2.5,246.1,0.054
2025-09-10T13:34:29.996377,RpcUpdateType.STATUS,Blue,True,4.0,2.5,246.1,0.034
2025-09-10T13:34:30.999039,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.034
2025-09-10T13:34:31.011826,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:34:32.029812,RpcUpdateType.STATUS,Blue,True,4.0,2.4,246.1,0.0
2025-09-10T13:34:33.191451,RpcUpdateType.STATUS,Blue,True,4.0,2.4,246.1,0.038
2025-09-10T13:34:33.191624,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.038
2025-09-10T13:34:33.191690,RpcUpdateType.STATUS,Blue,True,4.0,0.0,246.1,0.0
2025-09-10T13:34:41.364538,RpcUpdateType.STATUS,Blue,True,6.0,0.0,246.1,0.0
2025-09-10T13:34:41.919891,RpcUpdateType.STATUS,Blue,True,5.0,0.0,246.1,0.0
2025-09-10T13:34:42.303731,RpcUpdateType.STATUS,Blue,True,5.0,4.2,246.1,0.0
2025-09-10T13:34:42.320749,RpcUpdateType.STATUS,Blue,True,5.0,4.2,246.1,0.041
2025-09-10T13:34:43.331580,RpcUpdateType.STATUS,Blue,True,5.0,6.3,246.1,0.041
2025-09-10T13:34:56.771697,RpcUpdateType.STATUS,Blue,True,5.0,3.9,246.1,0.041
2025-09-10T13:34:57.830003,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.041
2025-09-10T13:35:00.063973,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:35:00.106264,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.041
2025-09-10T13:35:06.959894,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:36:00.104251,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:36:00.104443,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:37:00.059141,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:37:00.101933,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:38:00.055303,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:38:00.208667,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:39:00.081700,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:39:00.107090,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:40:00.056862,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:40:00.093629,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:41:00.047836,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:41:00.094952,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:42:00.091223,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:42:00.094136,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:43:00.039667,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:43:00.128636,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:44:00.045595,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:44:00.086445,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:45:00.034788,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:45:00.088930,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:46:00.036206,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:46:00.082706,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:47:00.039179,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:47:00.079903,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:48:00.026038,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:48:00.074889,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:49:00.035236,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:49:00.076448,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:50:00.026855,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:50:00.070729,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:51:00.016281,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:51:00.072534,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:52:00.014176,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:52:00.071144,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:53:00.009530,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:53:00.063269,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:54:00.007105,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:54:00.071251,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:55:00.018922,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:55:00.155788,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:56:00.063199,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:56:00.124192,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:57:00.060269,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:57:00.213806,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:58:00.060569,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:58:00.097949,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T13:59:00.055589,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T13:59:00.098766,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:00:00.053638,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:00:00.159699,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:01:00.107742,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:01:00.107953,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:02:00.075105,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:02:00.087710,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:03:00.087042,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:03:00.114513,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:04:00.088359,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:04:00.102189,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:05:00.088348,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:05:00.102462,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:06:00.076878,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:06:00.106913,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:07:00.162364,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:07:00.162579,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:08:00.076803,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:08:00.095790,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:09:00.068324,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:09:00.094208,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:10:00.126681,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:10:00.126879,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:11:00.073911,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:11:00.087710,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:12:00.072373,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:12:00.085455,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:13:00.053416,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:13:00.087735,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:14:00.052405,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:14:00.080936,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:15:00.047585,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:15:00.081531,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:16:00.050670,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:16:00.076090,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:17:00.111557,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:17:00.111776,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:18:00.144138,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:18:00.145230,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:19:00.059979,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:19:00.123630,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:20:00.039962,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:20:00.068742,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:21:00.026936,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:21:00.068863,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:22:00.090797,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:22:00.100057,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:23:00.068502,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:23:00.068715,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:24:00.021897,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:24:00.063637,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:25:00.091098,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:25:00.091314,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:26:00.077227,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:26:00.102659,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:27:00.064155,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:27:00.101650,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:28:00.071411,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:28:00.210807,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:29:00.053076,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:29:00.098777,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:30:00.112349,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:30:00.112582,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:31:00.050809,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:31:00.090040,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:32:00.051492,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:32:00.162338,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:33:00.152314,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:33:00.152497,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:34:00.080264,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:34:00.102022,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:35:00.081067,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:35:00.100266,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:36:00.198908,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:36:00.199110,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:37:00.076921,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:37:00.101797,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:38:00.088442,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:38:00.108206,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:39:00.068548,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:39:00.174793,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:40:00.091563,RpcUpdateType.STATUS,Red,True,14.0,9.9,244.2,0.093
2025-09-10T14:40:00.103310,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:40:47.536455,RpcUpdateType.STATUS,Red,True,97.0,9.9,244.2,0.093
2025-09-10T14:40:48.065664,RpcUpdateType.STATUS,Red,True,97.0,12.4,244.2,0.093
2025-09-10T14:40:48.101428,RpcUpdateType.STATUS,Red,True,100.0,12.4,244.2,0.093
2025-09-10T14:40:49.104846,RpcUpdateType.STATUS,Red,True,100.0,26.5,244.2,0.093
2025-09-10T14:40:49.109342,RpcUpdateType.STATUS,Red,True,100.0,26.5,244.2,0.138
2025-09-10T14:40:50.174358,RpcUpdateType.STATUS,Red,True,100.0,44.5,244.2,0.138
2025-09-10T14:40:50.178865,RpcUpdateType.STATUS,Red,True,100.0,44.5,244.2,0.197
2025-09-10T14:40:52.705490,RpcUpdateType.STATUS,Red,True,100.0,63.0,244.2,0.197
2025-09-10T14:40:52.724305,RpcUpdateType.STATUS,Red,True,100.0,63.0,244.2,0.269
2025-09-10T14:40:52.724433,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.269
2025-09-10T14:40:52.724499,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:41:00.099637,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:41:00.100002,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:42:00.117931,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:42:00.118183,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:43:00.075034,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:43:00.117812,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:44:00.133210,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:44:00.133556,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:45:00.079433,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:45:00.081183,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:46:00.051637,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:46:00.083409,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:47:00.054286,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:47:00.077882,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:48:00.043567,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:48:00.080611,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:49:00.045574,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:49:00.081327,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:50:00.103483,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:50:00.103911,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:51:00.038393,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:51:00.073876,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:52:00.039661,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:52:00.072397,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:53:00.028596,RpcUpdateType.STATUS,Red,True,100.0,69.4,244.2,0.294
2025-09-10T14:53:00.074528,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:53:32.421231,RpcUpdateType.STATUS,Red,True,14.0,69.4,244.2,0.294
2025-09-10T14:53:33.755922,RpcUpdateType.STATUS,Red,True,14.0,61.7,244.2,0.294
2025-09-10T14:53:35.138354,RpcUpdateType.STATUS,Red,True,14.0,61.7,244.2,0.264
2025-09-10T14:53:35.145217,RpcUpdateType.STATUS,Red,True,14.0,43.8,244.2,0.264
2025-09-10T14:53:35.145312,RpcUpdateType.STATUS,Red,True,14.0,43.8,244.2,0.194
2025-09-10T14:53:35.825316,RpcUpdateType.STATUS,Red,True,14.0,12.5,244.2,0.194
2025-09-10T14:53:35.832376,RpcUpdateType.STATUS,Red,True,14.0,12.5,244.2,0.079
2025-09-10T14:53:36.817889,RpcUpdateType.STATUS,Red,True,14.0,11.2,244.2,0.079
2025-09-10T14:53:49.183187,RpcUpdateType.STATUS,Red,True,14.0,7.9,244.2,0.079
2025-09-10T14:53:50.191812,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T14:54:00.044578,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T14:54:00.086256,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:55:00.023179,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T14:55:00.070210,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:56:00.079617,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:56:00.112352,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T14:57:00.060956,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:57:00.106770,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T14:58:00.059320,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:58:00.109001,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T14:59:00.061957,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T14:59:00.101577,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T15:00:00.057179,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
2025-09-10T15:00:00.099048,RpcUpdateType.STATUS,Red,True,14.0,9.5,244.2,0.079
2025-09-10T15:01:00.053346,RpcUpdateType.STATUS,Blue,True,5.0,5.7,246.1,0.062
