R:B,PPFD,R_PWM,B_PWM，R_POWER,B_POWER，R_VOLTAGE,B_VOLTAGE，R_CURRENT,B_CURRENT
1:1,100,9,15,
1:1,200,17,33
1:1,300,26,51
1:1,400,34,68
1:1,500,43,87
3:1,52,4,6
3:1,100,13,6
3:1,200,26,14
3:1,300,39,21
3:1,400,54,28
3:1,500,68,42
3:1,600,82,44
5:1,100,12,9
5:1,200,30,10
5:1,300,43,14
5:1,400,59,19
5:1,500,73,26
5:1,600,89,31
7:1,200,20,5
7:1,300,45,10
7:1,400,55,12
7:1,500,77,18
7:1,600,91,20
r1,200,35,0
r1,400,71,0
r1,550,100,0
r1,53,9,0
