scenario,family,pn_int_mol_m2,pn_int_pct_vs_constant_mean_ppfd,energy_wh,energy_pct_vs_constant_mean_ppfd,ep_mmol_per_wh,ep_pct_vs_constant_mean_ppfd,note
observed_original,observed_exogenous,7.76417974255435,-3.4173621280679143,8255.430683977685,0.0,0.9404936023051148,-3.4173621280679147,measured ppfd + observed temp
observed_tempcopy_0914,observed_exogenous,7.639974308421076,-4.96241760905727,8255.430683977685,0.0,0.925448301958237,-4.962417609057282,11-09..11-14 temp copied from 11-02..11-07
dynamic_actual,full_replay,7.5432954828905725,-6.165055402837189,8255.430683977685,0.0,0.9137373653358584,-6.1650554028371936,"24h thermal replay, 09:00-01:00 evaluation"
constant_mean_ppfd,full_replay,8.038897998260929,0.0,8255.430683977685,0.0,0.9737708795572584,0.0,"24h thermal replay, 09:00-01:00 evaluation"
constant_450_ppfd,full_replay,9.396147550815636,16.883527479118705,13824.0,67.4534076923438,0.6796981735254367,-30.199373610918297,"24h thermal replay, 09:00-01:00 evaluation"
oracle_constant_max_pn,oracle_constant,9.415441829449964,17.123538966246695,12276.627014446181,48.70970981893069,0.7669404485752157,-21.240153646418516,best Pn int at 420 PPFD
oracle_constant_max_ep,oracle_constant,7.007015698391652,-12.836116344460468,5961.401117566567,-27.78812704300721,1.1753974544245904,20.705751126898043,best EP at 200 PPFD
