# 1:1-100-9:15_20250827_101811
id,timestamp,device_id,temperature,humidity,a1_raw,vcap_raw,sp_415,sp_445,sp_480,sp_515,sp_555,sp_590,sp_630,sp_680,sp_clear,sp_nir,spectral_gain,sleep_time
1,2025-08-27 10:18:11.495,L_6vSQ==,25.26,48.12,0.982,4.681,57.00,769.00,371.00,44.00,1310.00,71.00,48.00,50.00,717.00,1062.00,1,5
2,2025-08-27 10:18:11.506,T6ncwg==,24.34,53.36,1.062,4.583,56.00,750.00,341.00,45.00,1345.00,74.00,49.00,51.00,744.00,988.00,1,5
3,2025-08-27 10:18:11.831,T6ncwg==,24.39,53.31,1.059,4.582,57.00,750.00,341.00,45.00,1345.00,74.00,48.00,50.00,733.00,972.00,1,5
4,2025-08-27 10:18:14.420,L_6vSQ==,25.25,47.99,0.981,4.683,58.00,778.00,375.00,45.00,1333.00,72.00,49.00,51.00,734.00,1087.00,1,5
5,2025-08-27 10:18:17.448,T6ncwg==,24.34,53.29,1.059,4.579,57.00,754.00,343.00,45.00,1354.00,74.00,49.00,51.00,751.00,996.00,1,5
6,2025-08-27 10:18:20.039,L_6vSQ==,25.25,48.00,0.981,4.680,56.00,758.00,365.00,43.00,1282.00,69.00,47.00,49.00,699.00,1034.00,1,5
7,2025-08-27 10:18:23.069,T6ncwg==,24.34,53.18,1.059,4.578,55.00,742.00,337.00,44.00,1321.00,72.00,48.00,50.00,728.00,965.00,1,5
8,2025-08-27 10:18:25.661,L_6vSQ==,25.25,48.05,0.981,4.678,56.00,759.00,366.00,43.00,1284.00,69.00,47.00,49.00,700.00,1036.00,1,5
9,2025-08-27 10:18:28.694,T6ncwg==,24.34,53.35,1.067,4.578,56.00,742.00,337.00,44.00,1321.00,72.00,48.00,50.00,729.00,966.00,1,5
10,2025-08-27 10:18:31.285,L_6vSQ==,25.38,48.01,0.981,4.680,56.00,760.00,366.00,43.00,1285.00,69.00,47.00,49.00,701.00,1038.00,1,5
11,2025-08-27 10:18:34.319,T6ncwg==,24.34,53.33,1.067,4.579,56.00,742.00,337.00,44.00,1322.00,72.00,48.00,50.00,729.00,966.00,1,5
12,2025-08-27 10:18:36.912,L_6vSQ==,25.25,48.11,0.981,4.680,56.00,761.00,367.00,43.00,1289.00,69.00,47.00,49.00,706.00,1045.00,1,5
13,2025-08-27 10:18:39.946,T6ncwg==,24.35,53.32,1.055,4.579,56.00,748.00,340.00,45.00,1341.00,73.00,48.00,51.00,740.00,981.00,1,5
14,2025-08-27 10:18:42.540,L_6vSQ==,25.22,48.08,0.982,4.678,57.00,768.00,370.00,44.00,1307.00,70.00,48.00,50.00,719.00,1065.00,1,5
15,2025-08-27 10:18:45.467,T6ncwg==,24.34,53.40,1.055,4.578,58.00,761.00,346.00,46.00,1372.00,75.00,50.00,52.00,763.00,1012.00,1,5
16,2025-08-27 10:18:48.066,L_6vSQ==,25.25,48.24,0.981,4.678,58.00,778.00,375.00,45.00,1333.00,72.00,49.00,51.00,734.00,1087.00,1,5
17,2025-08-27 10:18:51.098,T6ncwg==,24.39,53.52,1.055,4.575,58.00,761.00,346.00,46.00,1372.00,75.00,50.00,52.00,763.00,1012.00,1,5
18,2025-08-27 10:18:53.694,L_6vSQ==,25.23,48.21,0.980,4.678,58.00,778.00,375.00,45.00,1333.00,72.00,49.00,51.00,734.00,1087.00,1,5
19,2025-08-27 10:18:56.727,T6ncwg==,24.34,53.48,1.058,4.575,58.00,761.00,346.00,46.00,1372.00,75.00,49.00,52.00,752.00,998.00,1,5
20,2025-08-27 10:18:59.322,L_6vSQ==,25.12,48.39,0.981,4.680,57.00,768.00,370.00,44.00,1309.00,71.00,48.00,50.00,712.00,1053.00,1,5
21,2025-08-27 10:19:02.355,T6ncwg==,24.39,53.49,1.061,4.578,56.00,747.00,340.00,45.00,1337.00,73.00,48.00,51.00,739.00,980.00,1,5
22,2025-08-27 10:19:04.896,L_6vSQ==,25.06,48.23,0.982,4.683,57.00,765.00,369.00,44.00,1299.00,70.00,48.00,50.00,711.00,1051.00,1,5
