# 3:1-500-68:37_20250826_175703
id,timestamp,device_id,temperature,humidity,a1_raw,vcap_raw,sp_415,sp_445,sp_480,sp_515,sp_555,sp_590,sp_630,sp_680,sp_clear,sp_nir,spectral_gain,sleep_time
1,2025-08-26 17:57:03.320,T6ncwg==,27.57,54.60,1.721,4.597,267.00,1798.00,854.00,217.00,6681.00,473.00,271.00,297.00,4926.00,7313.00,1,5
2,2025-08-26 17:57:03.332,L_6vSQ==,27.50,52.46,1.656,4.698,274.00,1829.00,908.00,210.00,6438.00,447.00,268.00,289.00,4700.00,7774.00,1,5
3,2025-08-26 17:57:03.662,T6ncwg==,27.53,54.67,1.721,4.590,267.00,1798.00,854.00,217.00,6681.00,473.00,271.00,297.00,4926.00,7313.00,1,5
4,2025-08-26 17:57:06.159,L_6vSQ==,27.36,52.63,1.627,4.696,274.00,1829.00,908.00,210.00,6441.00,447.00,268.00,289.00,4700.00,7773.00,1,5
5,2025-08-26 17:57:09.296,T6ncwg==,27.58,54.75,1.698,4.590,267.00,1798.00,854.00,217.00,6679.00,473.00,271.00,297.00,4928.00,7313.00,1,5
6,2025-08-26 17:57:11.791,L_6vSQ==,27.37,52.60,1.656,4.698,274.00,1829.00,908.00,210.00,6440.00,447.00,268.00,289.00,4700.00,7773.00,1,5
7,2025-08-26 17:57:14.930,T6ncwg==,27.57,54.71,1.699,4.593,267.00,1798.00,854.00,217.00,6683.00,473.00,271.00,297.00,4929.00,7313.00,1,5
8,2025-08-26 17:57:17.423,L_6vSQ==,27.25,52.48,1.656,4.698,274.00,1829.00,908.00,210.00,6442.00,447.00,268.00,289.00,4702.00,7773.00,1,5
9,2025-08-26 17:57:20.561,T6ncwg==,27.57,54.80,1.699,4.593,267.00,1798.00,854.00,217.00,6680.00,473.00,271.00,297.00,4928.00,7311.00,1,5
10,2025-08-26 17:57:23.056,L_6vSQ==,27.25,52.82,1.682,4.698,274.00,1829.00,908.00,210.00,6442.00,447.00,268.00,289.00,4702.00,7773.00,1,5
11,2025-08-26 17:57:26.190,T6ncwg==,27.57,54.66,1.703,4.597,267.00,1798.00,854.00,217.00,6684.00,473.00,271.00,297.00,4929.00,7308.00,1,5
12,2025-08-26 17:57:28.682,L_6vSQ==,27.37,52.76,1.682,4.698,274.00,1829.00,908.00,210.00,6441.00,447.00,268.00,289.00,4703.00,7773.00,1,5
13,2025-08-26 17:57:31.811,T6ncwg==,27.57,54.75,1.695,4.591,267.00,1798.00,854.00,217.00,6683.00,473.00,271.00,297.00,4930.00,7312.00,1,5
