segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
1,10,0,inf,10,27.741,1.0,1727.6,0.28363047001620745,0.14795091456355638,0.01574438527436907,0.01574438527436907,0.07296137339055793,38.46965026855469,10,marker,1,2026-03-06 16:36:25.007,2026-03-06 16:36:45.007,2026-03-06 16:38:25.007,33.7,490.0,255.6,22.9,837.9,33.1,27.2,27.2,352.0,427.5
2,20,0,inf,20,28.332,1.0,6442.5,0.021885913853317812,0.02083042297244858,0.03383779588668995,0.03570042685292976,1.627906976744186,75.53511810302734,10,marker,2,2026-03-06 17:01:31.192,2026-03-06 17:01:51.192,2026-03-06 17:03:31.192,180.0,141.0,134.2,139.4,5045.3,354.6,218.0,230.0,4083.3,5568.3
3,30,0,inf,30,28.284444444444443,1.0,5051.111111111111,0.17820061592608885,0.10142982842058954,0.022855257369115704,0.023537175538935327,0.1659062303335431,113.1067403157552,9,marker,3,2026-03-06 17:22:22.865,2026-03-06 17:22:42.865,2026-03-06 17:24:22.865,113.33333333333333,900.1111111111111,512.3333333333334,84.44444444444444,3038.3333333333335,168.22222222222223,115.44444444444444,118.88888888888889,1883.3333333333333,2459.3333333333335
4,40,0,inf,40,28.346999999999998,1.0,5553.5,0.16341046187089223,0.09421085801746647,0.02384082110380841,0.024615107589808227,0.18808974627804573,151.4550526936849,10,marker,4,2026-03-06 17:25:01.969,2026-03-06 17:25:21.969,2026-03-06 17:27:01.969,127.6,907.5,523.2,95.9,3433.5,196.7,132.4,136.7,2202.1,2901.0
5,50,0,inf,50,28.366999999999997,1.0,5998.0,0.15816938979659886,0.0916805601867289,0.024258086028676226,0.025025008336112035,0.1972507673828907,186.9402821858724,10,marker,5,2026-03-06 17:27:51.680,2026-03-06 17:28:11.680,2026-03-06 17:29:51.680,138.8,948.7,549.9,104.3,3744.2,216.5,145.5,150.1,2420.5,3223.8
6,60,0,inf,60,28.338,1.0,1595.7,0.3068245910885505,0.16011781663219904,0.014037726389672243,0.013724384282759915,0.05945510669708763,226.32689412434897,10,marker,6,2026-03-06 17:30:30.748,2026-03-06 17:30:50.748,2026-03-06 17:32:30.748,29.7,489.6,255.5,20.3,730.9,25.4,22.4,21.9,255.8,316.5
7,70,0,inf,70,27.901,1.0,4174.5,0.21789435860582107,0.12240986944544256,0.019930530602467363,0.020313810037130193,0.11825989018724484,260.7522481282552,10,marker,7,2026-03-06 17:44:07.538,2026-03-06 17:44:27.538,2026-03-06 17:46:07.538,87.7,909.6,511.0,64.9,2317.6,115.7,83.2,84.8,1283.8,1621.6
8,80,0,inf,80,27.872,1.0,4633.1,0.2089098012130107,0.1176965746476441,0.020634132654162435,0.02104422524875353,0.12761036214644464,303.44530232747394,10,marker,8,2026-03-06 17:46:46.627,2026-03-06 17:47:06.627,2026-03-06 17:48:46.627,98.9,967.9,545.3,73.3,2620.2,134.4,95.6,97.5,1493.2,1900.8
9,90,0,inf,90,27.832,1.0,5085.5,0.20485694621964406,0.11558352177760298,0.02090256611935896,0.021354832366532298,0.13187285223367698,338.69652303059894,10,marker,9,2026-03-06 17:49:25.773,2026-03-06 17:49:45.773,2026-03-06 17:51:25.773,109.3,1041.8,587.8,81.0,2900.4,150.3,106.3,108.6,1671.2,2141.8
10,100,0,inf,100,27.899,1.0,5537.3,0.198508298268109,0.11229299478084986,0.021346143427302115,0.02186986437433406,0.13904706565950029,365.95738728841144,10,marker,10,2026-03-06 17:52:15.454,2026-03-06 17:52:35.454,2026-03-06 17:54:15.454,119.9,1099.2,621.8,89.4,3198.8,168.9,118.2,121.1,1873.2,2424.4
11,8,2,4.000000,10,27.955000000000002,1.0,5988.4,0.19322356556008283,0.10941152895598158,0.021742034600227104,0.022343196847237998,0.14567124648237048,31.541879653930664,10,marker,11,2026-03-06 17:54:54.534,2026-03-06 17:55:14.534,2026-03-06 17:56:54.534,131.1,1157.1,655.2,97.8,3496.1,187.1,130.2,133.8,2074.5,2706.4
12,16,4,4.000000,20,27.956,1.0,1858.7,0.33286705762091784,0.17899607252380695,0.01199763275407543,0.011352020229192447,0.045616985495059915,73.21650695800781,10,marker,12,2026-03-06 17:57:33.692,2026-03-06 17:57:53.692,2026-03-06 17:59:33.692,32.1,618.7,332.7,22.2,787.0,22.6,22.3,21.1,199.9,243.6
13,24,6,4.000000,30,27.607,1.0,3695.6,0.265071977486741,0.14660677562506763,0.016641411408161055,0.01666847061370278,0.08091231760220849,106.49144236246745,10,marker,13,2026-03-06 18:08:31.168,2026-03-06 18:08:51.168,2026-03-06 18:10:31.168,71.6,979.6,541.8,51.6,1849.3,78.6,61.5,61.6,835.0,1030.6
14,32,8,4.000000,40,27.582,1.0,4150.3,0.25776449895188297,0.14266438570705733,0.017179481001373394,0.017203575645134087,0.08586557554606172,139.81815083821616,10,marker,14,2026-03-06 18:11:10.308,2026-03-06 18:11:30.308,2026-03-06 18:13:10.308,81.4,1069.8,592.1,59.3,2112.6,92.4,71.3,71.4,991.1,1230.1
