ID,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,x_mm,y_mm,z_mm,PPFD_spec_mean,segment_id,pwm_r,pwm_b,rb_ratio_pwm,ppfd_red_mean,ppfd_blue_mean,row_count,start_timestamp,end_timestamp,device_id,update_type,temperature_mean,humidity_mean,a1_raw_mean,vcap_raw_mean,co2_ppm_mean,sp_clear_mean,sp_nir_mean,spectral_gain_mean,sleep_time_mean,spec_sum,spec_per_ppfd,clean_status,clean_reason,x_cm,y_cm,z_cm
9_p9_TR_x9.5_y7_v3_resume__govee-24,5,107.75,194,23,180,5,8,6,,,,9.93320337931315,24,0,70,0.000000,0,9.9332033793,4,2026-04-28 00:02:21.597,2026-04-28 00:03:51.493,T6ncwg==,COMPACT,26.7325,45.895,0.4275,4.09075,-1,9,10,1,30,528.75,53.230562167,keep,,9.5,7.0,10.0
9_p9_TR_x9.5_y7_v3_resume__govee-25,7,141.3333333333,258,31,238.3333333333,7,11,8,,,,13.201510747273764,25,0,90,0.000000,0,13.2015107473,3,2026-04-28 00:05:21.514,2026-04-28 00:06:21.516,T6ncwg==,COMPACT,26.7033333333,45.95,0.4793333333,4.0766666667,-1,12,13,1,30,701.6666666666,53.1504825545,keep,,9.5,7.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-02,2.25,2,2,2,56.25,6,1,12,,,,7.9255655606587725,2,30,0,inf,7.9255655607,0,4,2026-04-28 11:55:42.095,2026-04-28 11:57:12.118,T6ncwg==,COMPACT,27.1225,47.0825,0.24775,4.59125,-1,92.25,12.25,1,30,83.5,10.535525744,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-03,3,3,3,4,102,11,3,22,,,,14.479252815246582,3,50,0,inf,14.4792528152,0,3,2026-04-28 11:58:42.155,2026-04-28 11:59:42.069,T6ncwg==,COMPACT,26.99,46.4633333333,0.2823333333,4.5696666667,-1,167,23,1,30,151,10.4287149293,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-04,5,5,5,5,145,16,4,31.3333333333,,,,20.6855411529541,4,70,0,inf,20.685541153,0,3,2026-04-28 12:01:42.087,2026-04-28 12:02:42.055,T6ncwg==,COMPACT,27.01,45.9333333333,0.3433333333,4.548,-1,238.3333333333,33,1,30,216.3333333333,10.4581906624,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-05,7.25,6,7,7,188,21,5.25,40.25,,,,26.87771479288737,5,90,0,inf,26.8777147929,0,4,2026-04-28 12:04:11.992,2026-04-28 12:05:42.011,T6ncwg==,COMPACT,26.9375,45.5825,0.38725,4.54275,-1,308.5,43.25,1,30,281.75,10.4826620184,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-07,1,2.75,4,2,47,5,1,10,,,,6.6341753005981445,7,24,6,4.000000,5.3073402405,1.3268350601,4,2026-04-28 12:10:11.893,2026-04-28 12:11:41.838,T6ncwg==,COMPACT,26.7075,45.1675,0.22575,4.5245,-1,73,9,1,30,72.75,10.9659447789,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-08,3,6,8,4,87,9,2,19,,,,12.364112854003906,8,40,10,4.000000,9.8912902832,2.4728225708,3,2026-04-28 12:13:11.759,2026-04-28 12:14:11.815,T6ncwg==,COMPACT,26.6533333333,45.02,0.2626666667,4.4986666667,-1,134,17,1,30,138,11.1613345518,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-09,4,9,13,5,126,13,4,27,,,,18.165877024332683,9,56,14,4.000000,14.5327016195,3.6331754049,3,2026-04-28 12:16:11.745,2026-04-28 12:17:11.753,T6ncwg==,COMPACT,26.46,44.8833333333,0.326,4.4896666667,-1,193.3333333333,26,1,30,201,11.0647011279,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-10,6,13.5,21,8,167,17,5,34.25,,,,24.26226743062337,10,72,18,4.000000,19.4098139445,4.8524534861,4,2026-04-28 12:18:41.747,2026-04-28 12:20:11.702,T6ncwg==,COMPACT,26.4075,44.8625,0.37225,4.469,-1,250.75,34,1,30,271.75,11.2005195218,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-12,1.3333333333,5,8,2,38,4,1,7,,,,5.6442975997924805,12,18,12,1.500000,3.3865785599,2.2577190399,3,2026-04-28 12:24:41.541,2026-04-28 12:25:41.552,T6ncwg==,COMPACT,26.2966666667,44.7766666667,0.203,4.4533333333,-1,51,7,1,30,66.3333333333,11.7522742486,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-13,2,13,21,4,77,7,2.3333333333,14,,,,11.608318010965982,13,30,20,1.500000,6.9649908066,4.6433272044,3,2026-04-28 12:27:11.556,2026-04-28 12:28:11.463,T6ncwg==,COMPACT,26.26,44.7833333333,0.25,4.4273333333,-1,97,13,1,30,140.3333333333,12.089032468,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-14,4,21,36,7,116.25,10,4,21,,,,17.855573654174805,14,42,28,1.500000,10.7133441925,7.1422294617,4,2026-04-28 12:30:11.438,2026-04-28 12:31:41.468,T6ncwg==,COMPACT,26.1625,44.7725,0.31975,4.41275,-1,142,20,1,30,219.25,12.2790790286,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-15,5,29,51,10,156.3333333333,14,5,27,,,,24.148343404134113,15,54,36,1.500000,14.4890060425,9.6593373617,3,2026-04-28 12:33:11.450,2026-04-28 12:34:11.448,T6ncwg==,COMPACT,26.0266666667,44.7266666667,0.371,4.4016666667,-1,186.3333333333,27,1,30,297.3333333333,12.3127838774,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-17,1,4,7,2,41,4,1,8.3333333333,,,,6.003899097442627,17,20,10,2.000000,4.0025993983,2.0012996991,3,2026-04-28 12:39:11.321,2026-04-28 12:40:11.263,T6ncwg==,COMPACT,25.93,44.8333333333,0.2143333333,4.3806666667,-1,59,7,1,30,68.3333333333,11.3814926307,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-18,2,10,16,4,79,8,2,16,,,,11.686380704243978,18,33,17,1.941176,7.7130112648,3.9733694394,4,2026-04-28 12:41:41.302,2026-04-28 12:43:11.180,T6ncwg==,COMPACT,25.835,44.8575,0.2575,4.369,-1,109,14,1,30,137,11.7230478338,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-19,4,17,28,7,121,12,4,23,,,,18.153844833374023,19,47,23,2.043478,12.1890101024,5.964834731,3,2026-04-28 12:44:41.177,2026-04-28 12:45:41.209,T6ncwg==,COMPACT,25.85,44.84,0.329,4.3523333333,-1,161.6666666667,22,1,30,216,11.8983059502,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-20,5,24,40,9,159.3333333333,15,5,29.3333333333,,,,24.07187334696452,20,60,30,2.000000,16.0479155646,8.0239577823,3,2026-04-28 12:47:41.110,2026-04-28 12:48:41.124,T6ncwg==,COMPACT,25.73,44.8833333333,0.3766666667,4.3356666667,-1,208,29,1,30,286.6666666666,11.9087809467,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-23,2,17,30,5,75,6,2,12,,,,11.815338770548502,23,25,25,1.000000,5.9076693853,5.9076693853,3,2026-04-28 12:56:11.010,2026-04-28 12:57:10.995,T6ncwg==,COMPACT,25.5633333333,44.9833333333,0.2533333333,4.3053333333,-1,79,11,1,30,149,12.6107260142,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-24,3,27,47,8,112.25,9,4.25,17.5,,,,17.709129969278973,24,35,35,1.000000,8.8545649846,8.8545649846,4,2026-04-28 12:58:40.911,2026-04-28 13:00:10.941,T6ncwg==,COMPACT,25.5925,44.9725,0.3195,4.2925,-1,116.5,17,1,30,228,12.8747149293,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-25,5,37,66,11,151.6666666667,12,5,23,,,,24.21506945292155,25,45,45,1.000000,12.1075347265,12.1075347265,3,2026-04-28 13:01:40.801,2026-04-28 13:02:40.875,T6ncwg==,COMPACT,25.58,45.0533333333,0.3753333333,4.286,-1,154.6666666667,23,1,30,310.6666666667,12.8294765898,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-28,2,24,43,6,68,4,2,8,,,,11.506205558776855,28,17,33,0.515152,3.91210989,7.5940956688,3,2026-04-28 13:10:10.679,2026-04-28 13:11:10.701,T6ncwg==,COMPACT,25.47,45.15,0.2473333333,4.2743333333,-1,48,8,1,30,157,13.6448109846,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-29,3,38,68,9,106,7,4,12,,,,17.778806686401367,29,23,47,0.489362,5.8416079112,11.9371987752,3,2026-04-28 13:13:10.603,2026-04-28 13:14:10.559,T6ncwg==,COMPACT,25.45,45.17,0.318,4.2576666667,-1,73,12,1,30,247,13.8929459303,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-30,4,49.3333333333,89,13,139.6666666667,9,5.3333333333,16,,,,23.53054428100586,30,30,60,0.500000,7.8435147603,15.6870295207,3,2026-04-28 13:16:10.595,2026-04-28 13:17:10.607,T6ncwg==,COMPACT,25.3966666667,45.21,0.3683333333,4.2236666667,-1,98,17,1,30,325.3333333333,13.8260011944,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-33,2,21,38,5,70.75,5,2,9,,,,11.595394770304361,33,20,30,0.666667,4.6381579081,6.9572368622,4,2026-04-28 13:24:10.389,2026-04-28 13:25:40.379,T6ncwg==,COMPACT,25.36,45.295,0.25125,4.201,-1,60,9,1,30,152.75,13.1733332953,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-34,3,33.3333333333,59,9,108,8,4,14,,,,17.821120580037434,34,28,42,0.666667,7.128448232,10.692672348,3,2026-04-28 13:27:10.380,2026-04-28 13:28:10.343,T6ncwg==,COMPACT,25.2666666667,45.3433333333,0.32,4.1946666667,-1,90,14,1,30,238.3333333333,13.3736446181,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-35,4,44.3333333333,79,12,144.6666666667,10,5,19,,,,23.899995803833008,35,36,54,0.666667,9.5599983215,14.3399974823,3,2026-04-28 13:30:10.304,2026-04-28 13:31:10.325,T6ncwg==,COMPACT,25.4066666667,45.4633333333,0.3713333333,4.182,-1,121,19,1,30,318,13.3054416666,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-38,2,31,55,7,65,3,2,5,,,,11.413640975952148,38,10,40,0.250000,2.2827281952,9.1309127808,3,2026-04-28 13:38:40.105,2026-04-28 13:39:40.051,T6ncwg==,COMPACT,25.24,45.4233333333,0.2486666667,4.1643333333,-1,23,5,1,30,170,14.8944583379,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-39,3,45.6666666667,82,10,99,5,4,7,,,,17.38370641072591,39,14,56,0.250000,3.4767412821,13.9069651286,3,2026-04-28 13:41:40.037,2026-04-28 13:42:40.077,T6ncwg==,COMPACT,25.2766666667,45.4933333333,0.3146666667,4.143,-1,39,9,1,30,255.6666666667,14.7072586608,keep,,-9.5,0.0,10.0
825_grid9_p4_L_xneg9.5_y0__govee-40,4,60,109,14,133,6,5,10,,,,23.41810925801595,40,18,72,0.250000,4.6836218516,18.7344874064,4,2026-04-28 13:44:09.994,2026-04-28 13:45:39.950,T6ncwg==,COMPACT,25.195,45.5175,0.36475,4.13125,-1,55,12,1,30,341,14.5613805215,keep,,-9.5,0.0,10.0
d9_p4_L_xneg9.5_y0_resume__govee-01,1,18.6666666667,35,4,33,1,1.3333333333,1,,,,6.218158562978108,1,0,30,0.000000,0,6.218158563,3,2026-04-28 14:09:09.585,2026-04-28 14:10:09.464,T6ncwg==,COMPACT,25.68,45.8033333333,0.2093333333,4.1143333333,-1,1,2,1,30,95,15.2778349149,keep,,-9.5,0.0,10.0
d9_p4_L_xneg9.5_y0_resume__govee-02,2,37,69,8,66,2,3,2,,,,12.2877410252889,2,0,50,0.000000,0,12.2877410253,3,2026-04-28 14:12:09.415,2026-04-28 14:13:09.443,T6ncwg==,COMPACT,25.7266666667,45.7833333333,0.2463333333,4.0853333333,-1,3,3,1,30,189,15.3811835398,keep,,-9.5,0.0,10.0
d9_p4_L_xneg9.5_y0_resume__govee-03,2,55,102,12,97,3,4.25,3,,,,18.180395126342773,3,0,70,0.000000,0,18.1803951263,4,2026-04-28 14:14:39.370,2026-04-28 14:16:09.436,T6ncwg==,COMPACT,25.7925,45.7,0.312,4.08875,-1,5,5,1,30,278.25,15.3049478884,keep,,-9.5,0.0,10.0
d9_p4_L_xneg9.5_y0_resume__govee-04,3,73,137,17,129,4,6,4,,,,24.358344395955402,4,0,90,0.000000,0,24.358344396,3,2026-04-28 14:17:39.312,2026-04-28 14:18:39.372,T6ncwg==,COMPACT,25.8066666667,45.6566666667,0.362,4.0646666667,-1,6,7,1,30,373,15.313027599,keep,,-9.5,0.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-02,3.25,3,3,4,95.5,11,3,21,,,,7.474711100260417,2,30,0,inf,7.4747111003,0,4,2026-04-28 15:10:38.300,2026-04-28 15:12:08.331,T6ncwg==,COMPACT,27.1925,44.7375,0.277,4.08775,-1,164,24,1,30,143.75,19.2315125055,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-03,7,6,6,7,174,20,5,39,,,,13.687877337137857,3,50,0,inf,13.6878773371,0,3,2026-04-28 15:13:38.216,2026-04-28 15:14:38.203,T6ncwg==,COMPACT,27.2066666667,44.5466666667,0.3826666667,4.0863333333,-1,299,43,1,30,264,19.2871395248,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-04,10,9,9,10,248.3333333333,28,8,55,,,,19.57975133260091,4,70,0,inf,19.5797513326,0,3,2026-04-28 15:16:38.221,2026-04-28 15:17:38.199,T6ncwg==,COMPACT,27.1433333333,44.3433333333,0.4473333333,4.0683333333,-1,427.3333333333,62,1,30,377.3333333333,19.2716100896,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-05,13,11,12,13,322.25,37,10,70.75,,,,25.473081588745117,5,90,0,inf,25.4730815887,0,4,2026-04-28 15:19:08.186,2026-04-28 15:20:38.175,T6ncwg==,COMPACT,27.07,44.205,0.50175,4.0655,-1,553.25,81.25,1,30,489,19.196735122,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-07,3,5,7,3,81,9,2,18,,,,6.335877418518066,7,24,6,4.000000,5.0687019348,1.2671754837,3,2026-04-28 15:25:08.064,2026-04-28 15:26:07.976,T6ncwg==,COMPACT,26.97,44.1066666667,0.2533333333,4.0346666667,-1,132.3333333333,17.3333333333,1,30,128,20.2024110545,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-08,6,11,16,7,151,16,5,34,,,,11.853806177775065,8,40,10,4.000000,9.4830449422,2.3707612356,3,2026-04-28 15:27:37.955,2026-04-28 15:28:37.988,T6ncwg==,COMPACT,26.8833333333,44.0266666667,0.3643333333,4.035,-1,242.6666666667,33,1,30,246,20.7528279365,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-09,8,17,26,10,219.6666666667,24,7,48,,,,17.377753575642902,9,56,14,4.000000,13.9022028605,3.4755507151,3,2026-04-28 15:30:37.969,2026-04-28 15:31:37.963,T6ncwg==,COMPACT,26.8666666667,44.21,0.4353333333,4.0116666667,-1,350.3333333333,48,1,30,359.6666666667,20.6969597711,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-10,11,26,41,14,291,31,9,61.5,,,,23.19976234436035,10,72,18,4.000000,18.5598098755,4.6399524689,4,2026-04-28 15:33:07.884,2026-04-28 15:34:37.896,T6ncwg==,COMPACT,26.68,44.1675,0.487,4.01025,-1,453.5,64,1,30,484.5,20.883834619,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-12,2,10,16,4,67,6,2,13.6666666667,,,,5.4262153307596845,12,18,12,1.500000,3.2557291985,2.1704861323,3,2026-04-28 15:39:07.770,2026-04-28 15:40:07.760,T6ncwg==,COMPACT,26.5466666667,44.3266666667,0.2373333333,3.9943333333,-1,93,12,1,30,120.6666666667,22.2377217474,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-13,5.3333333333,25,42,8,136.3333333333,13,4,26,,,,11.205366770426432,13,30,20,1.500000,6.7232200623,4.4821467082,3,2026-04-28 15:41:37.710,2026-04-28 15:42:37.744,T6ncwg==,COMPACT,26.51,44.3433333333,0.356,3.9833333333,-1,176,24,1,30,259.6666666666,23.1734196646,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-14,7,40.3333333333,70,14,207.6666666667,19,7,38,,,,17.20751444498698,14,42,28,1.500000,10.324508667,6.883005778,3,2026-04-28 15:44:37.696,2026-04-28 15:45:37.620,T6ncwg==,COMPACT,26.4133333333,44.4033333333,0.436,3.9656666667,-1,258.6666666667,37,1,30,403,23.4200006798,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-15,10,57,99,19,278.75,25,10,48.5,,,,23.21893246968587,15,54,36,1.500000,13.9313594818,9.2875729879,4,2026-04-28 15:47:07.634,2026-04-28 15:48:37.566,T6ncwg==,COMPACT,26.2625,44.4575,0.49025,3.96,-1,339.25,50,1,30,547.25,23.5691283703,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-17,2,8,13.25,4,73,7,2,16,,,,5.809550921122233,17,20,10,2.000000,3.8730339474,1.9365169737,4,2026-04-28 15:52:37.492,2026-04-28 15:54:07.514,T6ncwg==,COMPACT,26.1925,44.6975,0.2475,3.9485,-1,107.75,14,1,30,125.25,21.5593256175,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-18,5,19,31,8,140,14,4,29,,,,11.264119148254395,18,33,17,1.941176,7.4343186378,3.8298005104,3,2026-04-28 15:55:37.410,2026-04-28 15:56:37.438,T6ncwg==,COMPACT,26.06,44.7133333333,0.356,3.93,-1,199,26,1,30,250,22.1943675053,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-19,8.25,33,55,13,214.75,21,7,42.5,,,,17.499130249023438,19,47,23,2.043478,11.7494160243,5.7497142247,4,2026-04-28 15:58:07.345,2026-04-28 15:59:37.375,T6ncwg==,COMPACT,26.0625,44.7775,0.44425,3.927,-1,294.75,40.75,1,30,394.5,22.5439775798,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-20,10.3333333333,46,78.3333333333,17,283,27,10,53.6666666667,,,,23.164447784423828,20,60,30,2.000000,15.4429651896,7.7214825948,3,2026-04-28 16:01:07.374,2026-04-28 16:02:07.265,T6ncwg==,COMPACT,26.0866666667,44.96,0.4926666667,3.908,-1,379.3333333333,54,1,30,525.3333333333,22.6784311123,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-22,2,13,22,4,60.3333333333,5,2,11,,,,5.032840569814046,22,15,15,1.000000,2.5164202849,2.5164202849,3,2026-04-28 16:07:07.179,2026-04-28 16:08:07.230,T6ncwg==,COMPACT,25.93,45.0266666667,0.225,3.898,-1,72,10,1,30,119.3333333333,23.7109305725,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-23,4,34,59,10,134,11,5,22,,,,11.380924224853516,23,25,25,1.000000,5.6904621124,5.6904621124,3,2026-04-28 16:09:37.168,2026-04-28 16:10:37.169,T6ncwg==,COMPACT,25.97,45.1066666667,0.3603333333,3.8883333333,-1,145,21,1,30,279,24.514705,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-24,7,53,93,15,202.3333333333,16,7,32,,,,17.277254104614258,24,35,35,1.000000,8.6386270523,8.6386270523,3,2026-04-28 16:12:37.096,2026-04-28 16:13:37.096,T6ncwg==,COMPACT,25.89,45.2266666667,0.4346666667,3.886,-1,212.3333333333,31,1,30,425.3333333333,24.6181094958,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-25,10,72.5,128,21,272,22,10.25,41.75,,,,23.271021525065105,25,45,45,1.000000,11.6355107625,11.6355107625,4,2026-04-28 16:15:07.110,2026-04-28 16:16:37.025,T6ncwg==,COMPACT,25.8325,45.2325,0.4935,3.878,-1,280.75,43,1,30,577.5,24.816272005,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-27,2,22,39,5,57,3,2,6,,,,5.081906000773112,27,10,20,0.500000,1.6939686669,3.3879373338,3,2026-04-28 16:21:36.967,2026-04-28 16:22:36.893,T6ncwg==,COMPACT,25.7466666667,45.3666666667,0.235,3.858,-1,39,6,1,30,136,26.7616126665,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-28,4,48,84,11,125,8,5,15,,,,11.062942504882812,28,17,33,0.515152,3.7614004517,7.3015420532,3,2026-04-28 16:24:36.912,2026-04-28 16:25:36.881,T6ncwg==,COMPACT,25.61,45.3933333333,0.3553333333,3.844,-1,88,15,1,30,300,27.1175593535,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-29,6,74.6666666667,132,18,193,12,8,22,,,,17.165485382080078,29,23,47,0.489362,5.6400880541,11.525397328,3,2026-04-28 16:27:06.869,2026-04-28 16:28:06.748,T6ncwg==,COMPACT,25.6433333333,45.4833333333,0.4423333333,3.842,-1,133,23,1,30,465.6666666667,27.1280803485,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-30,8,96.6666666667,173,24,255.3333333333,16,10,29,,,,22.694494247436523,30,30,60,0.500000,7.5648314158,15.1296628316,3,2026-04-28 16:30:06.771,2026-04-28 16:31:06.790,T6ncwg==,COMPACT,25.6966666667,45.6633333333,0.4893333333,3.829,-1,178.6666666667,31,1,30,612,26.9668930855,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-32,2,19,33,5,59,4,2,8,,,,5.166220347086589,32,12,18,0.666667,2.0664881388,3.0997322083,3,2026-04-28 16:35:36.652,2026-04-28 16:36:36.615,T6ncwg==,COMPACT,25.53,45.74,0.2343333333,3.803,-1,53,8,1,30,132,25.5505942704,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-33,4,42,73,11,128,9,5,18,,,,11.190272649129232,33,20,30,0.666667,4.4761090597,6.7141635895,4,2026-04-28 16:38:06.566,2026-04-28 16:39:36.584,T6ncwg==,COMPACT,25.595,45.7575,0.358,3.80475,-1,110,17,1,30,290,25.9153649864,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-34,7,65.6666666667,115.6666666667,17,196.3333333333,14,7.3333333333,26,,,,17.18211301167806,34,28,42,0.666667,6.8728452047,10.309267807,3,2026-04-28 16:41:06.494,2026-04-28 16:42:06.502,T6ncwg==,COMPACT,25.4533333333,45.8566666667,0.44,3.7993333333,-1,164.6666666667,26,1,30,449,26.1318267256,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-35,9,87,154.6666666667,23,262.3333333333,18.6666666667,10,34.3333333333,,,,23.0098393758138,35,36,54,0.666667,9.2039357503,13.8059036255,3,2026-04-28 16:44:06.421,2026-04-28 16:45:06.510,T6ncwg==,COMPACT,25.5433333333,45.98,0.492,3.7793333333,-1,220.6666666667,36,1,30,599,26.0323416525,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-37,1,29,52,6,56,2,2,3,,,,5.172745545705159,37,6,24,0.250000,1.0345491091,4.1381964366,3,2026-04-28 16:49:36.382,2026-04-28 16:50:36.308,T6ncwg==,COMPACT,25.5133333333,46.01,0.2313333333,3.777,-1,17,4,1,30,151,29.191461027,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-38,3,60.5,107,13,120,5,5,9,,,,11.017069498697916,38,10,40,0.250000,2.2034138997,8.813655599,4,2026-04-28 16:52:06.360,2026-04-28 16:53:36.306,T6ncwg==,COMPACT,25.5,46.1525,0.356,3.75525,-1,42,10,1,30,322.5,29.2727571554,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-39,6,89,159.6666666667,20,183.3333333333,9,8,14,,,,16.808473587036133,39,14,56,0.250000,3.3616947174,13.4467788696,3,2026-04-28 16:55:06.272,2026-04-28 16:56:06.200,T6ncwg==,COMPACT,25.47,46.1733333333,0.4366666667,3.7523333333,-1,71,16,1,30,489,29.0924691923,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-40,8,117.6666666667,212.6666666667,27,246.6666666667,12,11,19,,,,22.568505605061848,40,18,72,0.250000,4.513701121,18.054804484,3,2026-04-28 16:58:06.152,2026-04-28 16:59:06.208,T6ncwg==,COMPACT,25.49,46.3,0.492,3.7483333333,-1,100,23,1,30,654.0000000001,28.9784362086,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-42,2,40,72,8,67,2,3,2,,,,6.353377501169841,42,0,30,0.000000,0,6.3533775012,3,2026-04-28 17:03:36.043,2026-04-28 17:04:36.044,T6ncwg==,COMPACT,25.47,46.3833333333,0.261,3.7303333333,-1,3,4,1,30,196,30.8497330694,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-43,3.6666666667,78,139,16,129,4,6,4,,,,12.328446706136068,43,0,50,0.000000,0,12.3284467061,3,2026-04-28 17:06:36.006,2026-04-28 17:07:36.046,T6ncwg==,COMPACT,25.4566666667,46.4866666667,0.3763333333,3.7186666667,-1,6,7,1,30,379.6666666667,30.7959855541,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-44,5,113,203.5,24,188,6,9,6,,,,18.03118133544922,44,0,70,0.000000,0,18.0311813354,4,2026-04-28 17:09:05.937,2026-04-28 17:10:35.954,T6ncwg==,COMPACT,25.375,46.4625,0.44925,3.72025,-1,9,11,1,30,554.5,30.7522834852,keep,,0.0,7.0,10.0
8_150328_grid9_p8_T_x0_y7__govee-45,7,148.6666666667,270.6666666667,32,249.3333333333,8,12,8,,,,23.934354146321613,45,0,90,0.000000,0,23.9343541463,3,2026-04-28 17:12:05.967,2026-04-28 17:13:05.898,T6ncwg==,COMPACT,25.4466666667,46.52,0.5003333333,3.705,-1,12,14,1,30,735.6666666667,30.7368505609,keep,,0.0,7.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-02,4,4,4,5,125.5,14,3.25,26.75,,,,5.908048152923584,2,30,0,inf,5.9080481529,0,4,2026-04-28 17:42:35.394,2026-04-28 17:44:05.297,T6ncwg==,COMPACT,26.355,46.95,0.3245,3.95925,-1,203.5,28.25,1,30,186.5,31.5671089965,keep,,9.5,0.0,10.0
173523_grid9_p6_R_x9.5_y0__govee-03,8,7,8,9,228,26,7,49,,,,10.736197153727213,3,50,0,inf,10.7361971537,0,3,2026-04-28 17:45:35.260,2026-04-28 17:46:35.238,T6ncwg==,COMPACT,26.3766666667,46.8166666667,0.429,3.944,-1,370,51,1,30,342,31.8548546662,keep,,9.5,0.0,10.0
