ID,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,x_mm,y_mm,z_mm,PPFD_spec_mean,segment_id,pwm_r,pwm_b,rb_ratio_pwm,ppfd_red_mean,ppfd_blue_mean,row_count,start_timestamp,end_timestamp,device_id,update_type,temperature_mean,humidity_mean,a1_raw_mean,vcap_raw_mean,co2_ppm_mean,sp_clear_mean,sp_nir_mean,spectral_gain_mean,sleep_time_mean,spec_sum,spec_per_ppfd,clean_status,clean_reason
govee-02,4,3,4,4,111,12.75,3,23.25,,,,8.11921755472819,2,30,0,inf,8.1192175547,0,4,2026-04-29 14:02:41.477,2026-04-29 14:04:11.456,T6ncwg==,COMPACT,27.0675,46.5375,0.28725,4.16175,-1,180.5,26,1,30,165,20.3221552924,keep,
govee-03,7,6,7,8,202.5,23,6,43,,,,14.946645100911459,3,50,0,inf,14.9466451009,0,4,2026-04-29 14:05:41.394,2026-04-29 14:07:11.359,T6ncwg==,COMPACT,26.95,46.5,0.39275,4.1485,-1,329.5,47,1,30,302.5,20.2386554279,keep,
govee-04,11,9,10,11,289.3333333333,33,8.3333333333,61.6666666667,,,,21.44200325012207,4,70,0,inf,21.4420032501,0,3,2026-04-29 14:08:41.316,2026-04-29 14:09:41.356,T6ncwg==,COMPACT,26.88,46.38,0.4593333333,4.134,-1,471,67,1,30,433.3333333333,20.2095545028,keep,
govee-05,14,12,13.3333333333,14.3333333333,374,43,11,78.3333333333,,,,27.82653872172038,5,90,0,inf,27.8265387217,0,3,2026-04-29 14:11:41.309,2026-04-29 14:12:41.304,T6ncwg==,COMPACT,26.8466666667,46.3233333333,0.511,4.1223333333,-1,609,88.6666666667,1,30,559.9999999999,20.1246732697,keep,
govee-07,3,6,8,4,94.3333333333,10,3,20.3333333333,,,,6.912534077962239,7,24,6,4.000000,5.5300272624,1.3825068156,3,2026-04-29 14:17:11.171,2026-04-29 14:18:11.202,T6ncwg==,COMPACT,26.6466666667,46.3366666667,0.268,4.1066666667,-1,145.6666666667,19,1,30,148.6666666666,21.5068258601,keep,
govee-08,6,12,18,8,175,19,5,38,,,,12.94980525970459,8,40,10,4.000000,10.3598442078,2.5899610519,3,2026-04-29 14:20:11.085,2026-04-29 14:21:11.123,T6ncwg==,COMPACT,26.6466666667,46.3266666667,0.3736666667,4.0916666667,-1,267,36,1,30,281,21.6991680079,keep,
govee-09,9,19,28,11,255.3333333333,28,8,53.6666666667,,,,18.935972213745117,9,56,14,4.000000,15.148777771,3.7871944427,3,2026-04-29 14:23:11.049,2026-04-29 14:24:11.106,T6ncwg==,COMPACT,26.4766666667,46.35,0.4416666667,4.0773333333,-1,385.6666666667,52.3333333333,1,30,412,21.7575308703,keep,
govee-10,12,28.25,45,16,338.25,36,10,68.5,,,,25.29252560933431,10,72,18,4.000000,20.2340204875,5.0585051219,4,2026-04-29 14:25:41.006,2026-04-29 14:27:10.987,T6ncwg==,COMPACT,26.4075,46.395,0.50175,4.071,-1,499.75,70,1,30,554,21.903704223,keep,
govee-12,2,11,18,4,78,7.6666666667,2,15,,,,5.8951772054036455,12,18,12,1.500000,3.5371063232,2.3580708822,3,2026-04-29 14:31:40.843,2026-04-29 14:32:40.854,T6ncwg==,COMPACT,26.22,46.52,0.2473333333,4.06,-1,103,14,1,30,137.6666666667,23.3524221359,keep,
govee-13,5,27,46,9,158,15,5,29,,,,12.108513196309408,13,30,20,1.500000,7.2651079178,4.8434052785,4,2026-04-29 14:34:10.902,2026-04-29 14:35:40.867,T6ncwg==,COMPACT,26.2025,46.645,0.3625,4.038,-1,194,27,1,30,294,24.280437675,keep,
govee-14,8,44,76,15,240.6666666667,22,8,42,,,,18.602078755696613,14,42,28,1.500000,11.1612472534,7.4408315023,3,2026-04-29 14:37:10.780,2026-04-29 14:38:10.713,T6ncwg==,COMPACT,26.0166666667,46.7166666667,0.4426666667,4.0363333333,-1,285.6666666667,40,1,30,455.6666666667,24.4954702456,keep,
govee-15,11,62,108,21,322.3333333333,29,11,54.3333333333,,,,25.15041160583496,15,54,36,1.500000,15.0902469635,10.0601646423,3,2026-04-29 14:40:10.778,2026-04-29 14:41:10.673,T6ncwg==,COMPACT,26.03,46.7533333333,0.5016666667,4.0256666667,-1,374,54.6666666667,1,30,618.6666666666,24.5986696505,keep,
govee-17,3,9,15,4,84.6666666667,8.6666666667,2,17.6666666667,,,,6.309774557749431,17,20,10,2.000000,4.2065163718,2.1032581859,3,2026-04-29 14:45:40.677,2026-04-29 14:46:40.584,T6ncwg==,COMPACT,25.9566666667,46.9166666667,0.2553333333,4.0083333333,-1,119,15,1,30,144.0000000001,22.8217345457,keep,
