segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
1,5,5,1.000000,10,23.624,1.0,2648.5,0.24561072305078346,0.13418916367755332,0.017896922786482913,0.01819898055503115,0.0950392683169301,21.976646423339844,10,marker,1,2026-03-08 17:28:07.387,2026-03-08 17:28:17.387,2026-03-08 17:29:07.387,52.6,650.5,355.4,38.0,1392.4,64.0,47.4,48.2,706.0,837.1
2,15,15,1.000000,30,23.643,1.0,2622.2,0.2458622530699413,0.1330180764243765,0.01841964762413241,0.01849591945694455,0.09743331655762456,54.94226837158203,10,marker,2,2026-03-08 17:29:27.337,2026-03-08 17:29:37.337,2026-03-08 17:30:27.337,52.5,644.7,348.8,37.5,1378.7,63.2,48.3,48.5,699.2,837.1
3,22,22,1.000000,45,23.595,1.0,3460.1,0.23276783907979537,0.12597901794745817,0.018872286928123466,0.019305800410392763,0.10642068798839925,79.87213134765625,10,marker,3,2026-03-08 17:30:52.316,2026-03-08 17:31:02.316,2026-03-08 17:31:52.316,70.5,805.4,435.9,51.6,1874.6,90.0,65.3,66.8,1002.9,1212.1
4,30,30,1.000000,60,23.622222222222224,1.0,1308.2222222222222,0.32359436045524037,0.1652794292508918,0.013079667063020214,0.012655002547987092,0.05264072272411398,106.78028869628906,9,marker,4,2026-03-08 17:32:12.267,2026-03-08 17:32:22.267,2026-03-08 17:33:12.267,23.555555555555557,423.3333333333333,216.22222222222223,15.88888888888889,577.2222222222222,18.333333333333332,17.11111111111111,16.555555555555557,177.44444444444446,205.55555555555554
5,40,40,1.000000,80,23.645,1.0,3346.4,0.16824049725077694,0.09526655510399235,0.023248864451350704,0.024205115945493665,0.18008618734406898,140.1371612548828,10,marker,5,2026-03-08 17:37:47.169,2026-03-08 17:37:57.169,2026-03-08 17:38:47.169,75.0,563.0,318.8,56.4,2057.8,116.6,77.8,81.0,1345.6,1640.7
6,50,50,1.000000,100,23.66181818181818,1.0,3419.6363636363635,0.17577626541897068,0.09873458102934922,0.022968949383241174,0.023872820076563165,0.1706372264187488,172.35693359375,11,marker,6,2026-03-08 17:39:07.116,2026-03-08 17:39:17.116,2026-03-08 17:40:07.116,76.36363636363636,601.0909090909091,337.6363636363636,57.0,2071.6363636363635,115.72727272727273,78.54545454545455,81.63636363636364,1320.3636363636363,1633.8181818181818
7,8,2,4.000000,10,23.655555555555555,1.0,1046.0,0.29318036966220523,0.14924580412152114,0.015083917569577226,0.014977692797960483,0.06794717887154861,20.121112823486328,9,marker,7,2026-03-08 17:40:32.142,2026-03-08 17:40:42.142,2026-03-08 17:41:32.142,20.0,306.6666666666667,156.11111111111111,13.777777777777779,498.8888888888889,19.11111111111111,15.777777777777779,15.666666666666666,200.22222222222223,233.22222222222223
8,22,8,2.750000,30,23.614,1.0,1354.7,0.09596220565438843,0.06348268989444157,0.028050490883590462,0.029526832509042592,0.3611111111111111,64.18096160888672,10,marker,8,2026-03-08 17:42:17.045,2026-03-08 17:42:27.045,2026-03-08 17:43:17.045,33.0,130.0,86.0,26.0,941.7,60.0,38.0,40.0,721.3,854.9
9,34,11,3.090909,45,23.615000000000002,1.0,1941.0,0.11282843894899536,0.07212776919113859,0.026790314270994334,0.02833590932509016,0.298050139275766,94.11491394042969,10,master_time_fallback,,,2026-03-08 17:35:33.721,2026-03-08 17:36:23.721,46.0,219.0,140.0,36.0,1312.0,81.0,52.0,55.0,972.4,1158.6
10,45,15,3.000000,60,23.614444444444445,1.0,2535.6666666666665,0.11195828403663294,0.07059287498356777,0.02681740502169055,0.02839489943473117,0.3024483917426788,124.42862701416016,9,master_time_fallback,,,2026-03-08 17:36:57.060,2026-03-08 17:37:47.061,61.0,283.8888888888889,179.0,47.0,1717.7777777777778,107.0,68.0,72.0,1271.111111111111,1531.0
