segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-08T17:23:59.190,2026-03-08T17:23:59.190,2026-03-08T17:23:59.841,651.0,2026-03-08T17:24:09.841,2026-03-08T17:24:10.690,849.0,2026-03-08T17:24:20.690,2026-03-08T17:24:20.690,2026-03-08T17:24:21.754,1064.0,2026-03-08T17:24:31.755,2026-03-08T17:25:21.755,2026-03-08T17:25:21.755,10.0,10.0,10.0,10.0,50.0,1,21.976646423339844,2026-03-08T17:24:56.755,archive/2026-03-08/standard_csv/raw_bytes_20260308_172458.csv,1,21.976646423339844
2,normal,2,1,1,15,15,30,1.000000,2026-03-08T17:25:21.755,2026-03-08T17:25:21.755,2026-03-08T17:25:22.867,1112.0,2026-03-08T17:25:32.867,2026-03-08T17:25:33.730,863.0,2026-03-08T17:25:43.731,2026-03-08T17:25:43.731,2026-03-08T17:25:44.969,1238.0,2026-03-08T17:25:54.970,2026-03-08T17:26:44.970,2026-03-08T17:26:44.970,10.0,10.0,10.0,10.0,50.0,1,54.94226837158203,2026-03-08T17:26:19.970,archive/2026-03-08/standard_csv/raw_bytes_20260308_172622.csv,1,54.94226837158203
3,normal,3,1,1,22,22,45,1.000000,2026-03-08T17:26:44.970,2026-03-08T17:26:44.970,2026-03-08T17:26:46.193,1223.0,2026-03-08T17:26:56.193,2026-03-08T17:26:57.091,898.0,2026-03-08T17:27:07.091,2026-03-08T17:27:07.091,2026-03-08T17:27:07.795,704.0,2026-03-08T17:27:17.795,2026-03-08T17:28:07.796,2026-03-08T17:28:07.796,10.0,10.0,10.0,10.0,50.0,1,79.87213134765625,2026-03-08T17:27:42.795,archive/2026-03-08/standard_csv/raw_bytes_20260308_172744.csv,1,79.87213134765625
4,normal,4,1,1,30,30,60,1.000000,2026-03-08T17:28:07.796,2026-03-08T17:28:07.796,2026-03-08T17:28:08.552,756.0,2026-03-08T17:28:18.552,2026-03-08T17:28:19.537,985.0,2026-03-08T17:28:29.537,2026-03-08T17:28:29.537,2026-03-08T17:28:30.469,932.0,2026-03-08T17:28:40.469,2026-03-08T17:29:30.469,2026-03-08T17:29:30.469,10.0,10.0,10.0,10.0,50.0,1,106.78028869628906,2026-03-08T17:29:05.470,archive/2026-03-08/standard_csv/raw_bytes_20260308_172907.csv,1,106.78028869628906
5,normal,5,1,1,40,40,80,1.000000,2026-03-08T17:29:30.470,2026-03-08T17:29:30.470,2026-03-08T17:29:31.413,943.0,2026-03-08T17:29:41.414,2026-03-08T17:29:42.208,794.0,2026-03-08T17:29:52.208,2026-03-08T17:29:52.208,2026-03-08T17:29:53.006,798.0,2026-03-08T17:30:03.007,2026-03-08T17:30:53.007,2026-03-08T17:30:53.007,10.0,10.0,10.0,10.0,50.0,1,140.1371612548828,2026-03-08T17:30:28.007,archive/2026-03-08/standard_csv/raw_bytes_20260308_173030.csv,1,140.1371612548828
6,normal,6,1,1,50,50,100,1.000000,2026-03-08T17:30:53.007,2026-03-08T17:30:53.007,2026-03-08T17:30:53.546,539.0,2026-03-08T17:31:03.547,2026-03-08T17:31:04.596,1049.0,2026-03-08T17:31:14.597,2026-03-08T17:31:14.597,2026-03-08T17:31:15.281,684.0,2026-03-08T17:31:25.281,2026-03-08T17:32:15.282,2026-03-08T17:32:15.282,10.0,10.0,10.0,10.0,50.0,1,172.35693359375,2026-03-08T17:31:50.282,archive/2026-03-08/standard_csv/raw_bytes_20260308_173152.csv,1,172.35693359375
7,normal,7,3,1,8,2,10,4.000000,2026-03-08T17:32:15.282,2026-03-08T17:32:15.282,2026-03-08T17:32:15.748,466.0,2026-03-08T17:32:25.748,2026-03-08T17:32:26.719,971.0,2026-03-08T17:32:36.719,2026-03-08T17:32:36.719,2026-03-08T17:32:37.538,819.0,2026-03-08T17:32:47.538,2026-03-08T17:33:37.538,2026-03-08T17:33:37.538,10.0,10.0,10.0,10.0,50.0,1,20.121112823486328,2026-03-08T17:33:12.538,archive/2026-03-08/standard_csv/raw_bytes_20260308_173314.csv,1,20.121112823486328
8,normal,8,3,1,22,8,30,2.750000,2026-03-08T17:33:37.539,2026-03-08T17:33:37.539,2026-03-08T17:33:38.274,735.0,2026-03-08T17:33:48.275,2026-03-08T17:33:49.301,1026.0,2026-03-08T17:33:59.302,2026-03-08T17:33:59.302,2026-03-08T17:34:00.371,1069.0,2026-03-08T17:34:10.372,2026-03-08T17:35:00.372,2026-03-08T17:35:00.372,10.0,10.0,10.0,10.0,50.0,1,64.18096160888672,2026-03-08T17:34:35.372,archive/2026-03-08/standard_csv/raw_bytes_20260308_173437.csv,1,64.18096160888672
9,normal,9,3,1,34,11,45,3.090909,2026-03-08T17:35:00.372,2026-03-08T17:35:00.372,2026-03-08T17:35:01.549,1177.0,2026-03-08T17:35:11.549,2026-03-08T17:35:12.644,1095.0,2026-03-08T17:35:22.645,2026-03-08T17:35:22.645,2026-03-08T17:35:23.721,1076.0,2026-03-08T17:35:33.721,2026-03-08T17:36:23.721,2026-03-08T17:36:23.721,10.0,10.0,10.0,10.0,50.0,1,94.11491394042969,2026-03-08T17:35:58.721,archive/2026-03-08/standard_csv/raw_bytes_20260308_173600.csv,1,94.11491394042969
10,normal,10,3,1,45,15,60,3.000000,2026-03-08T17:36:23.722,2026-03-08T17:36:23.722,2026-03-08T17:36:24.883,1161.0,2026-03-08T17:36:34.883,2026-03-08T17:36:36.169,1286.0,2026-03-08T17:36:46.169,2026-03-08T17:36:46.169,2026-03-08T17:36:47.060,891.0,2026-03-08T17:36:57.060,2026-03-08T17:37:47.061,2026-03-08T17:37:47.061,10.0,10.0,10.0,10.0,50.0,1,124.42862701416016,2026-03-08T17:37:22.061,archive/2026-03-08/standard_csv/raw_bytes_20260308_173724.csv,1,124.42862701416016
