segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-07T10:46:44.900,2026-03-07T10:46:44.900,2026-03-07T10:46:45.755,855.0,2026-03-07T10:46:55.756,2026-03-07T10:46:57.630,1874.0,2026-03-07T10:47:07.630,2026-03-07T10:47:07.630,2026-03-07T10:47:09.095,1465.0,2026-03-07T10:47:19.095,2026-03-07T10:48:09.095,2026-03-07T10:48:09.095,10.0,10.0,10.0,10.0,50.0,1,35.27013397216797,2026-03-07T10:47:44.095,archive/2026-03-07/standard_csv/raw_bytes_20260307_104746.csv,1,35.27013397216797
2,normal,2,1,1,15,15,30,1.000000,2026-03-07T10:48:09.095,2026-03-07T10:48:09.095,2026-03-07T10:48:09.719,624.0,2026-03-07T10:48:19.719,2026-03-07T10:48:20.614,895.0,2026-03-07T10:48:30.614,2026-03-07T10:48:30.614,2026-03-07T10:48:31.999,1385.0,2026-03-07T10:48:41.999,2026-03-07T10:49:32.000,2026-03-07T10:49:32.000,10.0,10.0,10.0,10.0,50.0,1,89.1908187866211,2026-03-07T10:49:06.999,archive/2026-03-07/standard_csv/raw_bytes_20260307_104909.csv,1,89.1908187866211
3,normal,3,1,1,22,22,45,1.000000,2026-03-07T10:49:32.000,2026-03-07T10:49:32.000,2026-03-07T10:49:32.928,928.0,2026-03-07T10:49:42.928,2026-03-07T10:49:44.386,1458.0,2026-03-07T10:49:54.386,2026-03-07T10:49:54.386,2026-03-07T10:49:55.196,810.0,2026-03-07T10:50:05.196,2026-03-07T10:50:55.196,2026-03-07T10:50:55.196,10.0,10.0,10.0,10.0,50.0,1,125.90858459472656,2026-03-07T10:50:30.196,archive/2026-03-07/standard_csv/raw_bytes_20260307_105032.csv,1,125.90858459472656
4,normal,4,1,1,30,30,60,1.000000,2026-03-07T10:50:55.197,2026-03-07T10:50:55.197,2026-03-07T10:50:55.905,708.0,2026-03-07T10:51:05.906,2026-03-07T10:51:06.746,840.0,2026-03-07T10:51:16.746,2026-03-07T10:51:16.746,2026-03-07T10:51:17.527,781.0,2026-03-07T10:51:27.528,2026-03-07T10:52:17.528,2026-03-07T10:52:17.528,10.0,10.0,10.0,10.0,50.0,1,168.8470916748047,2026-03-07T10:51:52.528,archive/2026-03-07/standard_csv/raw_bytes_20260307_105154.csv,1,168.8470916748047
5,normal,5,1,1,40,40,80,1.000000,2026-03-07T10:52:17.529,2026-03-07T10:52:17.529,2026-03-07T10:52:18.297,768.0,2026-03-07T10:52:28.297,2026-03-07T10:52:29.481,1184.0,2026-03-07T10:52:39.481,2026-03-07T10:52:39.481,2026-03-07T10:52:40.670,1189.0,2026-03-07T10:52:50.670,2026-03-07T10:53:40.671,2026-03-07T10:53:40.671,10.0,10.0,10.0,10.0,50.0,1,230.3775634765625,2026-03-07T10:53:15.671,archive/2026-03-07/standard_csv/raw_bytes_20260307_105317.csv,1,230.3775634765625
6,normal,6,1,1,50,50,100,1.000000,2026-03-07T10:53:40.671,2026-03-07T10:53:40.671,2026-03-07T10:53:41.395,724.0,2026-03-07T10:53:51.395,2026-03-07T10:53:52.740,1345.0,2026-03-07T10:54:02.740,2026-03-07T10:54:02.740,2026-03-07T10:54:04.233,1493.0,2026-03-07T10:54:14.233,2026-03-07T10:55:04.234,2026-03-07T10:55:04.234,10.0,10.0,10.0,10.0,50.0,1,273.1858215332031,2026-03-07T10:54:39.233,archive/2026-03-07/standard_csv/raw_bytes_20260307_105441.csv,1,273.1858215332031
7,normal,7,3,1,8,2,10,4.000000,2026-03-07T10:55:04.234,2026-03-07T10:55:04.234,2026-03-07T10:55:05.230,996.0,2026-03-07T10:55:15.231,2026-03-07T10:55:16.725,1494.0,2026-03-07T10:55:26.726,2026-03-07T10:55:26.726,2026-03-07T10:55:27.581,855.0,2026-03-07T10:55:37.581,2026-03-07T10:56:27.581,2026-03-07T10:56:27.582,10.0,10.0,10.0,10.0,50.0,1,31.49506187438965,2026-03-07T10:56:02.582,archive/2026-03-07/standard_csv/raw_bytes_20260307_105604.csv,1,31.49506187438965
8,normal,8,3,1,22,8,30,2.750000,2026-03-07T10:56:27.582,2026-03-07T10:56:27.582,2026-03-07T10:56:28.609,1027.0,2026-03-07T10:56:38.610,2026-03-07T10:56:39.863,1253.0,2026-03-07T10:56:49.864,2026-03-07T10:56:49.864,2026-03-07T10:56:50.824,960.0,2026-03-07T10:57:00.824,2026-03-07T10:57:50.824,2026-03-07T10:57:50.824,10.0,10.0,10.0,10.0,50.0,1,100.90731048583984,2026-03-07T10:57:25.824,archive/2026-03-07/standard_csv/raw_bytes_20260307_105727.csv,1,100.90731048583984
9,normal,9,3,1,34,11,45,3.090909,2026-03-07T10:57:50.825,2026-03-07T10:57:50.825,2026-03-07T10:57:52.069,1244.0,2026-03-07T10:58:02.069,2026-03-07T10:58:02.795,726.0,2026-03-07T10:58:12.796,2026-03-07T10:58:12.796,2026-03-07T10:58:13.975,1179.0,2026-03-07T10:58:23.975,2026-03-07T10:59:13.976,2026-03-07T10:59:13.976,10.0,10.0,10.0,10.0,50.0,1,149.6028594970703,2026-03-07T10:58:48.976,archive/2026-03-07/standard_csv/raw_bytes_20260307_105851.csv,1,149.6028594970703
10,normal,10,3,1,45,15,60,3.000000,2026-03-07T10:59:13.976,2026-03-07T10:59:13.976,2026-03-07T10:59:14.531,555.0,2026-03-07T10:59:24.531,2026-03-07T10:59:27.960,3429.0,2026-03-07T10:59:37.961,2026-03-07T10:59:37.961,2026-03-07T10:59:39.930,1969.0,2026-03-07T10:59:49.931,2026-03-07T11:00:39.931,2026-03-07T11:00:39.931,10.0,10.0,10.0,10.0,50.0,1,194.01747131347656,2026-03-07T11:00:14.931,archive/2026-03-07/standard_csv/raw_bytes_20260307_110017.csv,1,194.01747131347656
11,normal,11,3,1,60,20,80,3.000000,2026-03-07T11:00:39.932,2026-03-07T11:00:39.932,2026-03-07T11:00:40.745,813.0,2026-03-07T11:00:50.746,2026-03-07T11:00:51.724,978.0,2026-03-07T11:01:01.725,2026-03-07T11:01:01.725,2026-03-07T11:01:02.627,902.0,2026-03-07T11:01:12.628,2026-03-07T11:02:02.628,2026-03-07T11:02:02.628,10.0,10.0,10.0,10.0,50.0,1,269.9797058105469,2026-03-07T11:01:37.629,archive/2026-03-07/standard_csv/raw_bytes_20260307_110139.csv,1,269.9797058105469
12,normal,12,3,1,75,25,100,3.000000,2026-03-07T11:02:02.629,2026-03-07T11:02:02.629,2026-03-07T11:02:05.572,2943.0,2026-03-07T11:02:15.572,2026-03-07T11:02:16.235,663.0,2026-03-07T11:02:26.236,2026-03-07T11:02:26.236,2026-03-07T11:02:27.662,1426.0,2026-03-07T11:02:37.663,2026-03-07T11:03:27.663,2026-03-07T11:03:27.663,10.0,10.0,10.0,10.0,50.0,1,310.9273986816406,2026-03-07T11:03:02.663,archive/2026-03-07/standard_csv/raw_bytes_20260307_110304.csv,1,310.9273986816406
13,normal,13,5,1,8,2,10,4.000000,2026-03-07T11:03:27.663,2026-03-07T11:03:27.663,2026-03-07T11:03:28.662,999.0,2026-03-07T11:03:38.662,2026-03-07T11:03:39.726,1064.0,2026-03-07T11:03:49.726,2026-03-07T11:03:49.726,2026-03-07T11:03:50.578,852.0,2026-03-07T11:04:00.578,2026-03-07T11:04:50.578,2026-03-07T11:04:50.578,10.0,10.0,10.0,10.0,50.0,1,31.53436851501465,2026-03-07T11:04:25.578,archive/2026-03-07/standard_csv/raw_bytes_20260307_110427.csv,1,31.53436851501465
14,normal,14,5,1,25,5,30,5.000000,2026-03-07T11:04:50.578,2026-03-07T11:04:50.578,2026-03-07T11:04:51.817,1239.0,2026-03-07T11:05:01.818,2026-03-07T11:05:02.877,1059.0,2026-03-07T11:05:12.877,2026-03-07T11:05:12.878,2026-03-07T11:05:14.152,1274.0,2026-03-07T11:05:24.152,2026-03-07T11:06:14.152,2026-03-07T11:06:14.152,10.0,10.0,10.0,10.0,50.0,1,106.89666748046875,2026-03-07T11:05:49.152,archive/2026-03-07/standard_csv/raw_bytes_20260307_110551.csv,1,106.89666748046875
15,normal,15,5,1,38,8,45,4.750000,2026-03-07T11:06:14.152,2026-03-07T11:06:14.152,2026-03-07T11:06:15.124,972.0,2026-03-07T11:06:25.124,2026-03-07T11:06:25.939,815.0,2026-03-07T11:06:35.940,2026-03-07T11:06:35.940,2026-03-07T11:06:36.894,954.0,2026-03-07T11:06:46.895,2026-03-07T11:07:36.895,2026-03-07T11:07:36.895,10.0,10.0,10.0,10.0,50.0,1,158.357177734375,2026-03-07T11:07:11.895,archive/2026-03-07/standard_csv/raw_bytes_20260307_110714.csv,1,158.357177734375
