segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
16,normal,16,5,1,50,10,60,5.000000,2026-03-07T11:07:36.896,2026-03-07T11:07:36.896,2026-03-07T11:07:37.414,518.0,2026-03-07T11:07:47.414,2026-03-07T11:07:48.623,1209.0,2026-03-07T11:07:58.623,2026-03-07T11:07:58.623,2026-03-07T11:07:59.680,1057.0,2026-03-07T11:08:09.680,2026-03-07T11:08:59.680,2026-03-07T11:08:59.680,10.0,10.0,10.0,10.0,50.0,1,202.94912719726562,2026-03-07T11:08:34.680,archive/2026-03-07/standard_csv/raw_bytes_20260307_110836.csv,1,202.94912719726562
17,normal,17,5,1,67,13,80,5.153846,2026-03-07T11:08:59.681,2026-03-07T11:08:59.681,2026-03-07T11:09:00.870,1189.0,2026-03-07T11:09:10.871,2026-03-07T11:09:11.721,850.0,2026-03-07T11:09:21.722,2026-03-07T11:09:21.722,2026-03-07T11:09:22.781,1059.0,2026-03-07T11:09:32.781,2026-03-07T11:10:22.782,2026-03-07T11:10:22.782,10.0,10.0,10.0,10.0,50.0,1,263.1734924316406,2026-03-07T11:09:57.781,archive/2026-03-07/standard_csv/raw_bytes_20260307_110959.csv,1,263.1734924316406
18,normal,18,5,1,83,17,100,4.882353,2026-03-07T11:10:22.782,2026-03-07T11:10:22.782,2026-03-07T11:10:23.925,1143.0,2026-03-07T11:10:33.926,2026-03-07T11:10:34.873,947.0,2026-03-07T11:10:44.873,2026-03-07T11:10:44.873,2026-03-07T11:10:45.875,1002.0,2026-03-07T11:10:55.875,2026-03-07T11:11:45.876,2026-03-07T11:11:45.876,10.0,10.0,10.0,10.0,50.0,1,352.4337158203125,2026-03-07T11:11:20.875,archive/2026-03-07/standard_csv/raw_bytes_20260307_111123.csv,1,352.4337158203125
19,normal,19,7,1,9,1,10,9.000000,2026-03-07T11:11:45.876,2026-03-07T11:11:45.876,2026-03-07T11:11:46.842,966.0,2026-03-07T11:11:56.842,2026-03-07T11:11:58.397,1555.0,2026-03-07T11:12:08.397,2026-03-07T11:12:08.397,2026-03-07T11:12:09.199,802.0,2026-03-07T11:12:19.199,2026-03-07T11:13:09.199,2026-03-07T11:13:09.199,10.0,10.0,10.0,10.0,50.0,1,34.49961471557617,2026-03-07T11:12:44.200,archive/2026-03-07/standard_csv/raw_bytes_20260307_111246.csv,1,34.49961471557617
20,normal,20,7,1,26,4,30,6.500000,2026-03-07T11:13:09.200,2026-03-07T11:13:09.200,2026-03-07T11:13:10.113,913.0,2026-03-07T11:13:20.114,2026-03-07T11:13:20.860,746.0,2026-03-07T11:13:30.861,2026-03-07T11:13:30.861,2026-03-07T11:13:31.674,813.0,2026-03-07T11:13:41.675,2026-03-07T11:14:31.675,2026-03-07T11:14:31.675,10.0,10.0,10.0,10.0,50.0,1,108.53175354003906,2026-03-07T11:14:06.675,archive/2026-03-07/standard_csv/raw_bytes_20260307_111408.csv,1,108.53175354003906
21,normal,21,7,1,39,6,45,6.500000,2026-03-07T11:14:31.675,2026-03-07T11:14:31.675,2026-03-07T11:14:32.294,619.0,2026-03-07T11:14:42.294,2026-03-07T11:14:43.514,1220.0,2026-03-07T11:14:53.515,2026-03-07T11:14:53.515,2026-03-07T11:14:54.498,983.0,2026-03-07T11:15:04.498,2026-03-07T11:15:54.499,2026-03-07T11:15:54.499,10.0,10.0,10.0,10.0,50.0,1,158.3553009033203,2026-03-07T11:15:29.498,archive/2026-03-07/standard_csv/raw_bytes_20260307_111531.csv,1,158.3553009033203
22,normal,22,7,1,52,8,60,6.500000,2026-03-07T11:15:54.499,2026-03-07T11:15:54.499,2026-03-07T11:15:55.114,615.0,2026-03-07T11:16:05.114,2026-03-07T11:16:06.053,939.0,2026-03-07T11:16:16.053,2026-03-07T11:16:16.053,2026-03-07T11:16:17.302,1249.0,2026-03-07T11:16:27.303,2026-03-07T11:17:17.303,2026-03-07T11:17:17.303,10.0,10.0,10.0,10.0,50.0,1,206.3834686279297,2026-03-07T11:16:52.303,archive/2026-03-07/standard_csv/raw_bytes_20260307_111654.csv,1,206.3834686279297
23,normal,23,7,1,70,10,80,7.000000,2026-03-07T11:17:17.303,2026-03-07T11:17:17.303,2026-03-07T11:17:17.994,691.0,2026-03-07T11:17:27.995,2026-03-07T11:17:29.410,1415.0,2026-03-07T11:17:39.411,2026-03-07T11:17:39.411,2026-03-07T11:17:40.866,1455.0,2026-03-07T11:17:50.866,2026-03-07T11:18:40.866,2026-03-07T11:18:40.867,10.0,10.0,10.0,10.0,50.0,1,268.0860290527344,2026-03-07T11:18:15.866,archive/2026-03-07/standard_csv/raw_bytes_20260307_111818.csv,1,268.0860290527344
24,normal,24,7,1,88,12,100,7.333333,2026-03-07T11:18:40.867,2026-03-07T11:18:40.867,2026-03-07T11:18:41.551,684.0,2026-03-07T11:18:51.551,2026-03-07T11:18:53.074,1523.0,2026-03-07T11:19:03.075,2026-03-07T11:19:03.075,2026-03-07T11:19:03.749,674.0,2026-03-07T11:19:13.749,2026-03-07T11:20:03.749,2026-03-07T11:20:03.749,10.0,10.0,10.0,10.0,50.0,1,360.2626037597656,2026-03-07T11:19:38.749,archive/2026-03-07/standard_csv/raw_bytes_20260307_111940.csv,1,360.2626037597656
25,normal,25,1,0,10,0,10,inf,2026-03-07T11:20:03.750,2026-03-07T11:20:03.750,2026-03-07T11:20:05.128,1378.0,2026-03-07T11:20:15.128,2026-03-07T11:20:16.059,931.0,2026-03-07T11:20:26.060,2026-03-07T11:20:26.060,2026-03-07T11:20:27.281,1221.0,2026-03-07T11:20:37.282,2026-03-07T11:21:27.282,2026-03-07T11:21:27.282,10.0,10.0,10.0,10.0,50.0,1,38.2135124206543,2026-03-07T11:21:02.282,archive/2026-03-07/standard_csv/raw_bytes_20260307_112104.csv,1,38.2135124206543
26,normal,26,1,0,30,0,30,inf,2026-03-07T11:21:27.282,2026-03-07T11:21:27.282,2026-03-07T11:21:27.977,695.0,2026-03-07T11:21:37.977,2026-03-07T11:21:39.313,1336.0,2026-03-07T11:21:49.313,2026-03-07T11:21:49.313,2026-03-07T11:21:50.928,1615.0,2026-03-07T11:22:00.928,2026-03-07T11:22:50.928,2026-03-07T11:22:50.928,10.0,10.0,10.0,10.0,50.0,1,110.36312866210938,2026-03-07T11:22:25.928,archive/2026-03-07/standard_csv/raw_bytes_20260307_112228.csv,1,110.36312866210938
27,normal,27,1,0,45,0,45,inf,2026-03-07T11:22:50.929,2026-03-07T11:22:50.929,2026-03-07T11:22:52.216,1287.0,2026-03-07T11:23:02.217,2026-03-07T11:23:03.022,805.0,2026-03-07T11:23:13.022,2026-03-07T11:23:13.022,2026-03-07T11:23:14.093,1071.0,2026-03-07T11:23:24.094,2026-03-07T11:24:14.094,2026-03-07T11:24:14.094,10.0,10.0,10.0,10.0,50.0,1,162.98611450195312,2026-03-07T11:23:49.094,archive/2026-03-07/standard_csv/raw_bytes_20260307_112351.csv,1,162.98611450195312
28,normal,28,1,0,60,0,60,inf,2026-03-07T11:24:14.094,2026-03-07T11:24:14.094,2026-03-07T11:24:14.908,814.0,2026-03-07T11:24:24.908,2026-03-07T11:24:26.145,1237.0,2026-03-07T11:24:36.145,2026-03-07T11:24:36.146,2026-03-07T11:24:37.536,1390.0,2026-03-07T11:24:47.536,2026-03-07T11:25:37.536,2026-03-07T11:25:37.536,10.0,10.0,10.0,10.0,50.0,1,226.02500915527344,2026-03-07T11:25:12.536,archive/2026-03-07/standard_csv/raw_bytes_20260307_112514.csv,1,226.02500915527344
29,normal,29,1,0,80,0,80,inf,2026-03-07T11:25:37.537,2026-03-07T11:25:37.537,2026-03-07T11:25:38.593,1056.0,2026-03-07T11:25:48.594,2026-03-07T11:25:49.322,728.0,2026-03-07T11:25:59.323,2026-03-07T11:25:59.323,2026-03-07T11:26:00.265,942.0,2026-03-07T11:26:10.265,2026-03-07T11:27:00.266,2026-03-07T11:27:00.266,10.0,10.0,10.0,10.0,50.0,1,281.5055236816406,2026-03-07T11:26:35.266,archive/2026-03-07/standard_csv/raw_bytes_20260307_112637.csv,1,281.5055236816406
30,normal,30,1,0,100,0,100,inf,2026-03-07T11:27:00.266,2026-03-07T11:27:00.266,2026-03-07T11:27:01.208,942.0,2026-03-07T11:27:11.208,2026-03-07T11:27:11.963,755.0,2026-03-07T11:27:21.964,2026-03-07T11:27:21.964,2026-03-07T11:27:23.326,1362.0,2026-03-07T11:27:33.327,2026-03-07T11:28:23.327,2026-03-07T11:28:23.327,10.0,10.0,10.0,10.0,50.0,1,366.6682434082031,2026-03-07T11:27:58.327,archive/2026-03-07/standard_csv/raw_bytes_20260307_112800.csv,1,366.6682434082031
