segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time
1,5,5,1.000000,10,14.037364959716797,5,marker,1,2026-03-10 15:06:26.921,2026-03-10 15:06:46.950,2026-03-10 15:07:26.962
2,15,15,1.000000,30,35.75358581542969,5,marker,2,2026-03-10 15:07:56.905,2026-03-10 15:08:06.895,2026-03-10 15:08:46.954
3,22,22,1.000000,45,51.18152618408203,5,marker,3,2026-03-10 15:09:16.924,2026-03-10 15:09:36.879,2026-03-10 15:10:16.846
4,30,30,1.000000,60,68.67615509033203,5,marker,4,2026-03-10 15:10:36.917,2026-03-10 15:10:56.902,2026-03-10 15:11:36.846
5,40,40,1.000000,80,90.4243672688802,5,marker,5,2026-03-10 15:11:56.843,2026-03-10 15:12:16.851,2026-03-10 15:12:56.825
6,50,50,1.000000,100,112.47517395019531,5,dark_run,6,2026-03-10 15:13:06.855,2026-03-10 15:13:36.797,2026-03-10 15:14:16.729
7,8,2,4.000000,10,12.505157470703125,5,marker,7,2026-03-10 15:14:46.750,2026-03-10 15:15:06.710,2026-03-10 15:15:46.730
8,22,8,2.750000,30,40.84219868977865,5,marker,8,2026-03-10 15:16:06.759,2026-03-10 15:16:26.710,2026-03-10 15:17:06.668
9,34,11,3.090909,45,60.201768239339195,5,marker,9,2026-03-10 15:17:26.738,2026-03-10 15:17:46.701,2026-03-10 15:18:26.644
10,45,15,3.000000,60,78.934326171875,5,marker,10,2026-03-10 15:18:46.696,2026-03-10 15:19:06.711,2026-03-10 15:19:46.649
11,60,20,3.000000,80,104.29455820719402,5,marker,11,2026-03-10 15:20:16.676,2026-03-10 15:20:36.685,2026-03-10 15:21:16.660
12,75,25,3.000000,100,130.44908142089844,5,marker,12,2026-03-10 15:21:36.587,2026-03-10 15:21:56.619,2026-03-10 15:22:36.628
13,8,2,4.000000,10,12.520759582519531,5,marker,13,2026-03-10 15:22:56.640,2026-03-10 15:23:16.614,2026-03-10 15:23:56.617
14,25,5,5.000000,30,42.117819468180336,5,marker,14,2026-03-10 15:24:16.529,2026-03-10 15:24:36.623,2026-03-10 15:25:16.602
15,38,8,4.750000,45,64.03409067789714,5,marker,15,2026-03-10 15:25:46.568,2026-03-10 15:26:06.502,2026-03-10 15:26:46.491
16,50,10,5.000000,60,83.25183614095052,5,marker,16,2026-03-10 15:27:06.479,2026-03-10 15:27:26.557,2026-03-10 15:28:06.483
17,67,13,5.153846,80,109.8874994913737,5,marker,17,2026-03-10 15:28:26.458,2026-03-10 15:28:46.438,2026-03-10 15:29:26.507
18,83,17,4.882353,100,135.57648722330728,5,marker,18,2026-03-10 15:29:46.502,2026-03-10 15:30:06.492,2026-03-10 15:30:46.460
19,9,1,9.000000,10,13.91952101389567,5,marker,19,2026-03-10 15:31:16.434,2026-03-10 15:31:26.442,2026-03-10 15:32:06.420
20,26,4,6.500000,30,43.129233042399086,5,marker,20,2026-03-10 15:32:36.366,2026-03-10 15:32:56.367,2026-03-10 15:33:36.383
21,39,6,6.500000,45,63.988660176595054,5,marker,21,2026-03-10 15:33:56.369,2026-03-10 15:34:16.439,2026-03-10 15:34:56.423
22,52,8,6.500000,60,83.87623087565105,5,marker,22,2026-03-10 15:35:26.316,2026-03-10 15:35:36.335,2026-03-10 15:36:16.302
23,70,10,7.000000,80,112.14612070719402,5,marker,23,2026-03-10 15:36:46.287,2026-03-10 15:37:06.322,2026-03-10 15:37:46.360
24,88,12,7.333333,100,139.1042226155599,5,marker,24,2026-03-10 15:38:06.316,2026-03-10 15:38:26.280,2026-03-10 15:39:06.320
25,10,0,inf,10,15.341138203938803,5,marker,25,2026-03-10 15:39:26.218,2026-03-10 15:39:46.301,2026-03-10 15:40:26.250
26,30,0,inf,30,44.7071533203125,5,marker,26,2026-03-10 15:40:46.177,2026-03-10 15:41:06.171,2026-03-10 15:41:46.167
27,45,0,inf,45,66.55836486816406,5,marker,27,2026-03-10 15:42:16.209,2026-03-10 15:42:36.194,2026-03-10 15:43:16.215
28,60,0,inf,60,88.45474243164062,5,marker,28,2026-03-10 15:43:36.118,2026-03-10 15:43:56.120,2026-03-10 15:44:36.128
29,80,0,inf,80,117.77909342447917,5,marker,29,2026-03-10 15:44:56.090,2026-03-10 15:45:16.107,2026-03-10 15:45:56.110
30,100,0,inf,100,144.45166015625,1,marker_interpolated,30,2026-03-10 15:45:56.110,2026-03-10 15:45:56.110,2026-03-10 15:45:56.110
