0.0,18.6,92.9,22.2,3.9,-2.8e+02
10.0,16.5,82.5,23.2,3.8,-3.2e+02
20.0,18.5,92.6,23.7,3.9,-2.8e+02
30.0,19.5,97.7,23.6,3.9,-3.3e+02
40.0,13.8,68.9,23.6,3.6,-2.8e+02
50.0,15.3,76.4,24.0,3.7,-3.1e+02
60.0,23.0,115.2,24.0,3.8,-3.3e+02
70.0,28.0,140.2,23.9,3.7,-2.9e+02
80.0,18.3,91.7,24.1,3.9,-2.7e+02
90.0,16.7,83.6,23.5,3.8,-3.2e+02
100.0,21.0,105.2,23.6,3.9,-2.9e+02
110.0,14.6,72.8,23.7,3.7,-3.1e+02
