segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
1,5,5,1.000000,10,22.91,1.0,1238.909090909091,0.1921044907543293,0.11461696507191077,0.02098620487232169,0.021793366598180215,0.1394736842105263,20.509794235229492,11,marker,1,2026-03-08 15:53:39.176,2026-03-08 15:53:49.176,2026-03-08 15:54:39.176,25.90909090909091,238.0,142.0,20.0,722.0,38.0,26.0,27.0,441.8181818181818,512.0
2,15,15,1.000000,30,22.886363636363637,1.0,2265.0,0.25747541641581373,0.1393939393939394,0.01713827011840257,0.017298815974312664,0.08677184466019418,50.86348342895508,11,marker,2,2026-03-08 15:55:59.156,2026-03-08 15:56:09.156,2026-03-08 15:56:59.156,43.81818181818182,583.1818181818181,315.72727272727275,31.818181818181817,1161.6363636363637,50.81818181818182,38.81818181818182,39.18181818181818,559.0909090909091,657.6363636363636
3,22,22,1.000000,45,22.91,1.0,2577.4,0.2448979591836735,0.13296345154031194,0.018351827422984402,0.01842942500193994,0.09734058938289351,73.34150695800781,10,marker,3,2026-03-08 15:57:19.181,2026-03-08 15:57:29.181,2026-03-08 15:58:19.181,51.0,631.2,342.7,36.7,1358.7,62.3,47.3,47.5,689.1,818.4
4,30,30,1.000000,60,22.906666666666666,1.0,3566.3333333333335,0.2294606972614263,0.12431068324142443,0.019534535937938125,0.01993955821416332,0.11158080140907088,98.953369140625,9,marker,4,2026-03-08 15:58:49.116,2026-03-08 15:58:59.116,2026-03-08 15:59:49.116,72.66666666666667,818.3333333333334,443.3333333333333,52.77777777777778,1944.2222222222222,94.22222222222223,69.66666666666667,71.11111111111111,1080.7777777777778,1295.3333333333333
5,40,40,1.000000,80,22.943,1.0,874.6,0.28733135147496,0.1473816601875143,0.014978275783215183,0.014863937800137205,0.06864807995791689,129.66383361816406,10,marker,5,2026-03-08 16:00:14.027,2026-03-08 16:00:24.027,2026-03-08 16:01:14.027,16.4,251.3,128.9,11.1,424.5,16.3,13.1,13.0,177.2,203.1
6,50,50,1.000000,100,22.895,1.0,3212.6,0.1616447737035423,0.09182593537944345,0.023594596277158687,0.024652929091701428,0.1903475377624954,165.72705078125,10,marker,6,2026-03-08 16:09:53.927,2026-03-08 16:10:03.927,2026-03-08 16:10:53.927,72.2,519.3,295.0,54.2,2001.9,115.0,75.8,79.2,1329.1,1604.3
7,8,2,4.000000,10,22.941,1.0,3258.5,0.1700475678993402,0.09568820009206691,0.023292926193033605,0.0243977290164186,0.17946645109135004,19.049415588378906,10,marker,7,2026-03-08 16:11:13.831,2026-03-08 16:11:23.831,2026-03-08 16:12:13.831,72.5,554.1,311.8,54.5,1997.2,113.0,75.9,79.5,1318.0,1611.8
8,22,8,2.750000,30,22.930909090909093,1.0,829.6363636363636,0.27712031558185407,0.14179268025421873,0.016326977865439404,0.01643655489809336,0.07821082919173424,60.25023651123047,11,marker,8,2026-03-08 16:12:38.767,2026-03-08 16:12:48.767,2026-03-08 16:13:38.767,16.181818181818183,229.9090909090909,117.63636363636364,10.727272727272727,411.45454545454544,16.545454545454547,13.545454545454545,13.636363636363637,182.8181818181818,210.54545454545453
9,34,11,3.090909,45,22.929000000000002,1.0,1951.8,0.08807254841684599,0.05840762373193975,0.02817911671277795,0.0302285070191618,0.39874081846799586,88.5675277709961,10,marker,9,2026-03-08 16:15:48.774,2026-03-08 16:15:58.774,2026-03-08 16:16:48.774,48.0,171.9,114.0,37.0,1377.9,89.0,55.0,59.0,1062.8,1266.4
10,45,15,3.000000,60,22.984545454545454,1.0,3418.090909090909,0.15699885635256258,0.08835341365461848,0.024122981994201972,0.025107050719434025,0.20065040650406502,117.32561492919922,11,marker,10,2026-03-08 16:19:33.676,2026-03-08 16:19:43.676,2026-03-08 16:20:33.676,78.0909090909091,536.6363636363636,302.0,58.54545454545455,2149.5454545454545,125.0,82.45454545454545,85.81818181818181,1428.5454545454545,1772.090909090909
11,60,20,3.000000,80,22.994444444444444,1.0,820.0,0.23197831978319783,0.12371273712737127,0.018021680216802168,0.018563685636856366,0.10285714285714286,154.21461486816406,9,marker,11,2026-03-08 16:20:58.681,2026-03-08 16:21:08.681,2026-03-08 16:21:58.681,16.88888888888889,190.22222222222223,101.44444444444444,11.777777777777779,447.8888888888889,21.77777777777778,14.777777777777779,15.222222222222221,242.88888888888889,282.1111111111111
12,75,25,3.000000,100,23.017,1.0,394.2,0.020294266869609334,0.020294266869609334,0.031202435312024355,0.033739218670725525,1.6,189.39932250976562,10,marker,12,2026-03-08 16:21:23.664,2026-03-08 16:21:33.664,2026-03-08 16:22:23.664,11.0,8.0,8.0,8.0,311.6,22.0,12.3,13.3,255.0,295.8
13,8,2,4.000000,10,22.956,1.0,1925.7,0.07664745287427947,0.05208495611985252,0.029080334423845874,0.031157501168406293,0.4679306171843486,19.25668716430664,10,marker,13,2026-03-08 16:24:08.536,2026-03-08 16:24:18.536,2026-03-08 16:25:08.536,48.0,147.6,100.3,38.0,1384.8,91.0,56.0,60.0,1086.4,1300.7
14,25,5,5.000000,30,23.008181818181818,1.0,3301.181818181818,0.06785448737366784,0.046897805193732274,0.02996172169746372,0.031806790956406795,0.5382769378449724,64.43251037597656,11,marker,14,2026-03-08 16:26:53.479,2026-03-08 16:27:03.479,2026-03-08 16:27:53.479,85.0,224.0,154.8181818181818,65.36363636363636,2408.090909090909,160.0,98.9090909090909,105.0,1892.3636363636363,2333.7272727272725
