segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-08T15:51:52.949,2026-03-08T15:51:52.949,2026-03-08T15:51:53.767,818.0,2026-03-08T15:52:03.768,2026-03-08T15:52:04.918,1150.0,2026-03-08T15:52:14.918,2026-03-08T15:52:14.918,2026-03-08T15:52:15.908,990.0,2026-03-08T15:52:25.909,2026-03-08T15:53:15.909,2026-03-08T15:53:15.909,10.0,10.0,10.0,10.0,50.0,1,20.509794235229492,2026-03-08T15:52:50.909,archive/2026-03-08/standard_csv/raw_bytes_20260308_155253.csv,1,20.509794235229492
2,normal,2,1,1,15,15,30,1.000000,2026-03-08T15:53:15.909,2026-03-08T15:53:15.909,2026-03-08T15:53:16.968,1059.0,2026-03-08T15:53:26.968,2026-03-08T15:53:28.384,1416.0,2026-03-08T15:53:38.385,2026-03-08T15:53:38.385,2026-03-08T15:53:39.124,739.0,2026-03-08T15:53:49.124,2026-03-08T15:54:39.124,2026-03-08T15:54:39.124,10.0,10.0,10.0,10.0,50.0,1,50.86348342895508,2026-03-08T15:54:14.124,archive/2026-03-08/standard_csv/raw_bytes_20260308_155416.csv,1,50.86348342895508
3,normal,3,1,1,22,22,45,1.000000,2026-03-08T15:54:39.124,2026-03-08T15:54:39.124,2026-03-08T15:54:39.858,734.0,2026-03-08T15:54:49.858,2026-03-08T15:54:50.710,852.0,2026-03-08T15:55:00.711,2026-03-08T15:55:00.711,2026-03-08T15:55:01.875,1164.0,2026-03-08T15:55:11.875,2026-03-08T15:56:01.875,2026-03-08T15:56:01.876,10.0,10.0,10.0,10.0,50.0,1,73.34150695800781,2026-03-08T15:55:36.876,archive/2026-03-08/standard_csv/raw_bytes_20260308_155539.csv,1,73.34150695800781
4,normal,4,1,1,30,30,60,1.000000,2026-03-08T15:56:01.876,2026-03-08T15:56:01.876,2026-03-08T15:56:02.628,752.0,2026-03-08T15:56:12.629,2026-03-08T15:56:13.575,946.0,2026-03-08T15:56:23.575,2026-03-08T15:56:23.575,2026-03-08T15:56:24.555,980.0,2026-03-08T15:56:34.555,2026-03-08T15:57:24.556,2026-03-08T15:57:24.556,10.0,10.0,10.0,10.0,50.0,1,98.953369140625,2026-03-08T15:56:59.556,archive/2026-03-08/standard_csv/raw_bytes_20260308_155701.csv,1,98.953369140625
5,normal,5,1,1,40,40,80,1.000000,2026-03-08T15:57:24.556,2026-03-08T15:57:24.556,2026-03-08T15:57:27.922,3366.0,2026-03-08T15:57:37.922,2026-03-08T15:57:39.091,1169.0,2026-03-08T15:57:49.091,2026-03-08T15:57:49.091,2026-03-08T15:57:50.152,1061.0,2026-03-08T15:58:00.152,2026-03-08T15:58:50.153,2026-03-08T15:58:50.153,10.0,10.0,10.0,10.0,50.0,1,129.66383361816406,2026-03-08T15:58:25.153,archive/2026-03-08/standard_csv/raw_bytes_20260308_155827.csv,1,129.66383361816406
6,normal,6,1,1,50,50,100,1.000000,2026-03-08T15:58:50.153,2026-03-08T15:58:50.153,2026-03-08T15:58:51.379,1226.0,2026-03-08T15:59:01.380,2026-03-08T15:59:02.398,1018.0,2026-03-08T15:59:12.399,2026-03-08T15:59:12.399,2026-03-08T15:59:13.513,1114.0,2026-03-08T15:59:23.513,2026-03-08T16:00:13.513,2026-03-08T16:00:13.513,10.0,10.0,10.0,10.0,50.0,1,165.72705078125,2026-03-08T15:59:48.513,archive/2026-03-08/standard_csv/raw_bytes_20260308_155950.csv,1,165.72705078125
7,normal,7,3,1,8,2,10,4.000000,2026-03-08T16:00:13.514,2026-03-08T16:00:13.514,2026-03-08T16:00:14.752,1238.0,2026-03-08T16:00:24.752,2026-03-08T16:00:26.168,1416.0,2026-03-08T16:00:36.169,2026-03-08T16:00:36.169,2026-03-08T16:00:37.992,1823.0,2026-03-08T16:00:47.993,2026-03-08T16:01:37.993,2026-03-08T16:01:37.993,10.0,10.0,10.0,10.0,50.0,1,19.049415588378906,2026-03-08T16:01:12.993,archive/2026-03-08/standard_csv/raw_bytes_20260308_160115.csv,1,19.049415588378906
8,normal,8,3,1,22,8,30,2.750000,2026-03-08T16:01:37.994,2026-03-08T16:05:41.943,2026-03-08T16:05:45.154,3211.0,2026-03-08T16:05:55.155,2026-03-08T16:05:56.767,1612.0,2026-03-08T16:06:06.767,2026-03-08T16:06:06.767,2026-03-08T16:06:07.463,696.0,2026-03-08T16:06:17.463,2026-03-08T16:07:07.463,2026-03-08T16:07:07.463,10.0,10.0,10.0,10.0,50.0,1,60.25023651123047,2026-03-08T16:06:42.463,archive/2026-03-08/standard_csv/raw_bytes_20260308_160644.csv,1,60.25023651123047
9,normal,9,3,1,34,11,45,3.090909,2026-03-08T16:07:07.463,2026-03-08T16:07:07.463,2026-03-08T16:07:08.348,885.0,2026-03-08T16:07:18.348,2026-03-08T16:07:19.344,996.0,2026-03-08T16:07:29.344,2026-03-08T16:07:29.344,2026-03-08T16:07:30.418,1074.0,2026-03-08T16:07:40.418,2026-03-08T16:08:30.419,2026-03-08T16:08:30.419,10.0,10.0,10.0,10.0,50.0,1,88.5675277709961,2026-03-08T16:08:05.419,archive/2026-03-08/standard_csv/raw_bytes_20260308_160807.csv,1,88.5675277709961
10,normal,10,3,1,45,15,60,3.000000,2026-03-08T16:08:30.419,2026-03-08T16:08:30.419,2026-03-08T16:08:31.243,824.0,2026-03-08T16:08:41.243,2026-03-08T16:08:42.148,905.0,2026-03-08T16:08:52.148,2026-03-08T16:08:52.148,2026-03-08T16:08:53.211,1063.0,2026-03-08T16:09:03.211,2026-03-08T16:09:53.212,2026-03-08T16:09:53.212,10.0,10.0,10.0,10.0,50.0,1,117.32561492919922,2026-03-08T16:09:28.212,archive/2026-03-08/standard_csv/raw_bytes_20260308_160930.csv,1,117.32561492919922
