File,PAR(mW/cm2),PPFD(umol/m2/s),PPFD-UV(umol/m2/s),PPFD-B(umol/m2/s),PPFD-G(umol/m2/s),PPFD-R(umol/m2/s),PPFD-FR(umol/m2/s),PPFD-IR(umol/m2/s),Integrat.Time(ms),Test Date,415nm(intensity),445nm(intensity),480nm(intensity),515nm(intensity),555nm(intensity),590nm(intensity),630nm(intensity),680nm(intensity),StartTestWave(nm),EndTestWave(nm)
archive/2026-04-25/standard_csv/raw_bytes_20260425_183418.csv,0.0019544600509107113,0.08810244500637054,0.0,0.007069945335388184,0.035261720418930054,0.045770786702632904,0.00860140286386013,0.0,5000.0,2000/03/01 20:59,0.002877447521314025,0.006944520398974419,0.015000964514911175,0.0,0.10903435200452805,0.10221995413303375,0.14038731157779694,0.016267860308289528,380.0,780.0
