segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-08T16:39:24.260,2026-03-08T16:39:24.261,2026-03-08T16:39:25.136,875.0,2026-03-08T16:39:35.136,2026-03-08T16:39:36.336,1200.0,2026-03-08T16:39:46.336,2026-03-08T16:39:46.336,2026-03-08T16:39:47.449,1113.0,2026-03-08T16:39:57.449,2026-03-08T16:40:47.450,2026-03-08T16:40:47.450,10.0,10.0,10.0,10.0,50.0,1,24.520627975463867,2026-03-08T16:40:22.449,archive/2026-03-08/standard_csv/raw_bytes_20260308_164024.csv,1,24.520627975463867
2,normal,2,1,1,15,15,30,1.000000,2026-03-08T16:40:47.450,2026-03-08T16:40:47.450,2026-03-08T16:40:48.049,599.0,2026-03-08T16:40:58.049,2026-03-08T16:40:58.869,820.0,2026-03-08T16:41:08.869,2026-03-08T16:41:08.869,2026-03-08T16:41:09.555,686.0,2026-03-08T16:41:19.555,2026-03-08T16:42:09.555,2026-03-08T16:42:09.555,10.0,10.0,10.0,10.0,50.0,1,61.584651947021484,2026-03-08T16:41:44.556,archive/2026-03-08/standard_csv/raw_bytes_20260308_164146.csv,1,61.584651947021484
3,normal,3,1,1,22,22,45,1.000000,2026-03-08T16:42:09.556,2026-03-08T16:42:09.556,2026-03-08T16:42:10.380,824.0,2026-03-08T16:42:20.381,2026-03-08T16:42:21.573,1192.0,2026-03-08T16:42:31.574,2026-03-08T16:42:31.574,2026-03-08T16:42:32.663,1089.0,2026-03-08T16:42:42.663,2026-03-08T16:43:32.664,2026-03-08T16:43:32.664,10.0,10.0,10.0,10.0,50.0,1,88.4251708984375,2026-03-08T16:43:07.664,archive/2026-03-08/standard_csv/raw_bytes_20260308_164309.csv,1,88.4251708984375
4,normal,4,1,1,30,30,60,1.000000,2026-03-08T16:43:32.665,2026-03-08T16:43:32.665,2026-03-08T16:43:33.309,644.0,2026-03-08T16:43:43.309,2026-03-08T16:43:44.141,832.0,2026-03-08T16:43:54.141,2026-03-08T16:43:54.141,2026-03-08T16:43:55.249,1108.0,2026-03-08T16:44:05.250,2026-03-08T16:44:55.250,2026-03-08T16:44:55.250,10.0,10.0,10.0,10.0,50.0,1,117.62090301513672,2026-03-08T16:44:30.250,archive/2026-03-08/standard_csv/raw_bytes_20260308_164432.csv,1,117.62090301513672
5,normal,5,1,1,40,40,80,1.000000,2026-03-08T16:44:55.250,2026-03-08T16:44:55.250,2026-03-08T16:44:55.918,668.0,2026-03-08T16:45:05.919,2026-03-08T16:45:06.841,922.0,2026-03-08T16:45:16.841,2026-03-08T16:45:16.841,2026-03-08T16:45:17.736,895.0,2026-03-08T16:45:27.736,2026-03-08T16:46:17.737,2026-03-08T16:46:17.737,10.0,10.0,10.0,10.0,50.0,1,154.92298889160156,2026-03-08T16:45:52.737,archive/2026-03-08/standard_csv/raw_bytes_20260308_164554.csv,1,154.92298889160156
6,normal,6,1,1,50,50,100,1.000000,2026-03-08T16:46:17.737,2026-03-08T16:46:17.737,2026-03-08T16:46:18.555,818.0,2026-03-08T16:46:28.555,2026-03-08T16:46:29.205,650.0,2026-03-08T16:46:39.205,2026-03-08T16:46:39.205,2026-03-08T16:46:40.267,1062.0,2026-03-08T16:46:50.267,2026-03-08T16:47:40.267,2026-03-08T16:47:40.267,10.0,10.0,10.0,10.0,50.0,1,199.76715087890625,2026-03-08T16:47:15.268,archive/2026-03-08/standard_csv/raw_bytes_20260308_164717.csv,1,199.76715087890625
7,normal,7,3,1,8,2,10,4.000000,2026-03-08T16:47:40.268,2026-03-08T16:47:40.268,2026-03-08T16:47:41.501,1233.0,2026-03-08T16:47:51.502,2026-03-08T16:47:52.560,1058.0,2026-03-08T16:48:02.560,2026-03-08T16:48:02.560,2026-03-08T16:48:03.481,921.0,2026-03-08T16:48:13.481,2026-03-08T16:49:03.482,2026-03-08T16:49:03.482,10.0,10.0,10.0,10.0,50.0,1,22.68019676208496,2026-03-08T16:48:38.481,archive/2026-03-08/standard_csv/raw_bytes_20260308_164840.csv,1,22.68019676208496
8,normal,8,3,1,22,8,30,2.750000,2026-03-08T16:49:03.482,2026-03-08T16:49:03.482,2026-03-08T16:49:05.002,1520.0,2026-03-08T16:49:15.003,2026-03-08T16:49:15.947,944.0,2026-03-08T16:49:25.947,2026-03-08T16:49:25.947,2026-03-08T16:49:26.906,959.0,2026-03-08T16:49:36.906,2026-03-08T16:50:26.906,2026-03-08T16:50:26.907,10.0,10.0,10.0,10.0,50.0,1,72.0833511352539,2026-03-08T16:50:01.907,archive/2026-03-08/standard_csv/raw_bytes_20260308_165004.csv,1,72.0833511352539
9,normal,9,3,1,34,11,45,3.090909,2026-03-08T16:50:26.907,2026-03-08T16:50:26.907,2026-03-08T16:50:27.593,686.0,2026-03-08T16:50:37.593,2026-03-08T16:50:38.326,733.0,2026-03-08T16:50:48.326,2026-03-08T16:50:48.326,2026-03-08T16:50:49.024,698.0,2026-03-08T16:50:59.024,2026-03-08T16:51:49.024,2026-03-08T16:51:49.024,10.0,10.0,10.0,10.0,50.0,1,105.50768280029297,2026-03-08T16:51:24.024,archive/2026-03-08/standard_csv/raw_bytes_20260308_165126.csv,1,105.50768280029297
10,normal,10,3,1,45,15,60,3.000000,2026-03-08T16:51:49.025,2026-03-08T16:51:49.025,2026-03-08T16:51:49.657,632.0,2026-03-08T16:51:59.657,2026-03-08T16:52:00.925,1268.0,2026-03-08T16:52:10.925,2026-03-08T16:52:10.925,2026-03-08T16:52:11.834,909.0,2026-03-08T16:52:21.835,2026-03-08T16:53:11.835,2026-03-08T16:53:11.835,10.0,10.0,10.0,10.0,50.0,1,138.33624267578125,2026-03-08T16:52:46.835,archive/2026-03-08/standard_csv/raw_bytes_20260308_165248.csv,1,138.33624267578125
