segment_id,segment_type,condition_index,ratio_r,ratio_b,pwm_r,pwm_b,total_pwm,rb_ratio_pwm,segment_start_master_time,marker_off_request_master_time,marker_off_start_master_time,marker_off_delay_ms,marker_blue_request_master_time,marker_blue_start_master_time,marker_blue_delay_ms,marker_end_master_time,target_pwm_request_master_time,target_pwm_applied_master_time,target_pwm_delay_ms,steady_start_master_time,steady_end_master_time,segment_end_master_time,Ts,T_off,T_blue,T_settle,T_meas,N_spec,ppfd_1,ppfd_1_time,spec_file_1,ppfd_valid_count,PPFD_spec_mean
1,normal,1,1,1,5,5,10,1.000000,2026-03-08T17:46:15.543,2026-03-08T17:46:15.544,2026-03-08T17:46:16.205,661.0,2026-03-08T17:46:26.205,2026-03-08T17:46:27.257,1052.0,2026-03-08T17:46:37.257,2026-03-08T17:46:37.257,2026-03-08T17:46:38.328,1071.0,2026-03-08T17:46:48.329,2026-03-08T17:47:38.329,2026-03-08T17:47:38.329,10.0,10.0,10.0,10.0,50.0,1,21.72632598876953,2026-03-08T17:47:13.329,archive/2026-03-08/standard_csv/raw_bytes_20260308_174715.csv,1,21.72632598876953
2,normal,2,1,1,15,15,30,1.000000,2026-03-08T17:47:38.330,2026-03-08T17:47:38.330,2026-03-08T17:47:38.985,655.0,2026-03-08T17:47:48.985,2026-03-08T17:47:49.956,971.0,2026-03-08T17:47:59.957,2026-03-08T17:47:59.957,2026-03-08T17:48:00.903,946.0,2026-03-08T17:48:10.903,2026-03-08T17:49:00.904,2026-03-08T17:49:00.904,10.0,10.0,10.0,10.0,50.0,1,54.39625549316406,2026-03-08T17:48:35.903,archive/2026-03-08/standard_csv/raw_bytes_20260308_174838.csv,1,54.39625549316406
3,normal,3,1,1,22,22,45,1.000000,2026-03-08T17:49:00.904,2026-03-08T17:49:00.904,2026-03-08T17:49:01.519,615.0,2026-03-08T17:49:11.519,2026-03-08T17:49:12.281,762.0,2026-03-08T17:49:22.281,2026-03-08T17:49:22.281,2026-03-08T17:49:22.970,689.0,2026-03-08T17:49:32.970,2026-03-08T17:50:22.970,2026-03-08T17:50:22.971,10.0,10.0,10.0,10.0,50.0,1,78.6697006225586,2026-03-08T17:49:57.970,archive/2026-03-08/standard_csv/raw_bytes_20260308_175000.csv,1,78.6697006225586
4,normal,4,1,1,30,30,60,1.000000,2026-03-08T17:50:22.971,2026-03-08T17:50:22.971,2026-03-08T17:50:23.966,995.0,2026-03-08T17:50:33.966,2026-03-08T17:50:34.932,966.0,2026-03-08T17:50:44.933,2026-03-08T17:50:44.933,2026-03-08T17:50:45.728,795.0,2026-03-08T17:50:55.728,2026-03-08T17:51:45.729,2026-03-08T17:51:45.729,10.0,10.0,10.0,10.0,50.0,1,105.35052490234375,2026-03-08T17:51:20.728,archive/2026-03-08/standard_csv/raw_bytes_20260308_175122.csv,1,105.35052490234375
5,normal,5,1,1,40,40,80,1.000000,2026-03-08T17:51:45.729,2026-03-08T17:51:45.729,2026-03-08T17:51:46.879,1150.0,2026-03-08T17:51:56.880,2026-03-08T17:51:57.728,848.0,2026-03-08T17:52:07.728,2026-03-08T17:52:07.728,2026-03-08T17:52:08.401,673.0,2026-03-08T17:52:18.401,2026-03-08T17:53:08.401,2026-03-08T17:53:08.401,10.0,10.0,10.0,10.0,50.0,1,138.37937927246094,2026-03-08T17:52:43.402,archive/2026-03-08/standard_csv/raw_bytes_20260308_175245.csv,1,138.37937927246094
6,normal,6,1,1,50,50,100,1.000000,2026-03-08T17:53:08.402,2026-03-08T17:53:08.402,2026-03-08T17:53:08.960,558.0,2026-03-08T17:53:18.960,2026-03-08T17:53:19.846,886.0,2026-03-08T17:53:29.846,2026-03-08T17:53:29.846,2026-03-08T17:53:30.588,742.0,2026-03-08T17:53:40.589,2026-03-08T17:54:30.589,2026-03-08T17:54:30.589,10.0,10.0,10.0,10.0,50.0,1,170.22125244140625,2026-03-08T17:54:05.589,archive/2026-03-08/standard_csv/raw_bytes_20260308_175407.csv,1,170.22125244140625
7,normal,7,3,1,8,2,10,4.000000,2026-03-08T17:54:30.589,2026-03-08T17:54:30.589,2026-03-08T17:54:31.923,1334.0,2026-03-08T17:54:41.923,2026-03-08T17:54:42.804,881.0,2026-03-08T17:54:52.804,2026-03-08T17:54:52.804,2026-03-08T17:54:53.516,712.0,2026-03-08T17:55:03.516,2026-03-08T17:55:53.517,2026-03-08T17:55:53.517,10.0,10.0,10.0,10.0,50.0,1,20.075197219848633,2026-03-08T17:55:28.517,archive/2026-03-08/standard_csv/raw_bytes_20260308_175530.csv,1,20.075197219848633
8,normal,8,3,1,22,8,30,2.750000,2026-03-08T17:55:53.517,2026-03-08T17:55:53.517,2026-03-08T17:55:54.188,671.0,2026-03-08T17:56:04.189,2026-03-08T17:56:05.213,1024.0,2026-03-08T17:56:15.213,2026-03-08T17:56:15.213,2026-03-08T17:56:15.698,485.0,2026-03-08T17:56:25.699,2026-03-08T17:57:15.699,2026-03-08T17:57:15.699,10.0,10.0,10.0,10.0,50.0,1,63.384735107421875,2026-03-08T17:56:50.699,archive/2026-03-08/standard_csv/raw_bytes_20260308_175652.csv,1,63.384735107421875
9,normal,9,3,1,34,11,45,3.090909,2026-03-08T17:57:15.700,2026-03-08T17:57:15.700,2026-03-08T17:57:16.638,938.0,2026-03-08T17:57:26.638,2026-03-08T17:57:27.490,852.0,2026-03-08T17:57:37.491,2026-03-08T17:57:37.491,2026-03-08T17:57:38.552,1061.0,2026-03-08T17:57:48.552,2026-03-08T17:58:38.552,2026-03-08T17:58:38.553,10.0,10.0,10.0,10.0,50.0,1,93.15764617919922,2026-03-08T17:58:13.553,archive/2026-03-08/standard_csv/raw_bytes_20260308_175815.csv,1,93.15764617919922
10,normal,10,3,1,45,15,60,3.000000,2026-03-08T17:58:38.553,2026-03-08T17:58:38.553,2026-03-08T17:58:39.832,1279.0,2026-03-08T17:58:49.832,2026-03-08T17:58:50.698,866.0,2026-03-08T17:59:00.698,2026-03-08T17:59:00.698,2026-03-08T17:59:01.965,1267.0,2026-03-08T17:59:11.966,2026-03-08T18:00:01.966,2026-03-08T18:00:01.966,10.0,10.0,10.0,10.0,50.0,1,123.16352081298828,2026-03-08T17:59:36.966,archive/2026-03-08/standard_csv/raw_bytes_20260308_175939.csv,1,123.16352081298828
11,normal,11,3,1,60,20,80,3.000000,2026-03-08T18:00:01.967,2026-03-08T18:00:01.967,2026-03-08T18:00:02.871,904.0,2026-03-08T18:00:12.871,2026-03-08T18:00:13.791,920.0,2026-03-08T18:00:23.792,2026-03-08T18:00:23.792,2026-03-08T18:00:24.754,962.0,2026-03-08T18:00:34.754,2026-03-08T18:01:24.755,2026-03-08T18:01:24.755,10.0,10.0,10.0,10.0,50.0,1,161.8126983642578,2026-03-08T18:00:59.755,archive/2026-03-08/standard_csv/raw_bytes_20260308_180101.csv,1,161.8126983642578
12,normal,12,3,1,75,25,100,3.000000,2026-03-08T18:01:24.755,2026-03-08T18:01:24.755,2026-03-08T18:01:25.881,1126.0,2026-03-08T18:01:35.881,2026-03-08T18:01:37.145,1264.0,2026-03-08T18:01:47.145,2026-03-08T18:01:47.145,2026-03-08T18:01:48.409,1264.0,2026-03-08T18:01:58.410,2026-03-08T18:02:48.411,2026-03-08T18:02:48.411,10.0,10.0,10.0,10.0,50.0,1,198.90892028808594,2026-03-08T18:02:23.410,archive/2026-03-08/standard_csv/raw_bytes_20260308_180225.csv,1,198.90892028808594
13,normal,13,5,1,8,2,10,4.000000,2026-03-08T18:02:48.411,2026-03-08T18:02:48.411,2026-03-08T18:02:49.641,1230.0,2026-03-08T18:02:59.641,2026-03-08T18:03:00.583,942.0,2026-03-08T18:03:10.583,2026-03-08T18:03:10.583,2026-03-08T18:03:12.823,2240.0,2026-03-08T18:03:22.823,2026-03-08T18:04:12.824,2026-03-08T18:04:12.824,10.0,10.0,10.0,10.0,50.0,1,20.034326553344727,2026-03-08T18:03:47.824,archive/2026-03-08/standard_csv/raw_bytes_20260308_180349.csv,1,20.034326553344727
14,normal,14,5,1,25,5,30,5.000000,2026-03-08T18:04:12.824,2026-03-08T18:04:12.824,2026-03-08T18:04:13.761,937.0,2026-03-08T18:04:23.761,2026-03-08T18:04:24.467,706.0,2026-03-08T18:04:34.467,2026-03-08T18:04:34.467,2026-03-08T18:04:35.200,733.0,2026-03-08T18:04:45.200,2026-03-08T18:05:35.201,2026-03-08T18:05:35.201,10.0,10.0,10.0,10.0,50.0,1,67.32495880126953,2026-03-08T18:05:10.201,archive/2026-03-08/standard_csv/raw_bytes_20260308_180512.csv,1,67.32495880126953
15,normal,15,5,1,38,8,45,4.750000,2026-03-08T18:05:35.201,2026-03-08T18:05:35.201,2026-03-08T18:05:36.133,932.0,2026-03-08T18:05:46.133,2026-03-08T18:05:47.044,911.0,2026-03-08T18:05:57.044,2026-03-08T18:05:57.044,2026-03-08T18:05:58.044,1000.0,2026-03-08T18:06:08.045,2026-03-08T18:06:58.045,2026-03-08T18:06:58.045,10.0,10.0,10.0,10.0,50.0,1,99.39401245117188,2026-03-08T18:06:33.045,archive/2026-03-08/standard_csv/raw_bytes_20260308_180635.csv,1,99.39401245117188
