segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
1,5,5,1.000000,10,23.563636363636363,1.0,2415.0,0.24536043666478446,0.13419913419913418,0.017843026538678714,0.0181441746659138,0.09481305167112963,21.72632598876953,11,marker,1,2026-03-08 17:50:21.949,2026-03-08 17:50:31.949,2026-03-08 17:51:21.949,47.81818181818182,592.5454545454545,324.09090909090907,34.54545454545455,1270.7272727272727,58.36363636363637,43.09090909090909,43.81818181818182,645.8181818181819,762.4545454545455
2,15,15,1.000000,30,23.519,1.0,2944.5,0.23959925284428596,0.13024282560706402,0.01837323824078791,0.018814739344540667,0.10055096418732783,54.39625549316406,10,marker,2,2026-03-08 17:51:41.942,2026-03-08 17:51:51.942,2026-03-08 17:52:41.942,59.3,705.5,383.5,43.2,1569.6,73.9,54.1,55.4,817.2,974.5
3,22,22,1.000000,45,23.508,1.0,3855.4,0.22908128858224827,0.12437101208694298,0.019271670903148828,0.019764486175234738,0.11044250385264548,78.6697006225586,10,marker,3,2026-03-08 17:53:06.835,2026-03-08 17:53:16.835,2026-03-08 17:54:06.835,79.3,883.2,479.5,57.7,2102.7,102.5,74.3,76.2,1151.3,1386.7
4,30,30,1.000000,60,23.519,1.0,943.6,0.2927087749046206,0.14921576939381095,0.015048749470114454,0.014942772361169986,0.06786570743405275,105.35052490234375,10,marker,4,2026-03-08 17:54:31.791,2026-03-08 17:54:41.791,2026-03-08 17:55:31.791,18.0,276.2,140.8,12.4,450.5,17.4,14.2,14.1,182.2,209.7
5,40,40,1.000000,80,23.456,1.0,3024.2,0.17429402817273992,0.0980755241055486,0.022749818133721317,0.023874082401957545,0.17117882724292824,138.37937927246094,10,marker,5,2026-03-08 18:00:01.693,2026-03-08 18:00:11.693,2026-03-08 18:01:01.693,67.7,527.1,296.6,50.2,1839.0,102.6,68.8,72.2,1184.9,1440.1
6,50,50,1.000000,100,23.487272727272728,1.0,3246.0,0.1636419649358651,0.09267350025205848,0.02358147090124909,0.02470173080154596,0.1883741258741259,170.22125244140625,11,marker,6,2026-03-08 18:01:21.735,2026-03-08 18:01:31.735,2026-03-08 18:02:21.735,73.63636363636364,531.1818181818181,300.8181818181818,55.18181818181818,2013.2727272727273,115.18181818181819,76.54545454545455,80.18181818181819,1323.8181818181818,1634.0
7,8,2,4.000000,10,23.505,1.0,1315.5,0.31349296845305963,0.1589509692132269,0.013911060433295326,0.013606993538578487,0.0582461786001609,20.075197219848633,10,marker,7,2026-03-08 18:02:46.694,2026-03-08 18:02:56.694,2026-03-08 18:03:46.694,24.2,412.4,209.1,16.4,596.6,20.6,18.3,17.9,210.4,244.2
8,22,8,2.750000,30,23.474,1.0,363.0,0.02203856749311295,0.01928374655647383,0.03305785123966942,0.03581267217630854,1.6666666666666667,63.384735107421875,10,marker,8,2026-03-08 18:03:11.664,2026-03-08 18:03:21.664,2026-03-08 18:04:11.664,10.0,8.0,7.0,8.0,285.0,20.0,12.0,13.0,247.0,286.1
9,34,11,3.090909,45,23.502000000000002,1.0,3369.8,0.16354086295922607,0.09226066828891921,0.023799632025639502,0.02492729538845035,0.19048723897911832,93.15764617919922,10,marker,9,2026-03-08 18:09:46.497,2026-03-08 18:09:56.497,2026-03-08 18:10:46.497,76.8,551.1,310.9,57.2,2089.5,120.1,80.2,84.0,1379.2,1717.2
10,45,15,3.000000,60,23.522,1.0,1010.9,0.2751013947967158,0.14056781086160847,0.016025323968740724,0.016025323968740724,0.07710613993336506,123.16352081298828,10,marker,10,2026-03-08 18:11:11.528,2026-03-08 18:11:21.528,2026-03-08 18:12:11.528,19.8,278.1,142.1,13.2,504.3,21.0,16.2,16.2,227.7,266.1
11,60,20,3.000000,80,23.552,1.0,1974.4,0.07901134521880064,0.053687196110210694,0.028869529983792542,0.03089546191247974,0.45038167938931295,161.8126983642578,10,marker,11,2026-03-08 18:14:21.423,2026-03-08 18:14:31.423,2026-03-08 18:15:21.423,50.0,156.0,106.0,39.0,1413.4,92.0,57.0,61.0,1107.4,1332.2
12,75,25,3.000000,100,23.605,1.0,1106.7,0.2878828950935213,0.1490015360983103,0.014276678413300804,0.01472847203397488,0.06639089968976215,198.90892028808594,10,marker,12,2026-03-08 18:19:31.240,2026-03-08 18:19:41.240,2026-03-08 18:20:31.240,21.0,318.6,164.9,14.3,535.0,20.8,15.8,16.3,219.7,258.1
13,8,2,4.000000,10,23.636363636363637,1.0,434.72727272727275,0.0219573400250941,0.020493517356754493,0.02948557089084065,0.033667921371810954,1.4876847290640394,20.034326553344727,11,marker,13,2026-03-08 18:19:56.270,2026-03-08 18:20:06.270,2026-03-08 18:20:56.270,11.818181818181818,9.545454545454545,8.909090909090908,8.909090909090908,344.45454545454544,23.636363636363637,12.818181818181818,14.636363636363637,276.8181818181818,324.27272727272725
14,25,5,5.000000,30,23.644,1.0,1896.2,0.021622191751924903,0.02109482122139015,0.03322434342368948,0.035861196076363254,1.617283950617284,67.32495880126953,10,marker,14,2026-03-08 18:22:46.203,2026-03-08 18:22:56.203,2026-03-08 18:23:46.203,52.0,41.0,40.0,40.0,1488.2,104.0,63.0,68.0,1263.5,1532.1
15,38,8,4.750000,45,23.499000000000002,1.0,2005.4,0.09100428842126258,0.060337089857385055,0.027924603570360026,0.02991921811110003,0.38220757825370677,99.39401245117188,10,master_time_fallback,,,2026-03-08 18:06:08.045,2026-03-08 18:06:58.045,50.0,182.5,121.0,38.0,1407.9,90.0,56.0,60.0,1083.2,1297.3
16,50,10,5.000000,60,23.438000000000002,1.0,2570.7,0.08581320262963396,0.05679386937410044,0.028747033881822075,0.030341930213560513,0.4143480632842335,128.08578491210938,10,master_time_fallback,,,2026-03-08 18:07:34.298,2026-03-08 18:08:24.298,64.0,220.6,146.0,50.0,1820.2,118.0,73.9,78.0,1406.5,1704.8
17,67,13,5.153846,80,23.456,1.0,3367.0,0.08215028215028215,0.05435105435105435,0.028898128898128896,0.03088803088803089,0.43798955613577023,167.7392120361328,10,master_time_fallback,,,2026-03-08 18:08:59.460,2026-03-08 18:09:49.460,85.0,276.6,183.0,66.0,2398.1,157.0,97.3,104.0,1853.0,2282.0
18,83,17,4.882353,100,23.534,1.0,4146.2,0.08320872123872462,0.054604215908542766,0.028942163909121608,0.030871641503063048,0.4340217010850543,218.32740783691406,10,master_time_fallback,,,2026-03-08 18:10:22.184,2026-03-08 18:11:12.184,105.0,345.0,226.4,81.0,2948.2,192.6,120.0,128.0,2257.0,2827.4
19,9,1,9.000000,10,23.515,1.0,402.2,0.022376926902038786,0.019890601690701143,0.03232222774738936,0.034808552958727,1.588235294117647,22.38798713684082,10,master_time_fallback,,,2026-03-08 18:11:45.123,2026-03-08 18:12:35.124,11.0,9.0,8.0,8.0,317.2,22.0,13.0,14.0,274.0,319.5
20,26,4,6.500000,30,23.549,1.0,1364.0,0.08651026392961877,0.05791788856304985,0.028592375366568914,0.030058651026392963,0.40609137055837563,68.60670471191406,10,master_time_fallback,,,2026-03-08 18:13:08.267,2026-03-08 18:13:58.267,34.0,118.0,79.0,26.0,965.0,62.0,39.0,41.0,750.8,891.9
21,39,6,6.500000,45,23.552,1.0,1974.4,0.07901134521880064,0.053687196110210694,0.028869529983792542,0.03089546191247974,0.45038167938931295,99.72386169433594,10,master_time_fallback,,,2026-03-08 18:14:31.511,2026-03-08 18:15:21.512,50.0,156.0,106.0,39.0,1413.4,92.0,57.0,61.0,1107.4,1332.2
22,52,8,6.500000,60,23.562,1.0,2581.4,0.07554040443170372,0.05152242968931588,0.029441388393894784,0.03137832184086155,0.47865853658536583,130.909423828125,10,master_time_fallback,,,2026-03-08 18:15:54.884,2026-03-08 18:16:44.884,65.5,195.0,133.0,51.0,1857.9,122.0,76.0,81.0,1456.7,1773.7
23,70,10,7.000000,80,23.526666666666667,1.0,3379.3333333333335,0.07042809232590254,0.048234365752613924,0.029887551785362003,0.031663049911225094,0.5187032418952618,172.1933135986328,9,master_time_fallback,,,2026-03-08 18:17:17.854,2026-03-08 18:18:07.855,87.0,238.0,163.0,67.0,2453.3333333333335,163.0,101.0,107.0,1926.2222222222222,2386.0
24,88,12,7.333333,100,23.602,1.0,4163.1,0.06749777809805192,0.04635968388940933,0.030025702000912778,0.031971367490571924,0.5445147679324895,223.8484649658203,10,master_time_fallback,,,2026-03-08 18:18:40.787,2026-03-08 18:19:30.787,108.0,281.0,193.0,83.0,3037.2,202.8,125.0,133.1,2377.8,2996.1
25,10,0,inf,10,23.625,1.0,443.7,0.02186161821050259,0.02028397565922921,0.03155285102546766,0.03606040117196304,1.6042780748663101,24.499147415161133,10,master_time_fallback,,,2026-03-08 18:20:05.582,2026-03-08 18:20:55.582,12.0,9.7,9.0,9.0,350.0,24.0,14.0,16.0,301.6,353.3
26,30,0,inf,30,23.602,1.0,1277.9,0.021910947648485796,0.021128413803897017,0.032866421472728696,0.035918303466624925,1.5981818181818184,70.05565643310547,10,master_time_fallback,,,2026-03-08 18:21:29.091,2026-03-08 18:22:19.092,35.0,28.0,27.0,27.0,1003.0,70.0,42.0,45.9,856.5,1024.9
27,45,0,inf,45,23.644,1.0,1896.1,0.0216233321027372,0.021095933758767997,0.033226095670059595,0.035863087389905596,1.617283950617284,104.84937286376953,10,master_time_fallback,,,2026-03-08 18:22:56.289,2026-03-08 18:23:46.290,52.0,41.0,40.0,40.0,1488.1,104.0,63.0,68.0,1263.1,1532.5
28,60,0,inf,60,23.617,1.0,2508.0,0.021929824561403508,0.020893141945773522,0.033094098883572565,0.03588516746411483,1.6108007448789572,138.29783630371094,10,master_time_fallback,,,2026-03-08 18:24:19.115,2026-03-08 18:25:09.116,69.0,55.0,52.4,53.1,1967.5,138.0,83.0,90.0,1660.0,2040.9
29,80,0,inf,80,23.621,1.0,3306.3,0.021776608293258323,0.02086924961437256,0.03326981822581133,0.0356894413695067,1.6170212765957446,182.23582458496094,10,master_time_fallback,,,2026-03-08 18:25:42.232,2026-03-08 18:26:32.232,91.0,72.0,69.0,71.0,2593.3,182.0,110.0,118.0,2170.1,2720.0
30,100,0,inf,100,23.63,1.0,4001.6,0.021741303478608556,0.02099160335865654,0.03323670531787285,0.035735705717712916,1.6140350877192982,230.71707153320312,10,master_time_fallback,,,2026-03-08 18:27:04.537,2026-03-08 18:27:54.537,111.0,87.0,84.0,85.5,3137.2,220.9,133.0,143.0,2606.0,3320.4
