# Start @ 2025-10-12 14:52:18 - riotee_data
id,timestamp,device_id,update_type,temperature,humidity,a1_raw,vcap_raw,sp_415,sp_445,sp_480,sp_515,sp_555,sp_590,sp_630,sp_680,sp_clear,sp_nir,spectral_gain,sleep_time
1,2025-10-12 14:52:18.543,L_6vSQ==,PACKET_DATA,27.87,53.32,1.506,4.604,231.00,1092.00,583.00,180.00,5560.00,407.00,236.00,259.00,4337.00,7211.00,1,5
2,2025-10-12 14:52:28.605,L_6vSQ==,PACKET_DATA,27.84,53.79,1.499,4.669,231.00,1092.00,583.00,180.00,5560.00,407.00,236.00,259.00,4336.00,7214.00,1,5
3,2025-10-12 14:52:34.236,L_6vSQ==,PACKET_DATA,27.83,54.26,1.499,4.669,231.00,1092.00,583.00,180.00,5560.00,407.00,236.00,258.00,4334.00,7215.00,1,5
4,2025-10-12 14:52:39.766,L_6vSQ==,PACKET_DATA,27.83,54.45,1.498,4.669,231.00,1092.00,583.00,180.00,5559.00,407.00,236.00,258.00,4332.00,7218.00,1,5
5,2025-10-12 14:52:45.387,L_6vSQ==,PACKET_DATA,27.97,54.25,1.499,4.717,231.00,1092.00,583.00,180.00,5560.00,407.00,236.00,258.00,4333.00,7219.00,1,5
6,2025-10-12 14:52:50.978,L_6vSQ==,PACKET_DATA,27.83,54.59,1.499,4.717,231.00,1093.00,583.00,180.00,5557.00,407.00,237.00,258.00,4332.00,7221.00,1,5
7,2025-10-12 14:52:56.597,L_6vSQ==,PACKET_DATA,27.97,55.02,1.499,4.717,231.00,1093.00,583.00,180.00,5562.00,407.00,237.00,259.00,4331.00,7224.00,1,5
8,2025-10-12 14:53:02.220,L_6vSQ==,PACKET_DATA,28.14,55.18,1.499,4.717,232.00,1093.00,583.00,180.00,5562.00,407.00,237.00,259.00,4331.00,7226.00,1,5
9,2025-10-12 14:53:07.851,L_6vSQ==,PACKET_DATA,27.96,55.62,1.499,4.717,231.00,1093.00,583.00,180.00,5562.00,407.00,237.00,259.00,4330.00,7225.00,1,5
10,2025-10-12 14:53:13.481,L_6vSQ==,PACKET_DATA,27.87,55.71,1.502,4.718,231.00,1093.00,583.00,180.00,5562.00,407.00,237.00,258.00,4328.00,7226.00,1,5
11,2025-10-12 14:53:24.713,L_6vSQ==,PACKET_DATA,28.09,56.40,1.555,4.721,232.00,1093.00,583.00,180.00,5563.00,407.00,237.00,258.00,4328.00,7231.00,1,5
12,2025-10-12 14:53:30.234,L_6vSQ==,PACKET_DATA,27.97,56.65,1.555,4.718,232.00,1093.00,583.00,180.00,5561.00,407.00,237.00,258.00,4326.00,7231.00,1,5
13,2025-10-12 14:53:35.857,L_6vSQ==,PACKET_DATA,28.09,56.59,1.555,4.718,232.00,1094.00,583.00,180.00,5563.00,407.00,237.00,258.00,4326.00,7233.00,1,5
14,2025-10-12 14:53:41.474,L_6vSQ==,PACKET_DATA,27.97,56.38,1.555,4.718,232.00,1094.00,583.00,180.00,5564.00,407.00,237.00,258.00,4324.00,7234.00,1,5
15,2025-10-12 14:53:47.095,L_6vSQ==,PACKET_DATA,28.10,56.60,1.555,4.721,232.00,1094.00,583.00,180.00,5563.00,407.00,237.00,258.00,4323.00,7235.00,1,5
16,2025-10-12 14:53:52.718,L_6vSQ==,PACKET_DATA,28.09,57.11,1.543,4.718,232.00,1094.00,583.00,180.00,5565.00,407.00,237.00,259.00,4324.00,7238.00,1,5
17,2025-10-12 14:53:58.334,L_6vSQ==,PACKET_DATA,28.03,57.36,1.543,4.718,232.00,1093.00,583.00,180.00,5565.00,407.00,237.00,259.00,4324.00,7240.00,1,5
18,2025-10-12 14:54:03.926,L_6vSQ==,PACKET_DATA,28.10,57.55,1.541,4.718,232.00,1094.00,583.00,180.00,5564.00,407.00,237.00,259.00,4323.00,7241.00,1,5
19,2025-10-12 14:54:15.108,L_6vSQ==,PACKET_DATA,28.09,58.24,1.541,4.718,232.00,1094.00,583.00,180.00,5566.00,407.00,237.00,259.00,4322.00,7243.00,1,5
20,2025-10-12 14:54:20.724,L_6vSQ==,PACKET_DATA,28.12,58.40,1.543,4.720,232.00,1095.00,583.00,180.00,5566.00,407.00,237.00,259.00,4321.00,7246.00,1,5
21,2025-10-12 14:54:26.342,L_6vSQ==,PACKET_DATA,28.12,58.42,1.543,4.717,232.00,1095.00,583.00,180.00,5566.00,407.00,237.00,259.00,4320.00,7247.00,1,5
22,2025-10-12 14:54:31.960,L_6vSQ==,PACKET_DATA,28.34,58.04,1.513,4.717,232.00,1094.00,583.00,180.00,5566.00,407.00,237.00,258.00,4319.00,7247.00,1,5
23,2025-10-12 14:54:37.582,L_6vSQ==,PACKET_DATA,28.21,58.60,1.543,4.720,232.00,1095.00,583.00,180.00,5566.00,407.00,237.00,258.00,4320.00,7250.00,1,5
24,2025-10-12 14:54:43.200,L_6vSQ==,PACKET_DATA,28.09,58.75,1.543,4.721,232.00,1095.00,584.00,180.00,5567.00,407.00,237.00,258.00,4318.00,7249.00,1,5
25,2025-10-12 14:54:54.417,L_6vSQ==,PACKET_DATA,28.28,59.02,1.572,4.717,232.00,1095.00,584.00,180.00,5565.00,407.00,237.00,258.00,4317.00,7252.00,1,5
26,2025-10-12 14:55:00.039,L_6vSQ==,PACKET_DATA,28.21,58.91,1.565,4.717,232.00,1095.00,584.00,180.00,5568.00,407.00,237.00,258.00,4317.00,7254.00,1,5
27,2025-10-12 14:55:05.555,L_6vSQ==,PACKET_DATA,28.21,59.21,1.572,4.717,232.00,1095.00,584.00,180.00,5568.00,407.00,237.00,258.00,4314.00,7255.00,1,5
28,2025-10-12 14:55:11.169,L_6vSQ==,PACKET_DATA,28.34,59.72,1.572,4.720,232.00,1095.00,584.00,180.00,5568.00,407.00,237.00,258.00,4315.00,7256.00,1,5
29,2025-10-12 14:55:16.845,L_6vSQ==,PACKET_DATA,28.34,59.99,1.565,4.717,232.00,1095.00,584.00,180.00,5567.00,407.00,237.00,258.00,4315.00,7258.00,1,5
30,2025-10-12 14:55:22.418,L_6vSQ==,PACKET_DATA,28.15,60.16,1.542,4.717,232.00,1096.00,584.00,180.00,5568.00,407.00,237.00,258.00,4314.00,7258.00,1,5
31,2025-10-12 14:55:28.027,L_6vSQ==,PACKET_DATA,28.34,60.02,1.497,4.715,232.00,1096.00,583.00,180.00,5569.00,407.00,237.00,258.00,4314.00,7261.00,1,5
32,2025-10-12 14:55:33.633,L_6vSQ==,PACKET_DATA,28.34,60.28,1.542,4.717,232.00,1095.00,584.00,180.00,5569.00,407.00,237.00,259.00,4314.00,7261.00,1,5
33,2025-10-12 14:55:39.242,L_6vSQ==,PACKET_DATA,28.34,60.53,1.542,4.718,232.00,1096.00,584.00,180.00,5569.00,407.00,237.00,259.00,4314.00,7262.00,1,5
34,2025-10-12 14:55:44.851,L_6vSQ==,PACKET_DATA,28.28,60.59,1.541,4.720,232.00,1096.00,584.00,180.00,5570.00,407.00,237.00,258.00,4313.00,7262.00,1,5
35,2025-10-12 14:55:50.461,L_6vSQ==,PACKET_DATA,28.34,60.74,1.540,4.720,232.00,1096.00,584.00,180.00,5569.00,407.00,237.00,259.00,4313.00,7265.00,1,5
36,2025-10-12 14:55:56.071,L_6vSQ==,PACKET_DATA,28.34,61.00,1.538,4.717,232.00,1096.00,584.00,180.00,5570.00,407.00,237.00,258.00,4310.00,7266.00,1,5
37,2025-10-12 14:56:01.681,L_6vSQ==,PACKET_DATA,28.34,61.25,1.540,4.720,232.00,1096.00,584.00,180.00,5571.00,407.00,237.00,259.00,4312.00,7268.00,1,5
38,2025-10-12 14:56:12.894,L_6vSQ==,PACKET_DATA,28.35,61.67,1.567,4.722,232.00,1097.00,584.00,180.00,5571.00,407.00,237.00,259.00,4311.00,7269.00,1,5
39,2025-10-12 14:56:18.500,L_6vSQ==,PACKET_DATA,28.34,61.95,1.541,4.716,232.00,1097.00,584.00,180.00,5569.00,407.00,237.00,258.00,4311.00,7272.00,1,5
40,2025-10-12 14:56:24.110,L_6vSQ==,PACKET_DATA,28.36,62.06,1.540,4.716,232.00,1097.00,584.00,180.00,5570.00,407.00,237.00,259.00,4310.00,7273.00,1,5
41,2025-10-12 14:56:29.716,L_6vSQ==,PACKET_DATA,28.53,62.26,1.540,4.716,231.00,1085.00,579.00,179.00,5542.00,405.00,236.00,257.00,4291.00,7240.00,1,5
42,2025-10-12 14:56:35.323,L_6vSQ==,PACKET_DATA,28.35,62.44,1.540,4.717,231.00,1086.00,580.00,179.00,5546.00,406.00,236.00,258.00,4294.00,7249.00,1,5
43,2025-10-12 14:56:40.929,L_6vSQ==,PACKET_DATA,28.34,62.17,1.541,4.722,232.00,1097.00,584.00,180.00,5573.00,407.00,237.00,259.00,4307.00,7277.00,1,5
44,2025-10-12 14:56:46.537,L_6vSQ==,PACKET_DATA,28.34,62.05,1.541,4.722,232.00,1097.00,584.00,180.00,5573.00,407.00,237.00,259.00,4309.00,7278.00,1,5
45,2025-10-12 14:56:52.146,L_6vSQ==,PACKET_DATA,28.34,62.43,1.541,4.721,232.00,1097.00,584.00,180.00,5572.00,407.00,237.00,258.00,4309.00,7278.00,1,5
46,2025-10-12 14:56:57.756,L_6vSQ==,PACKET_DATA,28.46,62.65,1.541,4.721,232.00,1097.00,584.00,180.00,5573.00,407.00,237.00,259.00,4308.00,7278.00,1,5
47,2025-10-12 14:57:03.343,L_6vSQ==,PACKET_DATA,28.59,62.94,1.541,4.721,232.00,1097.00,584.00,180.00,5574.00,407.00,237.00,259.00,4306.00,7280.00,1,5
48,2025-10-12 14:57:14.625,L_6vSQ==,PACKET_DATA,28.46,62.88,1.542,4.716,232.00,1097.00,584.00,180.00,5574.00,407.00,237.00,259.00,4307.00,7278.00,1,5
49,2025-10-12 14:57:20.134,L_6vSQ==,PACKET_DATA,28.46,62.61,1.542,4.716,232.00,1098.00,585.00,180.00,5574.00,407.00,237.00,258.00,4307.00,7283.00,1,5
50,2025-10-12 14:57:25.748,L_6vSQ==,PACKET_DATA,28.46,63.08,1.544,4.716,232.00,1098.00,585.00,180.00,5574.00,407.00,237.00,259.00,4307.00,7284.00,1,5
51,2025-10-12 14:57:31.360,L_6vSQ==,PACKET_DATA,28.53,63.51,1.571,4.723,232.00,1098.00,585.00,180.00,5575.00,407.00,238.00,258.00,4306.00,7286.00,1,5
52,2025-10-12 14:57:36.967,L_6vSQ==,PACKET_DATA,28.60,63.52,1.544,4.716,232.00,1098.00,585.00,180.00,5574.00,407.00,237.00,259.00,4304.00,7285.00,1,5
53,2025-10-12 14:57:42.572,L_6vSQ==,PACKET_DATA,28.53,63.26,1.542,4.716,232.00,1098.00,585.00,180.00,5575.00,407.00,237.00,259.00,4305.00,7285.00,1,5
