segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
1,5,5,1.000000,10,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,24.823768615722656,1,master_time_fallback,,,2026-03-07 11:32:48.515,2026-03-07 11:33:38.515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,15,15,1.000000,30,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,60.65416717529297,1,master_time_fallback,,,2026-03-07 11:34:13.102,2026-03-07 11:35:03.103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,22,22,1.000000,45,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,87.53449249267578,1,master_time_fallback,,,2026-03-07 11:35:35.855,2026-03-07 11:36:25.856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,30,30,1.000000,60,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,116.13059997558594,1,master_time_fallback,,,2026-03-07 11:36:59.050,2026-03-07 11:37:49.050,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,40,40,1.000000,80,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,154.12039184570312,1,master_time_fallback,,,2026-03-07 11:38:21.900,2026-03-07 11:39:11.900,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,50,50,1.000000,100,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,189.97145080566406,1,master_time_fallback,,,2026-03-07 11:39:45.860,2026-03-07 11:40:35.861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,8,2,4.000000,10,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,21.825029373168945,1,master_time_fallback,,,2026-03-07 11:41:09.470,2026-03-07 11:41:59.471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,22,8,2.750000,30,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,70.4071044921875,1,master_time_fallback,,,2026-03-07 11:42:32.307,2026-03-07 11:43:22.307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,34,11,3.090909,45,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,103.56680297851562,1,master_time_fallback,,,2026-03-07 11:43:55.775,2026-03-07 11:44:45.776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,45,15,3.000000,60,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,136.279541015625,1,master_time_fallback,,,2026-03-07 11:45:18.772,2026-03-07 11:46:08.773,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,60,20,3.000000,80,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,186.76483154296875,1,master_time_fallback,,,2026-03-07 11:46:42.071,2026-03-07 11:47:32.071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,75,25,3.000000,100,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,221.83648681640625,1,master_time_fallback,,,2026-03-07 11:48:05.846,2026-03-07 11:48:55.847,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,8,2,4.000000,10,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,21.830759048461914,1,master_time_fallback,,,2026-03-07 11:49:29.153,2026-03-07 11:50:19.153,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,25,5,5.000000,30,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,74.49117279052734,1,master_time_fallback,,,2026-03-07 11:50:52.239,2026-03-07 11:51:42.239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,38,8,4.750000,45,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,110.53501892089844,1,master_time_fallback,,,2026-03-07 11:52:16.368,2026-03-07 11:53:06.369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,50,10,5.000000,60,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,142.88461303710938,1,master_time_fallback,,,2026-03-07 11:53:42.330,2026-03-07 11:54:32.330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,67,13,5.153846,80,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,187.5617218017578,1,master_time_fallback,,,2026-03-07 11:55:06.399,2026-03-07 11:55:56.399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
