segment_id,pwm_r,pwm_b,rb_ratio_pwm,total_pwm,temperature_mean,gain_mode,sum_vis,norm_445,norm_480,norm_630,norm_680,rb_sensor,PPFD_spec_mean,sensor_window_count,window_source,matched_marker_index,marker_end_sensor_time,steady_start_sensor_time,steady_end_sensor_time,sp_415_mean,sp_445_mean,sp_480_mean,sp_515_mean,sp_555_mean,sp_590_mean,sp_630_mean,sp_680_mean,sp_clear_mean,sp_nir_mean
18,83,17,4.882353,100,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,243.47052001953125,1,master_time_fallback,,,2026-03-07 11:56:30.601,2026-03-07 11:57:20.601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,9,1,9.000000,10,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,24.224634170532227,1,master_time_fallback,,,2026-03-07 11:57:55.855,2026-03-07 11:58:45.855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,26,4,6.500000,30,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,76.00691986083984,1,master_time_fallback,,,2026-03-07 11:59:19.057,2026-03-07 12:00:09.057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,39,6,6.500000,45,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,110.78059387207031,1,master_time_fallback,,,2026-03-07 12:00:41.764,2026-03-07 12:01:31.764,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,52,8,6.500000,60,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,145.2993621826172,1,master_time_fallback,,,2026-03-07 12:02:04.752,2026-03-07 12:02:54.752,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,70,10,7.000000,80,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,191.34754943847656,1,master_time_fallback,,,2026-03-07 12:03:27.708,2026-03-07 12:04:17.708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,88,12,7.333333,100,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,249.82809448242188,1,master_time_fallback,,,2026-03-07 12:04:50.610,2026-03-07 12:05:40.610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,10,0,inf,10,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,26.76018524169922,1,master_time_fallback,,,2026-03-07 12:06:14.465,2026-03-07 12:07:04.465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,30,0,inf,30,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,77.21797943115234,1,master_time_fallback,,,2026-03-07 12:07:37.309,2026-03-07 12:08:27.310,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,45,0,inf,45,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,114.91373443603516,1,master_time_fallback,,,2026-03-07 12:09:01.054,2026-03-07 12:09:51.054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,60,0,inf,60,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,158.42724609375,1,master_time_fallback,,,2026-03-07 12:10:24.493,2026-03-07 12:11:14.494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,80,0,inf,80,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,201.482421875,1,master_time_fallback,,,2026-03-07 12:11:46.848,2026-03-07 12:12:36.848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,100,0,inf,100,29.9,1.0,1.0,0.0,0.0,0.0,0.0,,239.8607940673828,1,master_time_fallback,,,2026-03-07 12:13:10.151,2026-03-07 12:14:00.151,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
